nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-04-15;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-15;534.0;166.5;534.0;166.5
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-15;4073.0;93.37;4073.0;93.37
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;1877.0;161.22;1618.0;138.97
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;145.0;70.67;145.0;70.67
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-04-16;121.0;174.95;101.0;146.04
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2008-04-16;136.0;157.93;100.0;116.13
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-16;181.0;69.63;181.0;69.63
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-16;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-16;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2008-04-16;294.0;118.34;259.0;104.25
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-04-16;868.0;143.87;868.0;143.87
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;300.0;136.08;300.0;136.08
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-04-16;252.0;136.9;252.0;136.9
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;99.0;205.5;70.0;145.3
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;29.0;108.21;29.0;108.21
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-16;445.0;129.19;445.0;129.19
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-04-16;446.0;95.73;446.0;95.73
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;83.0;114.16;83.0;114.16
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;117.0;162.36;117.0;162.36
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;94.0;159.24;94.0;159.24
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-16;720.0;187.16;720.0;187.16
CASTRO ALVES;97;Fio dagua;JACUI;;S;SUL;2008-04-16;39.0;50.79;21.0;27.35
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-16;352.0;165.69;352.0;165.69
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;597.0;153.73;422.0;108.67
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;160.0;136.78;160.0;136.78
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2008-04-16;110.0;165.59;32.0;48.17
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2008-04-16;36.0;44.89;36.0;44.89
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-04-16;650.0;103.07;650.0;103.07
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;116.0;163.28;84.0;118.24
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2008-04-16;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;787.0;116.33;787.0;116.33
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2008-04-16;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;44.0;150.89;44.0;150.89
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;129.0;126.96;129.0;126.96
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2008-04-16;74.0;106.27;74.0;106.27
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;227.0;157.21;227.0;157.21
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;136.0;124.95;136.0;124.95
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;1244.0;163.44;703.0;92.36
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2008-04-16;552.0;99.88;552.0;99.88
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2008-04-16;147.0;124.18;147.0;124.18
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-04-16;47.0;89.99;47.0;89.99
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-16;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;71.0;93.31;69.0;90.68
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2008-04-16;368.0;158.25;368.0;158.25
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2008-04-16;3961.0;151.62;3050.0;116.75
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2008-04-16;159.0;150.31;97.0;91.7
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;295.0;160.22;194.0;105.37
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;245.0;175.99;245.0;175.99
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2008-04-16;152.0;78.81;152.0;78.81
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2008-04-16;801.0;123.46;801.0;123.46
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2008-04-16;16665.0;135.12;14406.0;116.8
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;1686.0;95.23;1686.0;95.23
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2008-04-16;128.0;53.54;128.0;53.54
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2008-04-16;60.0;39.46;60.0;39.46
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-16;89.0;130.55;89.0;130.55
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-16;144.0;129.75;144.0;129.75
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;2016.0;145.98;2016.0;145.98
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;36.0;108.2;36.0;108.2
JACUI;112;Fio dagua;JACUI;;S;SUL;2008-04-16;37.0;30.86;37.0;30.86
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;755.0;160.46;483.0;102.65
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;18.0;108.33;18.0;108.33
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-16;65.0;74.17;0.0;0.0
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2008-04-16;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2008-04-16;2155.0;144.05;1595.0;106.61
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-16;73.0;113.56;73.0;113.56
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;1036.0;160.44;802.0;124.2
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-04-16;1044.0;85.44;1044.0;85.44
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;33.0;165.2;16.0;80.1
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;600.0;161.65;366.0;98.61
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-16;460.0;100.18;460.0;100.18
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2008-04-16;96.0;86.87;89.0;80.54
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-16;1762.0;165.8;1268.0;119.32
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;120.0;68.93;120.0;68.93
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;357.0;135.57;357.0;135.57
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2008-04-16;26.0;40.76;19.0;29.78
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;367.0;93.67;367.0;93.67
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2008-04-16;286.0;149.11;286.0;149.11
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;379.0;101.46;379.0;101.46
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;445.0;120.66;445.0;120.66
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;53.0;169.71;53.0;169.71
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;1431.0;93.62;1431.0;93.62
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;2043.0;93.58;2043.0;93.58
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;480.0;157.04;406.0;132.83
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;66.0;119.75;66.0;119.75
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-16;35.0;42.33;35.0;42.33
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2008-04-16;16.0;29.37;16.0;29.37
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2008-04-16;121.0;101.93;121.0;101.93
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-04-16;539.0;95.13;539.0;95.13
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;61.0;106.72;61.0;106.72
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;59.0;127.23;51.0;109.98
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;62.0;119.79;62.0;119.79
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-16;220.0;115.97;162.0;85.4
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-16;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2008-04-16;46.0;65.72;46.0;65.72
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2008-04-16;2101.0;138.78;1725.0;113.94
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-04-16;213.0;150.44;213.0;150.44
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-16;24.0;39.44;24.0;39.44
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-04-16;93.0;86.29;93.0;86.29
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2008-04-16;94.0;151.85;30.0;48.46
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;416.0;190.51;416.0;190.51
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;71.0;93.3;68.0;89.36
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2008-04-16;549.0;90.58;549.0;90.58
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2008-04-16;84.0;67.84;54.0;43.61
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;104.0;154.92;104.0;154.92
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2008-04-16;489.0;97.87;489.0;97.87
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2008-04-16;702.0;100.47;702.0;100.47
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;42.0;133.3;42.0;133.3
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2008-04-16;67.0;103.05;67.0;103.05
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-16;3032.0;152.19;2105.0;105.66
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2008-04-16;687.0;104.46;687.0;104.46
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-04-16;1027.0;95.34;1027.0;95.34
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;886.0;100.75;886.0;100.75
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;70.0;135.94;54.0;104.87
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2008-04-16;29.0;60.89;29.0;60.89
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-16;459.0;196.64;459.0;196.64
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-04-16;458.0;141.84;458.0;141.84
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-04-16;499.0;158.51;499.0;158.51
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2008-04-16;14651.0;112.6;8073.0;62.05
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-04-16;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-16;514.0;160.26;362.0;112.87
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-16;4083.0;93.6;4083.0;93.6
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;1801.0;154.69;1454.0;124.89
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;173.0;84.31;173.0;84.31
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-04-17;97.0;140.25;92.0;133.02
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2008-04-17;132.0;153.29;132.0;153.29
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-17;166.0;63.86;166.0;63.86
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-17;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-17;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2008-04-17;269.0;108.28;269.0;108.28
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-04-17;897.0;148.67;897.0;148.67
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;302.0;136.99;302.0;136.99
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-04-17;256.0;139.07;256.0;139.07
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;85.0;176.44;55.0;114.17
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;28.0;104.48;28.0;104.48
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-17;417.0;121.06;417.0;121.06
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-04-17;451.0;96.81;451.0;96.81
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;73.0;100.4;73.0;100.4
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;99.0;137.38;97.0;134.61
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;79.0;133.83;77.0;130.44
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-17;623.0;161.94;623.0;161.94
CASTRO ALVES;97;Fio dagua;JACUI;;S;SUL;2008-04-17;23.0;29.95;5.0;6.51
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-17;300.0;141.21;300.0;141.21
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;614.0;158.11;346.0;89.1
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;150.0;128.23;150.0;128.23
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2008-04-17;110.0;165.59;32.0;48.17
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2008-04-17;29.0;36.16;29.0;36.16
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-04-17;623.0;98.79;623.0;98.79
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;116.0;163.28;72.0;101.35
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2008-04-17;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;761.0;112.49;761.0;112.49
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2008-04-17;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;44.0;150.89;44.0;150.89
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;129.0;126.96;129.0;126.96
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2008-04-17;70.0;100.52;70.0;100.52
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;209.0;144.75;209.0;144.75
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;126.0;115.76;126.0;115.76
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;1163.0;152.8;622.0;81.72
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2008-04-17;627.0;113.45;627.0;113.45
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2008-04-17;135.0;114.04;135.0;114.04
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-04-17;45.0;86.16;45.0;86.16
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-17;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;80.0;105.14;73.0;95.94
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2008-04-17;269.0;115.68;269.0;115.68
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2008-04-17;4089.0;156.52;2632.0;100.75
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2008-04-17;157.0;148.42;128.0;121.01
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;286.0;155.34;220.0;119.49
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;264.0;189.63;264.0;189.63
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2008-04-17;150.0;77.77;150.0;77.77
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2008-04-17;710.0;109.43;710.0;109.43
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2008-04-17;16872.0;136.8;14669.0;118.93
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-04-17;1739.0;98.22;1739.0;98.22
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2008-04-17;125.0;52.28;125.0;52.28
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2008-04-17;51.0;33.54;51.0;33.54
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-17;91.0;133.48;91.0;133.48
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-17;149.0;134.25;149.0;134.25
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;2021.0;146.34;1890.0;136.85
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;35.0;105.19;35.0;105.19
JACUI;112;Fio dagua;JACUI;;S;SUL;2008-04-17;33.0;27.52;33.0;27.52
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;735.0;156.21;655.0;139.21
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;17.0;102.31;17.0;102.31
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-17;65.0;74.17;2.0;2.28
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2008-04-17;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2008-04-17;2234.0;149.33;1238.0;82.75
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-04-17;64.0;99.56;64.0;99.56
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;1010.0;156.41;1010.0;156.41
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-04-17;1053.0;86.17;1053.0;86.17
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;32.0;160.2;13.0;65.08
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;583.0;157.07;350.0;94.3
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-17;428.0;93.21;428.0;93.21
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2008-04-17;106.0;95.92;106.0;95.92
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-04-17;1744.0;164.11;1250.0;117.63
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;149.0;85.58;142.0;81.56
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;358.0;135.95;358.0;135.95
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2008-04-17;21.0;32.92;14.0;21.95
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-17;378.0;96.48;378.0;96.48
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2008-04-17;289.0;150.67;289.0;150.67
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;379.0;101.46;379.0;101.46
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-04-17;434.0;117.68;434.0;117.68
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;45.0;144.09;44.0;140.89
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-17;1475.0;96.5;1475.0;96.5
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-04-17;2107.0;96.52;2107.0;96.52
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2008-04-17;456.0;149.18;314.0;102.73
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;59.0;107.05;59.0;107.05
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-17;29.0;35.07;29.0;35.07
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2008-04-17;15.0;27.53;15.0;27.53
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2008-04-17;101.0;85.08;101.0;85.08
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-04-17;554.0;97.78;554.0;97.78
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;61.0;106.72;61.0;106.72
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-04-17;48.0;103.51;46.0;99.2
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;54.0;104.33;54.0;104.33
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-04-17;214.0;112.81;153.0;80.65
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-04-17;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2008-04-17;51.0;72.86;51.0;72.86
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2008-04-17;2122.0;140.17;1604.0;105.95
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-04-17;214.0;151.15;214.0;151.15
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2008-04-17;42.0;69.02;42.0;69.02
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-04-17;89.0;82.57;89.0;82.57
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2008-04-17;88.0;142.16;29.0;46.85
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;372.0;170.36;372.0;170.36
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;77.0;101.19;75.0;98.56
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2008-04-17;597.0;98.5;597.0;98.5
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2008-04-17;93.0;75.11;73.0;58.96
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-04-17;88.0;131.09;86.0;128.11
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2008-04-17;522.0;104.47;522.0;104.47
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2008-04-17;759.0;108.62;759.0;108.62
