nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-01;39.0;121.71;39.0;121.71
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;31.0;27.08;31.0;27.08
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2008-01-01;101.0;124.6;100.0;123.37
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;51.0;25.45;51.0;25.45
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;56.0;27.91;56.0;27.91
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-01;237.0;17.66;237.0;17.66
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2008-01-01;781.0;109.89;781.0;109.89
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2008-01-01;88.0;53.01;88.0;53.01
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-01-01;49.0;98.0;49.0;98.0
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-01;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2008-01-01;31.0;20.27;31.0;20.27
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2008-01-01;161.0;43.88;161.0;43.88
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2008-01-01;1659.0;48.28;1659.0;48.28
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2008-01-01;51.0;29.57;51.0;29.57
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;93.0;29.82;93.0;29.82
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;69.0;30.56;69.0;30.56
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2008-01-01;51.0;10.12;51.0;10.12
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2008-01-01;551.0;86.07;551.0;86.07
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2008-01-01;12248.0;80.12;12248.0;80.12
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;1024.0;49.63;1024.0;49.63
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2008-01-01;104.0;18.07;104.0;18.07
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2008-01-01;129.0;89.96;129.0;89.96
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-01;55.0;71.41;55.0;71.41
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-01;90.0;71.78;90.0;71.78
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-01;613.0;33.6;613.0;33.6
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;14.0;23.13;14.0;23.13
JACUI;112;Fio dagua;JACUI;;S;SUL;2008-01-01;108.0;92.92;108.0;92.92
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;217.0;26.89;217.0;26.89
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;5.0;22.17;5.0;22.17
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-01;73.0;81.81;73.0;81.81
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2008-01-01;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2008-01-01;1004.0;50.4;1004.0;50.4
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-01-01;62.0;63.83;62.0;63.83
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;283.0;25.4;283.0;25.4
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-01-01;306.0;21.61;306.0;21.61
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;9.0;27.33;9.0;27.33
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-01;150.0;23.2;150.0;23.2
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-01;425.0;90.38;425.0;90.38
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2008-01-01;123.0;78.65;123.0;78.65
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-01;666.0;41.53;666.0;41.53
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2008-01-01;93.0;28.08;93.0;28.08
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-01;167.0;45.69;167.0;45.69
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2008-01-01;173.0;293.94;130.0;220.88
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;223.0;49.74;223.0;49.74
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2008-01-01;115.0;36.91;115.0;36.91
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;235.0;62.48;235.0;62.48
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-01;194.0;37.34;194.0;37.34
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-01;28.0;56.95;28.0;56.95
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;869.0;49.68;869.0;49.68
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;1241.0;49.68;1241.0;49.68
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;175.0;35.26;175.0;35.26
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;22.0;29.86;22.0;29.86
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-01;138.0;173.67;138.0;173.67
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2008-01-01;49.0;92.93;49.0;92.93
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2008-01-01;24.0;16.34;24.0;16.34
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-01-01;122.0;16.54;122.0;16.54
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;32.0;54.17;32.0;54.17
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;24.0;34.35;24.0;34.35
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-01;48.0;61.62;48.0;61.62
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-01;177.0;91.64;177.0;91.64
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-01;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2008-01-01;26.0;20.25;26.0;20.25
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2008-01-01;1223.0;63.39;1223.0;63.39
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-01-01;78.0;34.03;78.0;34.03
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-01;60.0;99.24;60.0;99.24
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-01-01;34.0;26.44;34.0;26.44
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2008-01-01;38.0;36.61;31.0;29.87
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-01;198.0;60.14;198.0;60.14
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2008-01-01;33.0;21.6;33.0;21.6
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2008-01-01;749.0;106.3;749.0;106.3
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2008-01-01;48.0;21.12;46.0;20.24
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-01;55.0;55.01;42.0;42.01
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2008-01-01;653.0;108.1;653.0;108.1
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2008-01-01;932.0;109.78;932.0;109.78
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;12.0;28.38;12.0;28.38
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2008-01-01;93.0;122.82;93.0;122.82
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-01;1034.0;41.18;1034.0;41.18
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2008-01-01;910.0;110.55;910.0;110.55
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-01-01;165.0;11.41;165.0;11.41
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;628.0;57.07;628.0;57.07
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;27.0;34.04;27.0;34.04
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2008-01-01;28.0;35.5;28.0;35.5
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-01;213.0;59.36;213.0;59.36
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-01-01;239.0;47.66;239.0;47.66
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-01-01;221.0;35.93;107.0;17.4
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2008-01-01;3064.0;37.51;3064.0;37.51
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-01-01;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-01;177.0;33.19;177.0;33.19
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-01;2480.0;49.69;2480.0;49.69
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;715.0;41.9;715.0;41.9
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;114.0;29.34;114.0;29.34
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-01-02;39.0;32.78;33.0;27.73
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2008-01-02;46.0;31.61;46.0;31.61
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-02;229.0;88.81;229.0;88.81
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-02;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-02;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2008-01-02;120.0;50.14;120.0;50.14
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-01-02;263.0;33.2;263.0;33.2
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;131.0;43.0;131.0;43.0
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2008-01-02;110.0;43.59;110.0;43.59
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;25.0;31.9;25.0;31.9
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;11.0;22.56;11.0;22.56
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-02;361.0;94.53;361.0;94.53
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-01-02;83.0;13.3;83.0;13.3
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;42.0;33.82;42.0;33.82
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;92.0;86.83;92.0;86.83
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;80.0;91.48;80.0;91.48
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-01-02;426.0;71.54;426.0;71.54
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-01-02;419.0;125.01;419.0;125.01
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;146.0;32.4;146.0;32.4
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;48.0;36.14;48.0;36.14
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2008-01-02;24.0;102.5;24.0;102.5
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2008-01-02;63.0;86.92;63.0;86.92
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-01-02;306.0;70.8;306.0;70.8
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;32.0;27.29;32.0;27.29
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2008-01-02;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;267.0;27.5;267.0;27.5
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2008-01-02;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;39.0;121.71;39.0;121.71
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;30.0;26.2;30.0;26.2
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2008-01-02;123.0;151.75;123.0;151.75
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;49.0;24.45;49.0;24.45
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;52.0;25.92;52.0;25.92
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;166.0;12.37;166.0;12.37
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2008-01-02;830.0;116.79;830.0;116.79
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2008-01-02;108.0;65.05;108.0;65.05
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2008-01-02;48.0;96.0;48.0;96.0
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-02;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;32.0;20.93;32.0;20.93
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2008-01-02;190.0;51.79;190.0;51.79
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2008-01-02;1553.0;45.19;1553.0;45.19
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2008-01-02;58.0;33.63;58.0;33.63
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;72.0;23.09;72.0;23.09
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;62.0;27.46;62.0;27.46
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2008-01-02;44.0;8.73;44.0;8.73
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2008-01-02;602.0;94.03;602.0;94.03
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2008-01-02;11352.0;74.26;11352.0;74.26
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2008-01-02;1082.0;52.45;1082.0;52.45
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2008-01-02;91.0;15.81;91.0;15.81
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2008-01-02;126.0;87.87;126.0;87.87
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-02;57.0;74.01;57.0;74.01
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-02;93.0;74.17;93.0;74.17
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;576.0;31.57;576.0;31.57
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;13.0;21.48;13.0;21.48
JACUI;112;Fio dagua;JACUI;;S;SUL;2008-01-02;103.0;88.62;103.0;88.62
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;166.0;20.57;166.0;20.57
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;7.0;31.03;7.0;31.03
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-02;75.0;84.05;75.0;84.05
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2008-01-02;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2008-01-02;937.0;47.04;937.0;47.04
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2008-01-02;66.0;67.95;66.0;67.95
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;215.0;19.3;215.0;19.3
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2008-01-02;277.0;19.57;277.0;19.57
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;9.0;27.33;9.0;27.33
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;114.0;17.63;114.0;17.63
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-02;456.0;96.97;456.0;96.97
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2008-01-02;117.0;74.81;117.0;74.81
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2008-01-02;562.0;35.05;562.0;35.05
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;102.0;30.8;102.0;30.8
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;156.0;42.68;156.0;42.68
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2008-01-02;131.0;222.58;117.0;198.79
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-02;235.0;52.42;235.0;52.42
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2008-01-02;103.0;33.06;103.0;33.06
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;213.0;56.63;213.0;56.63
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2008-01-02;189.0;36.37;189.0;36.37
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;57.0;115.92;55.0;111.86
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-02;918.0;52.49;918.0;52.49
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2008-01-02;1310.0;52.44;1310.0;52.44
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2008-01-02;141.0;28.41;141.0;28.41
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;26.0;35.29;26.0;35.29
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-02;150.0;188.78;150.0;188.78
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2008-01-02;47.0;89.14;47.0;89.14
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2008-01-02;21.0;14.29;21.0;14.29
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2008-01-02;120.0;16.27;120.0;16.27
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;29.0;49.09;29.0;49.09
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;22.0;31.49;22.0;31.49
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;56.0;71.89;56.0;71.89
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2008-01-02;174.0;90.09;174.0;90.09
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2008-01-02;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2008-01-02;26.0;20.25;26.0;20.25
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2008-01-02;1129.0;58.52;1129.0;58.52
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2008-01-02;72.0;31.42;72.0;31.42
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2008-01-02;55.0;90.97;55.0;90.97
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2008-01-02;31.0;24.11;31.0;24.11
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2008-01-02;36.0;34.69;31.0;29.87
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;211.0;64.09;211.0;64.09
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;33.0;21.6;33.0;21.6
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2008-01-02;793.0;112.55;793.0;112.55
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2008-01-02;46.0;20.24;44.0;19.36
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2008-01-02;96.0;96.02;83.0;83.01
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2008-01-02;700.0;115.88;700.0;115.88
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2008-01-02;1026.0;120.86;1026.0;120.86
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;14.0;33.11;14.0;33.11
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2008-01-02;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2008-01-02;115.0;151.88;115.0;151.88
