nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-26;728.0;77.74;728.0;77.74
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-03-26;1370.0;83.87;1166.0;71.38
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-26;24.0;81.39;24.0;81.39
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-26;435.0;80.51;395.0;73.1
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-26;208.0;45.29;208.0;45.29
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2006-03-26;219.0;131.75;-59.0;-35.49
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-26;1183.0;80.36;1183.0;80.36
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2006-03-26;130.0;57.75;114.0;50.64
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-26;374.0;107.65;313.0;90.09
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2006-03-26;24.0;42.26;16.0;28.17
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-26;467.0;97.93;467.0;97.93
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2006-03-26;293.0;102.86;293.0;102.86
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;379.0;100.29;379.0;100.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-26;537.0;109.35;487.0;99.17
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-26;52.0;120.1;50.0;115.48
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-26;1823.0;97.99;1823.0;97.99
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-26;2603.0;97.97;2603.0;97.97
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-26;317.0;73.17;317.0;73.17
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;91.0;127.5;91.0;127.5
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-26;39.0;59.35;39.0;59.35
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2006-03-26;33.0;81.12;33.0;81.12
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2006-03-26;118.0;83.44;108.0;76.37
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;61.0;102.69;61.0;102.69
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-26;94.0;128.1;94.0;128.1
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-26;217.0;105.53;199.0;96.78
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2006-03-26;68.0;73.54;68.0;73.54
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2006-03-26;2437.0;123.68;1821.0;92.42
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-26;234.0;111.61;234.0;111.61
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-26;74.0;123.15;74.0;123.15
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-03-26;145.0;106.27;145.0;106.27
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2006-03-26;86.0;114.64;83.0;110.64
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-26;238.0;83.25;238.0;83.25
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2006-03-26;72.0;68.68;68.0;64.86
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2006-03-26;550.0;82.0;550.0;82.0
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2006-03-26;124.0;75.72;124.0;75.72
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-26;101.0;111.11;93.0;102.31
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2006-03-26;496.0;85.96;496.0;85.96
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2006-03-26;739.0;91.37;739.0;91.37
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;52.0;127.58;52.0;127.58
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2006-03-26;37.0;55.78;37.0;55.78
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-26;3652.0;140.24;2092.0;80.34
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2006-03-26;764.0;95.29;764.0;95.29
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2006-03-26;937.0;61.74;937.0;61.74
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-03-26;1250.0;112.94;1250.0;112.94
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-26;42.0;60.35;42.0;60.35
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2006-03-26;81.0;149.91;69.0;127.7
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-26;253.0;82.49;253.0;82.49
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-26;406.0;85.85;406.0;85.85
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-03-26;461.0;96.96;461.0;96.96
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2006-03-26;12689.0;97.35;5184.0;39.77
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-26;332.0;72.45;332.0;72.45
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-26;5202.0;97.96;5202.0;97.96
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;1271.0;79.41;1271.0;79.41
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;153.0;57.7;153.0;57.7
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-27;118.0;111.14;93.0;87.59
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2006-03-27;162.0;123.82;96.0;73.38
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-27;88.0;35.36;88.0;35.36
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2006-03-27;198.0;70.33;198.0;70.33
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2006-03-27;980.0;122.04;980.0;122.04
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;57.0;81.16;57.0;81.16
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;24.0;61.19;24.0;61.19
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-03-27;422.0;64.41;422.0;64.41
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;86.0;91.6;86.0;91.6
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;104.0;107.03;104.0;107.03
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;87.0;109.01;87.0;109.01
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-27;437.0;86.36;437.0;86.36
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-27;351.0;119.09;351.0;119.09
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;589.0;117.76;384.0;76.78
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2006-03-27;79.0;150.38;8.0;15.23
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2006-03-27;42.0;72.56;42.0;72.56
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;84.0;79.99;84.0;79.99
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;1042.0;112.37;1042.0;112.37
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;129.0;111.69;129.0;111.69
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;181.0;88.77;181.0;88.77
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;102.0;64.75;102.0;64.75
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;937.0;84.45;937.0;84.45
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2006-03-27;540.0;76.9;540.0;76.9
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2006-03-27;312.0;198.46;312.0;198.46
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2006-03-27;53.0;95.69;53.0;95.69
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;100.0;95.24;100.0;95.24
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2006-03-27;643.0;192.24;643.0;192.24
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2006-03-27;4033.0;116.39;3832.0;110.59
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2006-03-27;196.0;125.79;140.0;89.85
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;210.0;79.24;210.0;79.24
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;162.0;77.85;162.0;77.85
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2006-03-27;362.0;57.63;362.0;57.63
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2006-03-27;19189.0;123.59;14247.0;91.76
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;2355.0;108.35;2355.0;108.35
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2006-03-27;260.0;75.08;260.0;75.08
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2006-03-27;83.0;74.07;83.0;74.07
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-27;88.0;103.07;55.0;64.42
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-27;144.0;103.6;144.0;103.6
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;2237.0;121.35;1896.0;102.85
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;30.0;61.61;30.0;61.61
JACUI;112;Fio dagua;JACUI;;S;SUL;2006-03-27;68.0;75.9;68.0;75.9
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;553.0;81.25;464.0;68.17
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;20.0;87.13;20.0;87.13
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-27;83.0;82.42;83.0;82.42
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2006-03-27;2316.0;116.1;2204.0;110.48
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-27;108.0;118.44;108.0;118.44
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;771.0;82.33;771.0;82.33
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-03-27;1187.0;72.67;890.0;54.48
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;23.0;78.0;23.0;78.0
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;449.0;83.1;429.0;79.4
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-27;230.0;50.08;230.0;50.08
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2006-03-27;188.0;113.1;-69.0;-41.51
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-27;1204.0;81.79;1204.0;81.79
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;128.0;56.86;111.0;49.31
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;407.0;117.15;343.0;98.73
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2006-03-27;22.0;38.74;13.0;22.89
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;512.0;107.37;512.0;107.37
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2006-03-27;334.0;117.25;334.0;117.25
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;379.0;100.29;379.0;100.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;588.0;119.74;517.0;105.28
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;52.0;120.1;45.0;103.93
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;1998.0;107.39;1998.0;107.39
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;2854.0;107.41;2854.0;107.41
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;330.0;76.17;330.0;76.17
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;105.0;147.11;105.0;147.11
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-27;49.0;74.57;49.0;74.57
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2006-03-27;31.0;76.2;31.0;76.2
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2006-03-27;102.0;72.12;93.0;65.76
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;61.0;102.69;61.0;102.69
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;88.0;119.92;87.0;118.56
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-27;217.0;105.53;179.0;87.05
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2006-03-27;73.0;78.95;73.0;78.95
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2006-03-27;2458.0;124.74;2369.0;120.23
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-27;259.0;123.53;259.0;123.53
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-27;78.0;129.8;78.0;129.8
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-03-27;140.0;102.61;140.0;102.61
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2006-03-27;128.0;170.62;91.0;121.3
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;249.0;87.1;249.0;87.1
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;92.0;87.75;69.0;65.81
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2006-03-27;582.0;86.77;582.0;86.77
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2006-03-27;134.0;81.83;134.0;81.83
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;100.0;110.01;86.0;94.61
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2006-03-27;524.0;90.81;524.0;90.81
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2006-03-27;745.0;92.11;745.0;92.11
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;58.0;142.3;58.0;142.3
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2006-03-27;34.0;51.26;34.0;51.26
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-27;3492.0;134.1;1931.0;74.15
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2006-03-27;733.0;91.42;733.0;91.42
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2006-03-27;996.0;65.62;996.0;65.62
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;1296.0;117.1;1296.0;117.1
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-27;45.0;64.66;45.0;64.66
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2006-03-27;78.0;144.36;72.0;133.26
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-27;265.0;86.4;265.0;86.4
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-27;484.0;102.35;484.0;102.35
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-03-27;452.0;95.07;452.0;95.07
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2006-03-27;12969.0;99.5;6501.0;49.88
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-27;353.0;77.04;353.0;77.04
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-27;5703.0;107.39;5703.0;107.39
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;1281.0;80.03;1281.0;80.03
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2006-03-28;161.0;60.72;161.0;60.72
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-03-28;175.0;164.82;157.0;147.87
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2006-03-28;180.0;137.58;126.0;96.31
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-28;100.0;40.19;100.0;40.19
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2006-03-28;218.0;77.43;218.0;77.43
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2006-03-28;1007.0;125.4;1007.0;125.4
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;56.0;79.73;56.0;79.73
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;22.0;56.09;22.0;56.09
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-03-28;451.0;68.83;451.0;68.83
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2006-03-28;78.0;83.08;78.0;83.08
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-28;103.0;106.0;103.0;106.0
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-28;86.0;107.76;86.0;107.76
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-28;460.0;90.9;460.0;90.9
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-28;346.0;117.4;346.0;117.4
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-28;601.0;120.16;377.0;75.38
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2006-03-28;80.0;152.28;2.0;3.81
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2006-03-28;32.0;55.28;32.0;55.28
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;78.0;74.28;78.0;74.28
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-28;1017.0;109.68;1017.0;109.68
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;111.0;96.11;111.0;96.11
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;179.0;87.79;179.0;87.79
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;102.0;64.75;102.0;64.75
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;891.0;80.3;891.0;80.3
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2006-03-28;541.0;77.04;541.0;77.04
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2006-03-28;290.0;184.47;290.0;184.47
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2006-03-28;52.0;93.88;52.0;93.88
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2006-03-28;100.0;95.24;100.0;95.24
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2006-03-28;252.0;75.34;252.0;75.34
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2006-03-28;3891.0;112.29;3691.0;106.52
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2006-03-28;203.0;130.28;188.0;120.65
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;220.0;83.01;220.0;83.01
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;173.0;83.14;173.0;83.14
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2006-03-28;403.0;64.15;403.0;64.15
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2006-03-28;19460.0;125.33;16520.0;106.4
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-03-28;2389.0;109.91;2389.0;109.91
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2006-03-28;259.0;74.79;259.0;74.79
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2006-03-28;60.0;53.55;60.0;53.55
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-28;103.0;120.64;49.0;57.39
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-28;168.0;120.87;168.0;120.87
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-28;2285.0;123.95;2081.0;112.88
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;28.0;57.5;28.0;57.5
JACUI;112;Fio dagua;JACUI;;S;SUL;2006-03-28;44.0;49.11;44.0;49.11
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;573.0;84.19;490.0;71.99
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;23.0;100.2;23.0;100.2
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-28;86.0;85.4;86.0;85.4
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2006-03-28;2283.0;114.44;2180.0;109.28
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-03-28;118.0;129.41;118.0;129.41
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;793.0;84.68;793.0;84.68
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-03-28;1108.0;67.83;1096.0;67.09
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;22.0;74.61;22.0;74.61
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;461.0;85.32;461.0;85.32
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-28;239.0;52.04;239.0;52.04
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2006-03-28;179.0;107.68;-48.0;-28.88
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-03-28;1251.0;84.98;1251.0;84.98
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2006-03-28;131.0;58.19;115.0;51.09
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-28;450.0;129.53;358.0;103.05
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2006-03-28;25.0;44.02;17.0;29.93
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-28;520.0;109.05;520.0;109.05
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2006-03-28;356.0;124.98;356.0;124.98
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;379.0;100.29;379.0;100.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-03-28;641.0;130.53;491.0;99.98
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-28;51.0;117.79;44.0;101.62
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-28;2027.0;108.95;2027.0;108.95
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-03-28;2895.0;108.96;2895.0;108.96
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2006-03-28;351.0;81.01;351.0;81.01
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;92.0;128.9;92.0;128.9
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2006-03-28;81.0;123.27;81.0;123.27
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2006-03-28;20.0;49.16;20.0;49.16
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2006-03-28;90.0;63.64;81.0;57.27
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-03-28;59.0;99.32;59.0;99.32
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-03-28;92.0;125.37;92.0;125.37
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-03-28;219.0;106.51;166.0;80.73
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2006-03-28;102.0;110.31;102.0;110.31
