nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2006-01-01;327.0;51.08;327.0;51.08
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2006-01-01;13730.0;89.81;11243.0;73.54
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;2198.0;106.54;2198.0;106.54
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2006-01-01;294.0;51.08;294.0;51.08
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2006-01-01;110.0;76.71;110.0;76.71
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-01;90.0;116.86;34.0;44.15
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-01;146.0;116.45;146.0;116.45
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-01;1665.0;91.26;1665.0;91.26
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;32.0;52.87;32.0;52.87
JACUI;112;Fio dagua;JACUI;;S;SUL;2006-01-01;79.0;67.97;79.0;67.97
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;365.0;45.24;365.0;45.24
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;19.0;84.24;19.0;84.24
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-01;68.0;76.21;68.0;76.21
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2006-01-01;1676.0;84.14;1090.0;54.72
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-01;78.0;80.31;78.0;80.31
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;496.0;44.53;496.0;44.53
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-01-01;1624.0;114.71;1146.0;80.95
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;20.0;60.74;20.0;60.74
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-01;285.0;44.08;285.0;44.08
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-01;252.0;53.59;252.0;53.59
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2006-01-01;235.0;150.26;235.0;150.26
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-01;990.0;61.73;990.0;61.73
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2006-01-01;205.0;61.9;75.0;22.65
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-01;265.0;72.5;265.0;72.5
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2006-01-01;32.0;54.37;25.0;42.48
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;478.0;106.62;478.0;106.62
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2006-01-01;144.0;46.22;144.0;46.22
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;379.0;100.76;379.0;100.76
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-01;377.0;72.55;377.0;72.55
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-01;37.0;75.25;36.0;73.22
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;1865.0;106.63;1865.0;106.63
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;2664.0;106.65;2664.0;106.65
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;264.0;53.19;264.0;53.19
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;60.0;81.44;60.0;81.44
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-01;146.0;183.74;146.0;183.74
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2006-01-01;35.0;66.38;35.0;66.38
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2006-01-01;27.0;18.38;27.0;18.38
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;58.0;98.18;58.0;98.18
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-01;62.0;79.59;61.0;78.3
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-01;169.0;87.5;162.0;83.87
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2006-01-01;85.0;66.21;80.0;62.31
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2006-01-01;1594.0;82.62;920.0;47.69
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-01;110.0;48.0;110.0;48.0
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-01;22.0;36.39;22.0;36.39
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-01-01;119.0;92.55;-9.0;-7.0
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2006-01-01;142.0;136.82;52.0;50.1
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-01;200.0;60.75;200.0;60.75
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2006-01-01;89.0;58.24;66.0;43.19
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2006-01-01;329.0;46.69;329.0;46.69
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2006-01-01;155.0;68.2;155.0;68.2
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-01;68.0;68.01;68.0;68.01
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2006-01-01;296.0;49.0;296.0;49.0
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2006-01-01;423.0;49.83;423.0;49.83
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;32.0;75.68;32.0;75.68
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2006-01-01;33.0;43.58;30.0;39.62
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-01;2624.0;104.5;1687.0;67.18
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2006-01-01;424.0;51.51;424.0;51.51
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2006-01-01;1039.0;71.84;1039.0;71.84
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;1277.0;116.06;1277.0;116.06
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-01;43.0;54.21;43.0;54.21
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2006-01-01;89.0;112.84;50.0;63.39
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-01;218.0;60.76;144.0;40.13
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-01;241.0;48.06;241.0;48.06
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-01-01;351.0;57.07;222.0;36.1
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2006-01-01;8569.0;104.91;8569.0;104.91
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-01;267.0;50.06;267.0;50.06
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-01;5323.0;106.66;5323.0;106.66
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;1073.0;62.89;1073.0;62.89
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;223.0;57.39;-104.0;-26.76
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-02;100.0;84.04;100.0;84.04
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2006-01-02;98.0;67.33;98.0;67.33
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2006-01-02;164.0;68.53;164.0;68.53
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2006-01-02;751.0;94.81;751.0;94.81
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;74.0;94.43;74.0;94.43
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;29.0;59.48;29.0;59.48
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-01-02;532.0;85.26;532.0;85.26
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;65.0;52.34;65.0;52.34
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;134.0;126.47;134.0;126.47
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;119.0;136.08;119.0;136.08
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-02;518.0;86.99;379.0;63.64
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-02;659.0;196.62;659.0;196.62
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;526.0;116.72;321.0;71.23
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2006-01-02;50.0;213.55;35.0;149.48
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2006-01-02;49.0;67.6;49.0;67.6
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;101.0;86.13;101.0;86.13
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;883.0;90.94;883.0;90.94
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;129.0;112.68;129.0;112.68
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;135.0;67.36;135.0;67.36
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;115.0;57.31;115.0;57.31
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;1005.0;74.88;1005.0;74.88
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2006-01-02;284.0;39.96;284.0;39.96
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2006-01-02;153.0;92.16;153.0;92.16
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2006-01-02;50.0;100.0;50.0;100.0
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;75.0;49.05;75.0;49.05
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2006-01-02;500.0;136.29;500.0;136.29
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2006-01-02;3031.0;88.2;3031.0;88.2
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2006-01-02;103.0;59.73;103.0;59.73
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;161.0;51.63;161.0;51.63
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;94.0;41.63;94.0;41.63
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2006-01-02;404.0;63.11;386.0;60.29
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2006-01-02;13212.0;86.42;12062.0;78.9
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;2234.0;108.28;2234.0;108.28
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2006-01-02;277.0;48.13;277.0;48.13
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2006-01-02;97.0;67.65;97.0;67.65
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-02;87.0;112.96;77.0;99.98
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-02;142.0;113.26;142.0;113.26
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;1731.0;94.88;1731.0;94.88
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;37.0;61.13;37.0;61.13
JACUI;112;Fio dagua;JACUI;;S;SUL;2006-01-02;79.0;67.97;79.0;67.97
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;438.0;54.28;438.0;54.28
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;28.0;124.14;28.0;124.14
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-02;67.0;75.09;67.0;75.09
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2006-01-02;1711.0;85.9;1606.0;80.63
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-02;101.0;103.99;101.0;103.99
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;628.0;56.38;628.0;56.38
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-01-02;1918.0;135.48;1319.0;93.17
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;28.0;85.04;28.0;85.04
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;389.0;60.17;389.0;60.17
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-02;301.0;64.01;301.0;64.01
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2006-01-02;347.0;221.87;347.0;221.87
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-02;1003.0;62.54;1003.0;62.54
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;195.0;58.88;108.0;32.61
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;277.0;75.79;277.0;75.79
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2006-01-02;65.0;110.44;58.0;98.55
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;486.0;108.41;486.0;108.41
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2006-01-02;170.0;54.57;170.0;54.57
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;379.0;100.76;379.0;100.76
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;393.0;75.63;393.0;75.63
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;89.0;181.0;88.0;178.97
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;1895.0;108.35;1895.0;108.35
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;2707.0;108.37;2707.0;108.37
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;278.0;56.01;278.0;56.01
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;74.0;100.45;74.0;100.45
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-02;227.0;285.68;227.0;285.68
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2006-01-02;36.0;68.28;36.0;68.28
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2006-01-02;26.0;17.7;26.0;17.7
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;61.0;103.26;61.0;103.26
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;83.0;106.55;82.0;105.26
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2006-01-02;166.0;85.94;159.0;82.32
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2006-01-02;74.0;57.64;68.0;52.96
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2006-01-02;1612.0;83.56;1349.0;69.92
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-02;132.0;57.6;132.0;57.6
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2006-01-02;24.0;39.7;24.0;39.7
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-01-02;121.0;94.1;-8.0;-6.22
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2006-01-02;111.0;106.95;53.0;51.07
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;221.0;67.13;221.0;67.13
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;78.0;51.04;72.0;47.12
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2006-01-02;326.0;46.27;326.0;46.27
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2006-01-02;134.0;58.96;133.0;58.52
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;145.0;145.02;145.0;145.02
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2006-01-02;299.0;49.5;299.0;49.5
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2006-01-02;429.0;50.53;429.0;50.53
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;41.0;96.96;41.0;96.96
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2006-01-02;39.0;51.51;39.0;51.51
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-02;2669.0;106.29;1733.0;69.02
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2006-01-02;441.0;53.57;441.0;53.57
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2006-01-02;1039.0;71.84;1039.0;71.84
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;1268.0;115.24;1268.0;115.24
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-02;49.0;61.78;49.0;61.78
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2006-01-02;90.0;114.11;71.0;90.02
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-02;274.0;76.36;234.0;65.22
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-02;224.0;44.67;224.0;44.67
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2006-01-02;342.0;55.61;242.0;39.35
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2006-01-02;8610.0;105.41;8610.0;105.41
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-02;277.0;51.94;277.0;51.94
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2006-01-02;5410.0;108.4;5410.0;108.4
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-03;1107.0;64.88;1107.0;64.88
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2006-01-03;187.0;48.12;-77.0;-19.82
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2006-01-03;124.0;104.21;121.0;101.69
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2006-01-03;129.0;88.63;108.0;74.21
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2006-01-03;160.0;66.86;160.0;66.86
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2006-01-03;807.0;101.88;807.0;101.88
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-03;146.0;186.31;146.0;186.31
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-03;34.0;69.74;34.0;69.74
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2006-01-03;489.0;78.37;489.0;78.37
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2006-01-03;64.0;51.53;64.0;51.53
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-03;173.0;163.28;173.0;163.28
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2006-01-03;146.0;166.95;146.0;166.95
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-03;886.0;148.78;685.0;115.03
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2006-01-03;644.0;192.15;644.0;192.15
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-03;485.0;107.62;281.0;62.35
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2006-01-03;58.0;247.72;33.0;140.94
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2006-01-03;53.0;73.12;53.0;73.12
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-03;170.0;144.97;155.0;132.18
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2006-01-03;962.0;99.08;962.0;99.08
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2006-01-03;129.0;112.68;129.0;112.68
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2006-01-03;173.0;86.32;173.0;86.32
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2006-01-03;131.0;65.29;131.0;65.29
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2006-01-03;1218.0;90.75;1218.0;90.75
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2006-01-03;296.0;41.65;296.0;41.65
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2006-01-03;118.0;71.08;118.0;71.08
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2006-01-03;50.0;100.0;50.0;100.0
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2006-01-03;69.0;45.12;69.0;45.12
