nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-29;272.0;53.75;272.0;53.75
CASTRO ALVES;97;Fio dagua;JACUI;;S;SUL;2009-03-29;35.0;49.46;23.0;32.5
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-29;157.0;53.27;157.0;53.27
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;393.0;78.57;302.0;60.38
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;0.0;;0.0;
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;110.0;74.78;110.0;74.78
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2009-03-29;88.0;167.51;41.0;78.05
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2009-03-29;33.0;57.01;33.0;57.01
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2009-03-29;818.0;113.37;818.0;113.37
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;129.0;122.84;129.0;122.84
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2009-03-29;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;824.0;88.86;824.0;88.86
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2009-03-29;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;46.0;134.66;46.0;134.66
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;129.0;111.69;129.0;111.69
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2009-03-29;20.0;28.1;20.0;28.1
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;166.0;81.41;166.0;81.41
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;337.0;213.92;243.0;154.25
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-29;1622.0;146.18;693.0;62.46
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2009-03-29;200.0;28.48;200.0;28.48
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2009-03-29;96.0;61.07;96.0;61.07
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2009-03-29;57.0;102.91;57.0;102.91
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-29;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2009-03-29;244.0;232.38;141.0;134.28
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2009-03-29;152.0;45.44;152.0;45.44
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2009-03-29;3953.0;114.08;2915.0;84.13
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2009-03-29;79.0;50.7;79.0;50.7
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;316.0;119.24;196.0;73.96
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;236.0;113.42;210.0;100.92
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2009-03-29;305.0;99.37;305.0;99.37
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2009-03-29;206.0;32.79;206.0;32.79
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2009-03-29;13548.0;87.26;13548.0;87.26
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;1333.0;61.33;1333.0;61.33
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2009-03-29;166.0;47.93;166.0;47.93
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2009-03-29;69.0;61.58;69.0;61.58
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-29;109.0;127.67;61.0;71.45
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-29;178.0;128.07;178.0;128.07
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;1747.0;94.77;1747.0;94.77
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;103.0;211.53;103.0;211.53
JACUI;112;Fio dagua;JACUI;;S;SUL;2009-03-29;61.0;68.08;61.0;68.08
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;835.0;122.68;613.0;90.06
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;27.0;117.63;25.0;108.91
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-29;76.0;75.47;76.0;75.47
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2009-03-29;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2009-03-29;2166.0;108.58;1794.0;89.93
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-29;45.0;49.35;45.0;49.35
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;1168.0;124.73;1003.0;107.11
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2009-03-29;992.0;60.73;844.0;51.67
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;36.0;122.09;36.0;122.09
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-29;687.0;127.14;387.0;71.62
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-29;166.0;36.14;166.0;36.14
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2009-03-29;330.0;198.52;330.0;198.52
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-29;1702.0;115.62;1208.0;82.06
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2009-03-29;337.0;149.71;200.0;88.85
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;456.0;131.26;456.0;131.26
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2009-03-29;25.0;44.02;18.0;31.69
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;290.0;60.81;290.0;60.81
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2009-03-29;158.0;55.47;158.0;55.47
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;379.0;100.29;379.0;100.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;660.0;134.4;660.0;134.4
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-29;23.0;53.12;23.0;53.12
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;1131.0;60.79;1131.0;60.79
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;1615.0;60.78;1615.0;60.78
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;512.0;118.17;369.0;85.17
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;58.0;81.26;58.0;81.26
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-29;7.0;10.65;7.0;10.65
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2009-03-29;28.0;68.83;28.0;68.83
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2009-03-29;41.0;28.99;41.0;28.99
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2009-03-29;551.0;69.2;551.0;69.2
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;61.0;102.69;61.0;102.69
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;97.0;154.65;48.0;76.53
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-29;37.0;50.42;37.0;50.42
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-29;264.0;128.39;170.0;82.68
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-29;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2009-03-29;168.0;181.69;108.0;116.8
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2009-03-29;1996.0;101.3;1218.0;61.81
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2009-03-29;113.0;53.89;113.0;53.89
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-29;19.0;31.62;19.0;31.62
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2009-03-29;90.0;65.96;90.0;65.96
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2009-03-29;211.0;281.26;32.0;42.65
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-29;148.0;51.77;148.0;51.77
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2009-03-29;217.0;206.98;76.0;72.49
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2009-03-29;179.0;26.69;179.0;26.69
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2009-03-29;304.0;185.65;286.0;174.66
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-29;48.0;52.8;48.0;52.8
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2009-03-29;173.0;29.98;173.0;29.98
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2009-03-29;254.0;31.4;254.0;31.4
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;34.0;83.42;34.0;83.42
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2009-03-29;17.0;25.63;17.0;25.63
SAO SALVADOR;253;Fio dagua;TOCANTINS;;SE;SUDESTE;2009-03-29;0.0;;0.0;
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-29;2770.0;106.37;2770.0;106.37
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2009-03-29;256.0;31.93;256.0;31.93
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2009-03-29;1125.0;74.12;1125.0;74.12
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;737.0;66.59;737.0;66.59
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;82.0;117.83;51.0;73.29
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2009-03-29;76.0;140.66;69.0;127.7
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-29;162.0;52.82;162.0;52.82
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2009-03-29;311.0;65.76;311.0;65.76
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2009-03-29;806.0;169.52;295.0;62.05
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2009-03-29;10691.0;82.02;7962.0;61.08
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2009-03-29;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-29;536.0;116.98;373.0;81.4
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-29;3229.0;60.8;3229.0;60.8
14 DE JULHO;99;Fio dagua;JACUI;;S;SUL;2009-03-30;22.0;43.94;13.0;25.96
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;1826.0;114.08;1160.0;72.47
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;417.0;157.27;288.0;108.62
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2009-03-30;53.0;49.92;53.0;49.92
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2009-03-30;63.0;48.15;63.0;48.15
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-30;65.0;26.12;65.0;26.12
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-30;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-30;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2009-03-30;225.0;79.92;225.0;79.92
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2009-03-30;764.0;95.14;764.0;95.14
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;396.0;136.47;396.0;136.47
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2009-03-30;317.0;131.44;289.0;119.83
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;87.0;123.87;87.0;123.87
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;100.0;254.97;100.0;254.97
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-30;152.0;40.51;152.0;40.51
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2009-03-30;479.0;73.1;479.0;73.1
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;138.0;146.99;138.0;146.99
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;50.0;51.46;50.0;51.46
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;41.0;51.37;41.0;51.37
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-30;292.0;57.7;292.0;57.7
CASTRO ALVES;97;Fio dagua;JACUI;;S;SUL;2009-03-30;29.0;40.98;16.0;22.61
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-30;148.0;50.22;148.0;50.22
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;360.0;71.98;360.0;71.98
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;0.0;;0.0;
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;119.0;80.9;119.0;80.9
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2009-03-30;86.0;163.71;35.0;66.62
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2009-03-30;33.0;57.01;33.0;57.01
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2009-03-30;818.0;113.37;818.0;113.37
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;136.0;129.51;128.0;121.89
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2009-03-30;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;861.0;92.85;861.0;92.85
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2009-03-30;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;46.0;134.66;46.0;134.66
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;129.0;111.69;129.0;111.69
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2009-03-30;20.0;28.1;20.0;28.1
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;168.0;82.39;168.0;82.39
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;349.0;221.53;293.0;185.99
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;1995.0;179.8;716.0;64.53
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2009-03-30;185.0;26.35;185.0;26.35
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2009-03-30;92.0;58.52;92.0;58.52
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2009-03-30;56.0;101.1;56.0;101.1
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-30;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;193.0;183.81;151.0;143.81
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2009-03-30;150.0;44.85;150.0;44.85
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2009-03-30;4076.0;117.63;3039.0;87.71
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2009-03-30;81.0;51.98;81.0;51.98
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;354.0;133.58;155.0;58.49
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;246.0;118.22;205.0;98.52
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2009-03-30;329.0;107.19;329.0;107.19
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2009-03-30;200.0;31.84;200.0;31.84
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2009-03-30;13574.0;87.42;13574.0;87.42
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;1332.0;61.28;1332.0;61.28
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2009-03-30;198.0;57.17;198.0;57.17
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2009-03-30;69.0;61.58;69.0;61.58
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-30;110.0;128.84;60.0;70.28
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-30;179.0;128.79;179.0;128.79
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;1710.0;92.76;1710.0;92.76
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;124.0;254.66;124.0;254.66
JACUI;112;Fio dagua;JACUI;;S;SUL;2009-03-30;60.0;66.97;60.0;66.97
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;954.0;140.16;539.0;79.19
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;29.0;126.34;27.0;117.63
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-30;78.0;77.46;78.0;77.46
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2009-03-30;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2009-03-30;2218.0;111.19;1649.0;82.66
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2009-03-30;41.0;44.96;41.0;44.96
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;1349.0;144.06;657.0;70.16
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2009-03-30;1029.0;62.99;996.0;60.97
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;38.0;128.87;38.0;128.87
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;812.0;150.28;351.0;64.96
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-30;167.0;36.36;167.0;36.36
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2009-03-30;416.0;250.26;416.0;250.26
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2009-03-30;1807.0;122.75;1313.0;89.19
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;354.0;157.26;203.0;90.18
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;483.0;139.03;483.0;139.03
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2009-03-30;24.0;42.26;18.0;31.69
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;290.0;60.81;290.0;60.81
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2009-03-30;157.0;55.12;157.0;55.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;379.0;100.29;379.0;100.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;671.0;136.64;671.0;136.64
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;22.0;50.81;22.0;50.81
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;1130.0;60.74;1130.0;60.74
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;1614.0;60.74;1614.0;60.74
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2009-03-30;560.0;129.25;372.0;85.86
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;60.0;84.06;60.0;84.06
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-30;12.0;18.26;12.0;18.26
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2009-03-30;27.0;66.37;27.0;66.37
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2009-03-30;36.0;25.46;36.0;25.46
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2009-03-30;554.0;69.57;554.0;69.57
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;61.0;102.69;61.0;102.69
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;121.0;192.92;53.0;84.5
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;34.0;46.33;34.0;46.33
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2009-03-30;255.0;124.01;155.0;75.38
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2009-03-30;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2009-03-30;152.0;164.39;126.0;136.27
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2009-03-30;2071.0;105.1;1674.0;84.96
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2009-03-30;114.0;54.37;114.0;54.37
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2009-03-30;20.0;33.28;20.0;33.28
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2009-03-30;94.0;68.89;94.0;68.89
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2009-03-30;235.0;313.25;32.0;42.65
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;153.0;53.52;153.0;53.52
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;200.0;190.77;89.0;84.89
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2009-03-30;189.0;28.18;189.0;28.18
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2009-03-30;267.0;163.05;243.0;148.4
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;47.0;51.7;47.0;51.7
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2009-03-30;178.0;30.85;178.0;30.85
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2009-03-30;255.0;31.53;255.0;31.53
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;36.0;88.32;36.0;88.32
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2009-03-30;18.0;27.14;18.0;27.14
SAO SALVADOR;253;Fio dagua;TOCANTINS;;SE;SUDESTE;2009-03-30;0.0;;0.0;
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2009-03-30;2778.0;106.68;2778.0;106.68
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2009-03-30;259.0;32.3;259.0;32.3
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2009-03-30;1100.0;72.48;1100.0;72.48
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;760.0;68.67;760.0;68.67
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2009-03-30;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;109.0;156.63;51.0;73.29
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2009-03-30;67.0;124.0;63.0;116.6
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2009-03-30;172.0;56.08;172.0;56.08
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2009-03-30;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2009-03-30;283.0;59.84;283.0;59.84
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2009-03-30;831.0;174.78;469.0;98.64
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2009-03-30;10782.0;82.72;8078.0;61.97
