nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-07-18;210.0;81.44;210.0;81.44
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-18;11.0;109.43;11.0;109.43
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-18;165.0;89.47;165.0;89.47
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-18;1218.0;142.72;1218.0;142.72
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2005-07-18;26.0;65.63;26.0;65.63
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-18;545.0;104.57;545.0;104.57
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2005-07-18;109.0;116.63;94.0;100.58
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-18;112.0;95.62;112.0;95.62
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2005-07-18;302.0;204.19;-38.0;-25.69
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-18;113.0;89.03;113.0;89.03
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2005-07-18;101.0;82.44;101.0;82.44
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;297.0;104.29;297.0;104.29
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-18;140.0;85.79;140.0;85.79
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-18;440.0;88.86;440.0;88.86
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-18;629.0;88.95;629.0;88.95
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-18;141.0;97.12;141.0;97.12
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;27.0;81.75;27.0;81.75
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-18;414.0;235.25;414.0;235.25
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-07-18;105.0;101.76;105.0;101.76
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-07-18;37.0;74.19;37.0;74.19
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;37.0;98.45;37.0;98.45
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-18;37.0;88.42;36.0;86.03
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-18;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-07-18;41.0;116.86;41.0;116.86
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-07-18;775.0;99.38;775.0;99.38
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-18;76.0;83.37;76.0;83.37
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-18;80.0;82.12;80.0;82.12
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-07-18;67.0;123.41;62.0;114.2
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2005-07-18;50.0;169.82;50.0;169.82
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-18;129.0;58.6;129.0;58.6
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2005-07-18;45.0;104.99;45.0;104.99
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2005-07-18;556.0;60.43;556.0;60.43
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2005-07-18;72.0;115.93;60.0;96.61
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-18;40.0;71.4;40.0;71.4
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2005-07-18;474.0;62.41;474.0;62.41
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2005-07-18;682.0;64.24;682.0;64.24
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;15.0;78.93;15.0;78.93
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2005-07-18;0.0;;0.0;
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-18;810.0;99.06;810.0;99.06
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2005-07-18;662.0;67.33;662.0;67.33
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2005-07-18;261.0;87.79;261.0;87.79
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-07-18;277.0;91.04;277.0;91.04
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-18;34.0;112.73;34.0;112.73
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2005-07-18;42.0;155.82;42.0;155.82
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-18;134.0;56.87;134.0;56.87
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-18;191.0;93.89;50.0;24.58
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-07-18;136.0;118.95;136.0;118.95
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2005-07-18;1821.0;80.23;1821.0;80.23
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-18;146.0;94.25;146.0;94.25
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-18;1256.0;88.87;1256.0;88.87
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;619.0;108.26;619.0;108.26
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;0.0;;0.0;
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-19;41.0;94.5;41.0;94.5
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2005-07-19;51.0;94.51;51.0;94.51
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-19;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2005-07-19;101.0;104.13;101.0;104.13
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2005-07-19;246.0;102.27;246.0;102.27
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;30.0;126.77;30.0;126.77
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;16.0;111.78;16.0;111.78
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-19;0.0;;0.0;
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-07-19;105.0;80.71;105.0;80.71
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;51.0;116.64;51.0;116.64
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;45.0;75.1;45.0;75.1
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;37.0;75.22;37.0;75.22
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-19;273.0;70.52;273.0;70.52
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-19;137.0;75.08;137.0;75.08
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;140.0;98.24;140.0;98.24
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2005-07-19;20.0;62.18;20.0;62.18
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2005-07-19;119.0;78.29;119.0;78.29
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;44.0;122.91;44.0;122.91
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;269.0;101.75;269.0;101.75
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;16.0;54.86;16.0;54.86
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;71.0;95.47;18.0;24.2
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;60.0;106.51;60.0;106.51
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;367.0;95.98;367.0;95.98
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2005-07-19;403.0;47.91;403.0;47.91
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2005-07-19;83.0;75.75;83.0;75.75
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2005-07-19;39.0;91.11;39.0;91.11
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;48.0;111.85;48.0;111.85
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2005-07-19;73.0;52.42;73.0;52.42
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2005-07-19;1261.0;105.09;1261.0;105.09
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2005-07-19;61.0;90.25;61.0;90.25
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;81.0;90.06;81.0;90.06
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;73.0;114.82;73.0;114.82
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2005-07-19;2171.0;179.68;2171.0;179.68
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2005-07-19;6986.0;88.74;6986.0;88.74
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;516.0;89.21;516.0;89.21
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2005-07-19;78.0;80.06;55.0;56.45
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2005-07-19;261.0;89.82;261.0;89.82
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-19;42.0;107.49;42.0;107.49
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-19;68.0;106.9;68.0;106.9
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;568.0;103.79;568.0;103.79
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;19.0;106.92;19.0;106.92
JACUI;112;Fio dagua;JACUI;;S;SUL;2005-07-19;209.0;92.07;209.0;92.07
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;207.0;89.37;183.0;79.01
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;8.0;81.14;8.0;81.14
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-19;57.0;82.35;57.0;82.35
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2005-07-19;804.0;109.36;804.0;109.36
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-19;48.0;92.32;32.0;61.55
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;286.0;89.69;286.0;89.69
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-07-19;215.0;83.37;215.0;83.37
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;12.0;119.38;12.0;119.38
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;165.0;89.47;165.0;89.47
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-19;1566.0;183.49;1566.0;183.49
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2005-07-19;25.0;63.11;25.0;63.11
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-19;546.0;104.76;546.0;104.76
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;106.0;113.42;82.0;87.74
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;129.0;110.13;129.0;110.13
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2005-07-19;264.0;178.5;100.0;67.61
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;112.0;88.25;112.0;88.25
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2005-07-19;103.0;84.08;103.0;84.08
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;303.0;106.4;303.0;106.4
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;167.0;102.34;167.0;102.34
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;438.0;88.46;438.0;88.46
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;625.0;88.38;625.0;88.38
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;135.0;92.99;135.0;92.99
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;29.0;87.81;29.0;87.81
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-19;298.0;169.33;298.0;169.33
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-07-19;94.0;91.1;94.0;91.1
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-07-19;36.0;72.19;36.0;72.19
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;38.0;101.11;38.0;101.11
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;38.0;90.81;37.0;88.42
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-19;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-07-19;41.0;116.86;41.0;116.86
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-07-19;769.0;98.62;769.0;98.62
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-19;78.0;85.56;78.0;85.56
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-19;68.0;69.8;68.0;69.8
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-07-19;65.0;119.72;60.0;110.51
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2005-07-19;50.0;169.82;50.0;169.82
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;135.0;61.33;135.0;61.33
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;48.0;111.99;48.0;111.99
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2005-07-19;602.0;65.43;602.0;65.43
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2005-07-19;72.0;115.93;57.0;91.78
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;42.0;74.97;42.0;74.97
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2005-07-19;496.0;65.31;496.0;65.31
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2005-07-19;696.0;65.56;696.0;65.56
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;16.0;84.19;16.0;84.19
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2005-07-19;0.0;;0.0;
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-19;824.0;100.77;824.0;100.77
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2005-07-19;642.0;65.3;642.0;65.3
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2005-07-19;231.0;77.7;231.0;77.7
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;277.0;91.04;277.0;91.04
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-19;35.0;116.05;35.0;116.05
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2005-07-19;37.0;137.27;37.0;137.27
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-19;150.0;63.66;150.0;63.66
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-19;183.0;89.95;55.0;27.04
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-07-19;117.0;102.34;117.0;102.34
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2005-07-19;1798.0;79.22;1798.0;79.22
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-19;141.0;91.03;141.0;91.03
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-19;1250.0;88.44;1250.0;88.44
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;626.0;109.49;626.0;109.49
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2005-07-20;0.0;;0.0;
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-20;43.0;99.11;43.0;99.11
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2005-07-20;53.0;98.22;53.0;98.22
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-20;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2005-07-20;101.0;104.13;101.0;104.13
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2005-07-20;257.0;106.85;257.0;106.85
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;32.0;135.23;32.0;135.23
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;17.0;118.77;17.0;118.77
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-20;0.0;;0.0;
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-07-20;107.0;82.25;107.0;82.25
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2005-07-20;54.0;123.5;54.0;123.5
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-20;46.0;76.77;46.0;76.77
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-20;38.0;77.25;38.0;77.25
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-20;280.0;72.33;280.0;72.33
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-20;141.0;77.27;141.0;77.27
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-20;141.0;98.95;141.0;98.95
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2005-07-20;20.0;62.18;20.0;62.18
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2005-07-20;113.0;74.35;113.0;74.35
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;48.0;134.09;48.0;134.09
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-20;278.0;105.15;278.0;105.15
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;26.0;89.15;26.0;89.15
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;73.0;98.16;28.0;37.65
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;64.0;113.61;64.0;113.61
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;415.0;108.53;415.0;108.53
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2005-07-20;382.0;45.41;382.0;45.41
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2005-07-20;79.0;72.1;79.0;72.1
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2005-07-20;39.0;91.11;39.0;91.11
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2005-07-20;47.0;109.52;47.0;109.52
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2005-07-20;88.0;63.2;88.0;63.2
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2005-07-20;1274.0;106.17;1274.0;106.17
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2005-07-20;64.0;94.69;64.0;94.69
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;82.0;91.18;82.0;91.18
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;74.0;116.39;74.0;116.39
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2005-07-20;1584.0;131.1;1584.0;131.1
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2005-07-20;6974.0;88.59;6974.0;88.59
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-07-20;515.0;89.04;515.0;89.04
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2005-07-20;76.0;78.01;55.0;56.45
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2005-07-20;252.0;86.72;252.0;86.72
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-20;42.0;107.49;42.0;107.49
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-20;68.0;106.9;68.0;106.9
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-20;590.0;107.81;590.0;107.81
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;21.0;118.18;21.0;118.18
JACUI;112;Fio dagua;JACUI;;S;SUL;2005-07-20;205.0;90.31;205.0;90.31
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;215.0;92.82;191.0;82.46
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;8.0;81.14;8.0;81.14
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-20;56.0;80.91;56.0;80.91
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2005-07-20;812.0;110.45;812.0;110.45
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-07-20;50.0;96.17;35.0;67.32
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;300.0;94.08;300.0;94.08
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-07-20;198.0;76.78;198.0;76.78
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;13.0;129.33;13.0;129.33
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;177.0;95.97;177.0;95.97
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-20;1131.0;132.52;1131.0;132.52
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2005-07-20;25.0;63.11;25.0;63.11
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-07-20;543.0;104.18;543.0;104.18
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2005-07-20;106.0;113.42;86.0;92.02
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-20;138.0;117.81;138.0;117.81
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2005-07-20;207.0;139.96;117.0;79.11
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-20;112.0;88.25;112.0;88.25
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2005-07-20;105.0;85.71;105.0;85.71
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;315.0;110.61;315.0;110.61
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-07-20;167.0;102.34;167.0;102.34
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-20;437.0;88.25;437.0;88.25
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-07-20;624.0;88.24;624.0;88.24
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-07-20;133.0;91.61;133.0;91.61
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;34.0;102.95;34.0;102.95
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-20;237.0;134.67;237.0;134.67
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-07-20;93.0;90.13;93.0;90.13
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-07-20;35.0;70.18;35.0;70.18
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-07-20;41.0;109.09;41.0;109.09
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-07-20;40.0;95.59;39.0;93.2
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-07-20;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-07-20;40.0;114.01;40.0;114.01
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-07-20;779.0;99.9;779.0;99.9
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-07-20;78.0;85.56;78.0;85.56
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-07-20;59.0;60.56;59.0;60.56
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-07-20;65.0;119.72;60.0;110.51
