nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-03;2343.0;153.28;1522.0;99.57
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-03;3346.0;153.27;3346.0;153.27
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-03;312.0;102.07;292.0;95.53
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-03;180.0;326.6;180.0;326.6
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-03;557.0;673.61;557.0;673.61
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-04-03;87.0;159.69;87.0;159.69
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-04-03;155.0;130.57;155.0;130.57
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-03;58.0;101.47;58.0;101.47
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-03;70.0;135.24;69.0;133.31
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-04-03;105.0;150.02;105.0;150.02
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-04-03;2188.0;144.52;2109.0;139.31
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-03;139.0;98.17;139.0;98.17
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-03;86.0;141.33;86.0;141.33
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-03;167.0;154.94;5.0;4.64
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2005-04-03;199.0;321.48;50.0;80.77
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-03;185.0;84.72;185.0;84.72
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2005-04-03;96.0;126.15;91.0;119.58
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2005-04-03;255.0;42.07;255.0;42.07
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2005-04-03;185.0;149.42;83.0;67.04
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-03;71.0;105.76;41.0;61.07
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2005-04-03;253.0;50.63;253.0;50.63
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2005-04-03;388.0;55.53;388.0;55.53
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-03;26.0;82.52;26.0;82.52
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2005-04-03;0.0;0.0;0.0;0.0
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-03;2681.0;134.57;1745.0;87.59
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2005-04-03;417.0;63.4;417.0;63.4
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2005-04-03;1611.0;149.56;1611.0;149.56
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-04-03;1386.0;157.61;1021.0;116.1
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-03;47.0;91.28;47.0;91.28
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2005-04-03;81.0;170.09;66.0;138.59
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-03;194.0;83.11;194.0;83.11
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-03;361.0;111.8;361.0;111.8
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-03;340.0;108.0;340.0;108.0
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2005-04-03;17531.0;134.73;4703.0;36.14
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-03;328.0;102.27;328.0;102.27
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-03;6687.0;153.29;4541.0;104.1
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;1275.0;109.51;1275.0;109.51
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-04;72.0;104.1;72.0;104.1
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2005-04-04;94.0;109.16;94.0;109.16
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2005-04-04;460.0;185.16;363.0;146.11
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2005-04-04;697.0;115.52;697.0;115.52
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;53.0;110.01;53.0;110.01
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;26.0;97.02;26.0;97.02
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-04-04;704.0;151.11;704.0;151.11
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2005-04-04;82.0;112.78;82.0;112.78
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;75.0;104.08;52.0;72.16
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;62.0;105.03;60.0;101.64
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-04;359.0;93.32;359.0;93.32
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-04;247.0;116.26;247.0;116.26
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;566.0;145.75;566.0;145.75
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2005-04-04;75.0;112.9;25.0;37.63
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2005-04-04;100.0;124.7;100.0;124.7
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;80.0;112.61;80.0;112.61
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;757.0;111.89;757.0;111.89
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;105.0;103.34;105.0;103.34
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;142.0;98.35;142.0;98.35
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;106.0;97.39;106.0;97.39
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;746.0;98.01;746.0;98.01
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2005-04-04;364.0;65.86;364.0;65.86
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2005-04-04;128.0;108.13;128.0;108.13
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2005-04-04;55.0;105.31;55.0;105.31
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2005-04-04;91.0;119.6;91.0;119.6
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2005-04-04;376.0;161.69;376.0;161.69
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2005-04-04;3240.0;124.02;3033.0;116.1
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2005-04-04;118.0;111.55;118.0;111.55
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;179.0;97.22;179.0;97.22
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;155.0;111.34;155.0;111.34
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2005-04-04;3205.0;494.0;3205.0;494.0
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2005-04-04;16540.0;134.1;15161.0;122.92
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;2688.0;151.83;1950.0;110.14
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2005-04-04;171.0;71.52;171.0;71.52
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2005-04-04;178.0;117.06;178.0;117.06
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-04;72.0;105.61;67.0;98.28
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-04;117.0;105.42;117.0;105.42
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;1604.0;116.14;1561.0;113.03
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;32.0;96.18;32.0;96.18
JACUI;112;Fio dagua;JACUI;;S;SUL;2005-04-04;128.0;106.75;128.0;106.75
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;460.0;97.77;460.0;97.77
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;17.0;102.31;17.0;102.31
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-04;79.0;90.14;79.0;90.14
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2005-04-04;1846.0;123.39;1846.0;123.39
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-04;83.0;129.11;34.0;52.89
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;634.0;98.18;634.0;98.18
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-04-04;2406.0;196.89;1284.0;105.08
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;23.0;115.14;23.0;115.14
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;369.0;99.41;369.0;99.41
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-04;2393.0;521.17;2393.0;521.17
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2005-04-04;109.0;98.63;109.0;98.63
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-04;1125.0;105.86;858.0;80.74
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2005-04-04;241.0;138.43;90.0;51.69
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;215.0;81.65;215.0;81.65
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2005-04-04;138.0;216.33;44.0;68.97
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;584.0;149.06;407.0;103.88
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2005-04-04;182.0;94.89;182.0;94.89
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;379.0;101.46;379.0;101.46
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;285.0;77.28;285.0;77.28
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;2280.0;149.16;1621.0;106.05
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;3257.0;149.2;3257.0;149.2
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;295.0;96.51;286.0;93.57
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;218.0;395.55;218.0;395.55
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-04;269.0;325.32;269.0;325.32
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-04-04;56.0;102.79;56.0;102.79
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-04-04;192.0;161.74;192.0;161.74
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;58.0;101.47;58.0;101.47
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;67.0;129.45;66.0;127.51
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-04-04;95.0;135.73;95.0;135.73
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-04-04;2035.0;134.42;2006.0;132.5
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-04;141.0;99.59;141.0;99.59
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-04;128.0;210.36;128.0;210.36
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-04;157.0;145.66;-5.0;-4.64
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2005-04-04;157.0;253.63;56.0;90.47
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;195.0;89.3;195.0;89.3
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2005-04-04;91.0;119.58;73.0;95.93
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2005-04-04;298.0;49.17;298.0;49.17
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2005-04-04;168.0;135.69;81.0;65.42
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;71.0;105.76;42.0;62.56
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2005-04-04;286.0;57.24;286.0;57.24
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2005-04-04;422.0;60.39;422.0;60.39
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;95.0;301.51;95.0;301.51
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;0.0;0.0;0.0;0.0
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-04;2567.0;128.85;1631.0;81.87
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2005-04-04;417.0;63.4;417.0;63.4
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2005-04-04;1380.0;128.11;1380.0;128.11
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;1359.0;154.54;1280.0;145.55
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-04;45.0;87.39;45.0;87.39
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2005-04-04;78.0;163.79;71.0;149.09
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-04;209.0;89.54;209.0;89.54
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-04;316.0;97.86;316.0;97.86
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-04;329.0;104.51;329.0;104.51
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2005-04-04;17520.0;134.65;5021.0;38.59
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-04;311.0;96.97;311.0;96.97
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-04;6509.0;149.21;4527.0;103.78
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;1148.0;98.6;1148.0;98.6
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-05;72.0;104.1;68.0;98.32
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2005-04-05;94.0;109.16;65.0;75.48
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2005-04-05;442.0;177.91;317.0;127.6
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2005-04-05;691.0;114.53;691.0;114.53
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;53.0;110.01;53.0;110.01
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;27.0;100.75;27.0;100.75
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-04-05;608.0;130.51;608.0;130.51
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2005-04-05;81.0;111.41;81.0;111.41
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;75.0;104.08;28.0;38.86
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;62.0;105.03;50.0;84.7
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-05;395.0;102.68;395.0;102.68
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-05;250.0;117.68;250.0;117.68
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;533.0;137.25;533.0;137.25
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2005-04-05;72.0;108.39;28.0;42.15
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2005-04-05;69.0;86.04;69.0;86.04
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;80.0;112.61;80.0;112.61
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;735.0;108.64;735.0;108.64
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;112.0;110.23;112.0;110.23
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;154.0;106.66;154.0;106.66
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;100.0;91.87;100.0;91.87
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;736.0;96.7;736.0;96.7
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2005-04-05;372.0;67.31;372.0;67.31
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2005-04-05;203.0;171.48;203.0;171.48
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2005-04-05;54.0;103.39;54.0;103.39
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2005-04-05;89.0;116.97;89.0;116.97
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2005-04-05;264.0;113.53;264.0;113.53
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2005-04-05;3046.0;116.6;2969.0;113.65
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2005-04-05;121.0;114.39;121.0;114.39
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;176.0;95.59;176.0;95.59
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;171.0;122.83;171.0;122.83
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2005-04-05;2673.0;412.0;2673.0;412.0
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2005-04-05;16116.0;130.67;15876.0;128.72
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-04-05;2576.0;145.5;1992.0;112.51
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2005-04-05;165.0;69.01;165.0;69.01
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2005-04-05;126.0;82.86;126.0;82.86
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-05;69.0;101.21;60.0;88.01
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-05;112.0;100.91;112.0;100.91
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;1582.0;114.55;1582.0;114.55
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;33.0;99.18;33.0;99.18
JACUI;112;Fio dagua;JACUI;;S;SUL;2005-04-05;92.0;76.73;92.0;76.73
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;453.0;96.28;453.0;96.28
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;21.0;126.38;21.0;126.38
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2005-04-05;79.0;90.14;79.0;90.14
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2005-04-05;1754.0;117.24;1754.0;117.24
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2005-04-05;83.0;129.11;34.0;52.89
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;622.0;96.33;622.0;96.33
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2005-04-05;2173.0;177.83;1148.0;93.95
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;22.0;110.14;22.0;110.14
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;357.0;96.18;357.0;96.18
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-05;2119.0;461.5;2119.0;461.5
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2005-04-05;97.0;87.78;97.0;87.78
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2005-04-05;1058.0;99.56;1058.0;99.56
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2005-04-05;232.0;133.26;101.0;58.01
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;216.0;82.03;216.0;82.03
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2005-04-05;113.0;177.14;76.0;119.14
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-05;560.0;142.93;451.0;115.11
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2005-04-05;196.0;102.19;196.0;102.19
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;379.0;101.46;379.0;101.46
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;292.0;79.18;292.0;79.18
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-05;2186.0;143.01;1788.0;116.97
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2005-04-05;3121.0;142.97;3121.0;142.97
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;285.0;93.24;285.0;93.24
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;228.0;413.69;228.0;413.69
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-05;159.0;192.29;159.0;192.29
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2005-04-05;41.0;75.26;41.0;75.26
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2005-04-05;198.0;166.8;198.0;166.8
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;59.0;103.22;59.0;103.22
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;66.0;127.51;65.0;125.58
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2005-04-05;85.0;121.44;85.0;121.44
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2005-04-05;1915.0;126.49;1915.0;126.49
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-05;151.0;106.65;151.0;106.65
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2005-04-05;104.0;170.92;104.0;170.92
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-05;152.0;141.03;-10.0;-9.28
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2005-04-05;140.0;226.17;62.0;100.16
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;207.0;94.8;207.0;94.8
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2005-04-05;89.0;116.96;79.0;103.82
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2005-04-05;318.0;52.47;318.0;52.47
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2005-04-05;150.0;121.15;64.0;51.69
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;71.0;105.76;53.0;78.95
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2005-04-05;297.0;59.44;297.0;59.44
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2005-04-05;423.0;60.54;423.0;60.54
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;114.0;361.81;114.0;361.81
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;0.0;0.0;0.0;0.0
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2005-04-05;2486.0;124.78;1550.0;77.8
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2005-04-05;418.0;63.56;418.0;63.56
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2005-04-05;1189.0;110.38;1189.0;110.38
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2005-04-05;1340.0;152.38;1260.0;143.28
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2005-04-05;46.0;89.34;46.0;89.34
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2005-04-05;70.0;146.99;68.0;142.79
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2005-04-05;224.0;95.97;224.0;95.97
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2005-04-05;312.0;96.62;312.0;96.62
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2005-04-05;311.0;98.79;311.0;98.79
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2005-04-05;16894.0;129.84;4936.0;37.94
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2005-04-05;304.0;94.79;304.0;94.79
