nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2007-04-16;73.0;69.01;73.0;69.01
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;148.0;80.38;148.0;80.38
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;90.0;64.65;90.0;64.65
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2007-04-16;111.0;57.55;111.0;57.55
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2007-04-16;1476.0;227.5;1476.0;227.5
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2007-04-16;11899.0;96.48;11899.0;96.48
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;1059.0;59.81;1059.0;59.81
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2007-04-16;208.0;87.0;208.0;87.0
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2007-04-16;141.0;92.73;141.0;92.73
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-16;57.0;83.61;55.0;80.68
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-16;93.0;83.79;93.0;83.79
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-16;1134.0;82.11;1134.0;82.11
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;24.0;72.13;24.0;72.13
JACUI;112;Fio dagua;JACUI;;S;SUL;2007-04-16;94.0;78.39;94.0;78.39
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;373.0;79.28;252.0;53.56
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;6.0;36.11;6.0;36.11
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-16;85.0;96.99;74.0;84.43
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2007-04-16;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2007-04-16;1367.0;91.37;1367.0;91.37
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-16;54.0;84.0;54.0;84.0
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;510.0;78.98;510.0;78.98
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-04-16;574.0;46.97;564.0;46.15
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;16.0;80.1;16.0;80.1
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-16;291.0;78.4;291.0;78.4
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-16;396.0;86.24;396.0;86.24
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2007-04-16;67.0;60.63;67.0;60.63
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-16;971.0;91.37;971.0;91.37
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2007-04-16;108.0;62.03;108.0;62.03
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-16;217.0;82.41;217.0;82.41
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2007-04-16;57.0;89.35;50.0;78.38
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;230.0;58.7;230.0;58.7
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2007-04-16;139.0;72.47;139.0;72.47
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;326.0;87.27;326.0;87.27
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-16;284.0;77.01;284.0;77.01
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-16;22.0;70.45;19.0;60.84
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;898.0;58.75;898.0;58.75
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;1283.0;58.77;1283.0;58.77
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;258.0;84.41;258.0;84.41
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;22.0;39.92;22.0;39.92
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-16;273.0;330.16;273.0;330.16
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2007-04-16;42.0;77.09;42.0;77.09
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2007-04-16;58.0;48.86;48.0;40.44
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-04-16;283.0;49.95;283.0;49.95
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;44.0;76.98;44.0;76.98
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;52.0;112.14;51.0;109.98
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-16;42.0;81.15;42.0;81.15
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-16;164.0;86.45;164.0;86.45
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-16;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2007-04-16;44.0;62.86;44.0;62.86
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2007-04-16;1435.0;94.79;1435.0;94.79
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-16;101.0;71.34;101.0;71.34
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-16;73.0;119.97;73.0;119.97
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-04-16;95.0;88.14;95.0;88.14
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2007-04-16;96.0;155.09;33.0;53.31
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-16;171.0;78.31;171.0;78.31
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2007-04-16;54.0;70.96;42.0;55.19
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2007-04-16;763.0;125.89;763.0;125.89
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2007-04-16;82.0;66.23;73.0;58.96
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-16;50.0;74.48;50.0;74.48
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2007-04-16;595.0;119.08;595.0;119.08
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2007-04-16;861.0;123.22;861.0;123.22
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;14.0;44.43;14.0;44.43
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2007-04-16;95.0;146.12;88.0;135.35
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-16;1851.0;92.91;912.0;45.78
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2007-04-16;823.0;125.14;823.0;125.14
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-04-16;611.0;56.72;611.0;56.72
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;550.0;62.54;550.0;62.54
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;38.0;73.8;38.0;73.8
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2007-04-16;67.0;140.69;67.0;140.69
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-16;187.0;80.11;187.0;80.11
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-16;251.0;77.73;251.0;77.73
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-04-16;255.0;81.0;206.0;65.44
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2007-04-16;11766.0;90.43;5232.0;40.21
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-04-16;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-16;263.0;82.0;263.0;82.0
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-16;2564.0;58.78;2564.0;58.78
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;1062.0;91.22;1062.0;91.22
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;132.0;64.33;125.0;60.92
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-17;43.0;62.17;43.0;62.17
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2007-04-17;56.0;65.03;56.0;65.03
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-17;152.0;58.47;152.0;58.47
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-17;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-17;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2007-04-17;207.0;83.32;207.0;83.32
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-04-17;502.0;83.2;502.0;83.2
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;179.0;81.2;179.0;81.2
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-04-17;150.0;81.49;113.0;61.39
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;39.0;80.95;39.0;80.95
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;20.0;74.63;20.0;74.63
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-17;254.0;73.74;254.0;73.74
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-04-17;268.0;57.53;268.0;57.53
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;57.0;78.4;57.0;78.4
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;54.0;74.94;54.0;74.94
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;44.0;74.54;44.0;74.54
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-17;320.0;83.18;320.0;83.18
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-17;159.0;74.84;159.0;74.84
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;303.0;78.03;303.0;78.03
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;83.0;70.95;83.0;70.95
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2007-04-17;51.0;76.78;35.0;52.69
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2007-04-17;63.0;78.56;63.0;78.56
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2007-04-17;521.0;82.62;521.0;82.62
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;63.0;88.68;63.0;88.68
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2007-04-17;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;605.0;89.43;605.0;89.43
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;2007-04-17;0.0;;0.0;
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;27.0;92.59;27.0;92.59
FONTES;132;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;43.0;42.32;43.0;42.32
FUNDÃO;72;Fio dagua;IGUACU;;S;SUL;2007-04-17;94.0;134.99;94.0;134.99
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;75.0;51.94;75.0;51.94
FUNIL-MG;4;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;77.0;70.74;77.0;70.74
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;563.0;73.97;563.0;73.97
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;2007-04-17;432.0;78.17;432.0;78.17
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;2007-04-17;58.0;48.99;58.0;48.99
GUAPORE;196;Fio dagua;AMAZONAS;;SE;SUDESTE;2007-04-17;51.0;97.65;51.0;97.65
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-17;0.0;;0.0;
GUILM. AMORIM;192;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;52.0;68.34;52.0;68.34
HENRY BORDEN;119;Fio dagua;TIETE;;SE;SUDESTE;2007-04-17;94.0;40.42;94.0;40.42
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;2007-04-17;2346.0;89.8;2346.0;89.8
IBITINGA;39;Fio dagua;TIETE;;SE;SUDESTE;2007-04-17;73.0;69.01;73.0;69.01
IGARAPAVA;10;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;145.0;78.75;145.0;78.75
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;87.0;62.49;87.0;62.49
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;2007-04-17;100.0;51.85;100.0;51.85
ITÁ;92;Fio dagua;URUGUAI;;S;SUL;2007-04-17;935.0;144.11;935.0;144.11
ITAIPU;66;Fio dagua;PARANA;;SE;SUDESTE;2007-04-17;11814.0;95.79;11814.0;95.79
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;1040.0;58.74;1040.0;58.74
ITAPEBI;154;Fio dagua;JEQUITINHONHA;;NE;NORDESTE;2007-04-17;211.0;88.25;211.0;88.25
ITAUBA;113;Fio dagua;JACUI;;S;SUL;2007-04-17;112.0;73.66;112.0;73.66
ITIQUIRA I;304;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-17;54.0;79.21;54.0;79.21
ITIQUIRA II;305;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-17;88.0;79.29;88.0;79.29
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;1137.0;82.33;1137.0;82.33
ITUTINGA;2;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;24.0;72.13;24.0;72.13
JACUI;112;Fio dagua;JACUI;;S;SUL;2007-04-17;76.0;63.38;76.0;63.38
JAGUARA;9;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;367.0;78.0;325.0;69.07
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;5.0;30.09;5.0;30.09
JAURU;195;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-17;85.0;96.99;75.0;85.58
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;2007-04-17;0.0;;0.0;
JUPIA;45;Fio dagua;PARANA;;SE;SUDESTE;2007-04-17;1327.0;88.7;1327.0;88.7
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-17;49.0;76.22;49.0;76.22
L. C. BARRETO;8;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;504.0;78.05;504.0;78.05
LAJEADO;261;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-04-17;561.0;45.91;561.0;45.91
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;0.0;;0.0;
LIMOEIRO;16;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;18.0;90.11;18.0;90.11
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;289.0;77.86;289.0;77.86
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-17;383.0;83.41;383.0;83.41
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;2007-04-17;66.0;59.72;66.0;59.72
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-17;931.0;87.61;931.0;87.61
MASCARENHAS;144;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;114.0;65.48;114.0;65.48
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;213.0;80.89;213.0;80.89
MONTE CLARO;98;Fio dagua;JACUI;;S;SUL;2007-04-17;58.0;90.92;51.0;79.95
MOXOTO;173;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;226.0;57.68;226.0;57.68
N. AVANHANDAVA;42;Fio dagua;TIETE;;SE;SUDESTE;2007-04-17;135.0;70.38;135.0;70.38
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;312.0;83.52;312.0;83.52
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;291.0;78.91;291.0;78.91
OURINHOS;249;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;23.0;73.65;21.0;67.24
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;882.0;57.7;882.0;57.7
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;1260.0;57.72;1260.0;57.72
P. COLOMBIA;12;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;249.0;81.46;249.0;81.46
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;21.0;38.1;21.0;38.1
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-17;229.0;276.94;229.0;276.94
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;2007-04-17;34.0;62.41;34.0;62.41
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;2007-04-17;77.0;64.87;68.0;57.28
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-04-17;287.0;50.65;287.0;50.65
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;43.0;75.23;43.0;75.23
PICADA;126;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;34.0;73.32;33.0;71.16
PIRAJU;48;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;40.0;77.28;40.0;77.28
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;;SE;SUDESTE;2007-04-17;160.0;84.34;160.0;84.34
PONTE NOVA;105;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-17;0.0;;0.0;
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;2007-04-17;47.0;67.15;47.0;67.15
PORTO PRIMAVERA;46;Fio dagua;PARANA;;SE;SUDESTE;2007-04-17;1418.0;93.66;1418.0;93.66
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-17;98.0;69.22;98.0;69.22
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-17;18.0;29.58;18.0;29.58
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-04-17;96.0;89.07;96.0;89.07
ROSAL;217;Fio dagua;ITABAPOANA;;SE;SUDESTE;2007-04-17;151.0;243.94;58.0;93.7
ROSANA;63;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;175.0;80.14;175.0;80.14
SA CARVALHO;193;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;52.0;68.33;42.0;55.19
SALTO CAXIAS;82;Fio dagua;IGUACU;;S;SUL;2007-04-17;816.0;134.64;816.0;134.64
SALTO GRANDE CM;134;Fio dagua;DOCE;;SE;SUDESTE;2007-04-17;85.0;68.65;77.0;62.19
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;50.0;74.48;50.0;74.48
SALTO OSORIO;78;Fio dagua;IGUACU;;S;SUL;2007-04-17;624.0;124.88;624.0;124.88
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;2007-04-17;850.0;121.65;850.0;121.65
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;13.0;41.26;13.0;41.26
SANTA CECILIA;125;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;0.0;0.0;0.0;0.0
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;2007-04-17;85.0;130.74;78.0;119.97
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-17;1791.0;89.9;1208.0;60.63
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;2007-04-17;717.0;109.02;717.0;109.02
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;2007-04-17;644.0;59.78;644.0;59.78
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;545.0;61.97;545.0;61.97
SOBRADINHO INCR;168;Posto incremental;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;0.0;;0.0;
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;33.0;64.09;33.0;64.09
STA.CLARA-MG;283;Fio dagua;MUCURI;;SE;SUDESTE;2007-04-17;62.0;130.19;62.0;130.19
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-17;192.0;82.26;192.0;82.26
TOCOS;180;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;0.0;;0.0;
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-17;239.0;74.02;239.0;74.02
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;2007-04-17;255.0;81.0;206.0;65.44
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;2007-04-17;11992.0;92.16;5677.0;43.63
VIGARIO;182;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;;SE;SUDESTE;2007-04-17;0.0;;0.0;
VOLTA GRANDE;11;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-17;255.0;79.51;255.0;79.51
XINGO;178;Fio dagua;SAO FRANCISCO;;NE;NORDESTE;2007-04-17;2518.0;57.72;2518.0;57.72
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-18;1029.0;88.38;1029.0;88.38
AIMORES;143;Fio dagua;DOCE;;SE;SUDESTE;2007-04-18;135.0;65.79;135.0;65.79
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;2007-04-18;44.0;63.62;44.0;63.62
BARIRI;38;Fio dagua;TIETE;;SE;SUDESTE;2007-04-18;56.0;65.03;56.0;65.03
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-18;125.0;48.09;125.0;48.09
BILL E PEDRAS;888;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-18;0.0;;0.0;
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;2007-04-18;0.0;;0.0;
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;2007-04-18;211.0;84.93;211.0;84.93
C. DOURADA;32;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-04-18;502.0;83.2;502.0;83.2
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-18;183.0;83.01;183.0;83.01
C.BRANCO-2;28;Fio dagua;PARANAIBA;;SE;SUDESTE;2007-04-18;150.0;81.49;77.0;41.83
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-18;39.0;80.95;39.0;80.95
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;2007-04-18;20.0;74.63;20.0;74.63
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;2007-04-18;238.0;69.09;238.0;69.09
CANA BRAVA;252;Fio dagua;TOCANTINS;;SE;SUDESTE;2007-04-18;274.0;58.81;274.0;58.81
CANDONGA;139;Fio dagua;DOCE;;SE;SUDESTE;2007-04-18;67.0;92.15;67.0;92.15
CANOAS I;52;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-18;51.0;70.77;47.0;65.22
CANOAS II;51;Fio dagua;PARANAPANEMA;;SE;SUDESTE;2007-04-18;42.0;71.15;38.0;64.37
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-18;314.0;81.62;314.0;81.62
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;2007-04-18;140.0;65.9;140.0;65.9
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-18;311.0;80.09;311.0;80.09
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-18;108.0;92.32;108.0;92.32
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;2007-04-18;50.0;75.27;33.0;49.68
D. FRANCISCA;114;Fio dagua;JACUI;;S;SUL;2007-04-18;50.0;62.35;50.0;62.35
DARDANELOS;310;Fio dagua;AMAZONAS;;SE;SUDESTE;2007-04-18;512.0;81.19;512.0;81.19
E. DA CUNHA;15;Fio dagua;GRANDE;;SE;SUDESTE;2007-04-18;59.0;83.05;59.0;83.05
EDGARD SOUZA;107;Reservatório Com Usina de Bombeamento;TIETE;;SE;SUDESTE;2007-04-18;0.0;;0.0;
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;2007-04-18;627.0;92.68;627.0;92.68
