,Date,Price,change,cmo,ear,ena
361,2015-04-17,28700.43,-0.5,876.4799682,40164.95369,22025.17982
362,2015-04-10,28551.62,0.26,841.2102482,39455.03639,25374.41953
363,2015-03-27,26927.19,-0.3,1143.3046694,35280.10456,30879.37398
364,2015-03-20,27658.17,3.65,1025.2509408,32094.54278,30353.60277
365,2015-03-13,25765.34,-0.8,1086.6752686,29642.59925,27870.71473
366,2015-03-06,25788.51,-0.0,1162.4135791,28025.14499,22286.43951
367,2015-02-27,26521.88,-1.2,1473.9857999,27126.96914,25214.723520000003
368,2015-02-20,25673.35,-1.6,1212.3001205,25578.95506,26860.1333
369,2015-02-13,25391.92,1.62,2006.4485489,23978.03216,23828.32394
370,2015-02-06,24480.53,-1.2,1658.8487348,22883.2623,17556.37785
371,2015-01-30,24635.26,-3.0,1439.5648943,23226.60236,14253.20325
372,2015-01-23,24867.91,-1.1,1263.2429205,23951.09824,11964.97311
373,2015-01-16,26538.66,1.97,917.5516486,25500.2682,14474.73947
374,2015-01-09,25774.12,-5.0,494.390112,26583.16432,18910.34511
375,2015-01-02,26473.35,-2.5,529.3494128,26483.16815,24296.640590000003
376,2014-12-26,27015.48,0.87,656.6968658000001,25231.97475,28363.82426
377,2014-12-19,26281.62,1.28,645.2770942,23071.08579,22784.85061
378,2014-12-12,26655.94,-0.7,659.7468048000001,21834.53106,19501.53291
379,2014-12-05,27589.25,0.24,549.8190034,22156.58628,19914.56727
380,2014-11-28,28314.98,0.32,1048.1190372,21249.69224,16228.25727
381,2014-11-21,28019.1,4.26,1125.8874818000002,22164.47568,11164.70898
382,2014-11-14,26020.09,-0.9,1092.0481586,23241.13495,12464.62315
383,2014-11-07,26474.05,1.02,1009.7998036,24396.22049,11195.03583
384,2014-10-31,26451.47,1.16,890.1021976,26267.13591,8213.66047
385,2014-10-24,25779.43,2.55,852.682946,28259.41078,7944.253390000001
386,2014-10-17,27538.31,2.22,802.3639524,30306.54492,8190.68602
387,2014-10-10,27474.62,-2.1,646.5997832,32455.07442,10267.20016
388,2014-10-03,27144.35,1.17,664.1067176,33839.8178,18692.3261
389,2014-09-26,28025.53,0.6,731.5753682,34324.85111,12403.04266
390,2014-09-19,28419.12,-0.9,759.9548006,35973.57986,8519.17723
391,2014-09-12,29005.53,-1.6,693.9561206000001,38054.32088,9351.83922
392,2014-09-05,31085.51,-0.3,719.983827,39511.86905,10528.46543
393,2014-08-29,31171.18,1.05,700.6059875999999,41020.94144,8504.93267
394,2014-08-22,30452.5,-0.8,703.0559386,42694.32097,9268.04525
395,2014-08-15,29698.94,2.04,669.7266052,44131.2658,9999.66967
396,2014-08-08,28992.08,0.36,824.4935098,45407.48257,10916.93083
397,2014-08-01,28543.39,0.61,584.0683184000001,46387.55589,13258.73003
398,2014-07-25,29717.94,-0.9,710.1457968,46693.82634,13610.09596
399,2014-07-18,29487.21,1.58,670.3789336,47525.12269,11654.21693
400,2014-07-11,28977.21,0.53,512.1587562000001,48293.377700000005,12187.564600000002
401,2014-07-04,28293.07,1.69,280.410478,49096.46959,13547.98396
402,2014-06-27,28191.38,-0.5,362.5545568,49550.61938,12351.60575
403,2014-06-20,28326.32,-1.8,302.3448289,49838.09892,16879.70221
404,2014-06-13,28029.71,-0.6,333.721126,50132.48481,20746.933780000003
405,2014-06-06,26962.51,1.66,578.8406215,49492.85857,18070.3035
406,2014-05-30,26328.72,-1.1,832.2033556000001,49443.06874,18060.81575
407,2014-05-23,26818.22,0.38,947.8697793,49352.99467,15396.65336
408,2014-05-16,27010.67,0.3,833.5180893000002,48637.06455,13253.76526
409,2014-05-09,26745.94,-1.5,745.0464546,49379.17094,14822.79129
410,2014-05-02,26292.22,1.73,817.1181961,49736.547920000005,20365.86057
411,2014-04-25,25471.71,-1.6,917.4970198,49306.75578,22252.397650000003
412,2014-04-11,24691.97,0.87,1191.1664457,47859.53369,21258.17625
413,2014-04-04,25062.1,-0.2,937.6043681,47711.60635,23104.93197
414,2014-03-28,24617.24,0.5,1239.3474528,47292.71265,22217.74766
415,2014-03-21,23511.55,0.84,1205.1195479,46182.42853,23260.24737
416,2014-03-14,22311.92,-2.1,1000.0350218,46545.53674,24186.91273
417,2014-03-07,22167.93,-3.2,1170.2354648,45569.532490000005,22763.31912
418,2014-02-28,23057.55,-0.0,1427.6504366,45263.65936,19921.6648
419,2014-02-21,22785.1,0.13,1511.7402671,45899.87464,17133.73386
420,2014-02-14,23744.74,-0.8,1423.4922594000002,46548.35882,11286.27602
421,2014-02-07,24467.61,-0.0,1010.4348101,49533.67975,12657.37256
422,2014-01-31,25207.56,1.04,480.99038,51928.3729,16894.83942
423,2014-01-24,25013.49,-0.9,407.5318492,53152.76817,19694.47619
424,2014-01-17,25778.03,-0.5,386.8122636,53569.00849,21569.218210000003
425,2014-01-10,25597.8,0.55,276.69102380000004,53919.26658,21325.09981
426,2014-01-03,26348.26,2.86,247.0050598,54477.57586,26910.74393
427,2013-12-27,26301.71,-0.3,290.7641846,54031.40627000001,28226.12212
428,2013-12-20,26650.53,-0.5,303.9339212,52878.14156,27114.30395
429,2013-12-13,26141.73,-0.2,271.1345772,52592.99582,26297.11549
430,2013-12-06,26407.9,0.87,303.4039318,52674.085600000006,24669.50268
431,2013-11-29,27027.65,1.43,356.95286079999994,52457.30832,21318.91697
432,2013-11-22,26846.16,0.22,333.093338,52698.196,15223.3178
433,2013-11-08,26205.37,-0.6,315.3236934,55745.92579,14866.53436
434,2013-11-01,27540.65,-1.0,307.0238594,56978.54746,13482.20635
435,2013-10-25,27422.28,-0.7,245.5434783,58582.45515,17135.56291
436,2013-10-18,27809.69,0.83,240.8472592,59769.80977,15309.15938
437,2013-10-11,27245.48,0.26,213.8587782,61020.87167,18504.17627
438,2013-10-04,26897.5,-0.3,244.865442,61465.870760000005,17491.09242
439,2013-09-27,27186.76,0.61,257.32735620000005,62558.14931,15581.46937
440,2013-09-20,26809.51,-1.1,271.99456,63743.21094,12352.95102
441,2013-09-13,26904.28,0.39,264.8928712,65898.27088,10915.27114
442,2013-09-06,26918.68,1.26,255.9138346,68091.32223,11910.98542
443,2013-08-30,25316.0,0.19,149.5426354,70147.05813,12697.153660000002
444,2013-08-23,25707.79,0.4,164.5312626,71975.62873,12565.86708
445,2013-08-16,25821.93,0.11,131.9916204,73716.13577000001,13767.50755
446,2013-08-09,26013.16,0.23,159.09681799999998,75087.01974,15177.49324
447,2013-08-02,25667.97,-1.3,148.047039,76346.21132,16480.0956
448,2013-07-26,26325.31,0.05,123.1175376,77227.81252,17359.90555
449,2013-07-19,25544.93,-0.4,114.2512212,78434.96949,16276.647110000002
450,2013-07-12,25341.6,-1.6,96.5115262,79550.34712,19139.81011
451,2013-07-05,24929.11,-0.0,87.8119958,80066.27537,22764.59068
452,2013-06-28,25407.33,0.55,160.80486919999998,79997.22819000001,23694.87261
453,2013-06-21,24760.74,-4.0,187.8562428,79492.62417,23269.85111
454,2013-06-14,26520.53,-1.6,175.51648960000003,79662.99224,20960.96357
455,2013-06-07,27623.51,-1.8,320.93358120000005,79586.25617000001,28299.596950000003
456,2013-05-31,28523.67,-1.8,352.0629586,78117.42695,23288.32976
457,2013-05-24,29712.79,0.16,351.442971,77265.70465,18140.89199
458,2013-05-17,28502.41,0.03,352.1329572,77494.59397,19951.35074
459,2013-05-10,28073.7,-0.0,337.1132576,78034.2293,19229.39447
460,2013-05-03,28147.95,0.38,273.9430317,78201.9272,21716.24459
461,2013-04-26,27472.17,-1.2,127.4576657,77627.26227,26671.00542
462,2013-04-19,27832.68,0.82,149.9070027,76205.62654,36151.7492
463,2013-04-12,27820.67,-0.6,187.4754001,73226.48797,38862.1918
464,2013-04-05,27899.46,1.8,296.4740704,69644.7362,35398.674960000004
465,2013-03-22,26610.1,-0.3,336.0032798,62966.885570000006,36568.15088
466,2013-03-15,28089.2,-0.0,336.0939872,60105.42192,35699.21544
467,2013-03-08,28341.02,-0.5,368.20057900000006,58390.78134,28492.71426
468,2013-03-01,27180.12,-1.1,309.1538168,57149.98054,28429.641990000004
469,2013-02-22,26928.64,0.55,213.8559354,55884.93201,32728.67937
470,2013-02-15,27453.64,-0.2,154.047557,54152.95649,41269.18019
471,2013-02-08,27291.54,-1.0,172.946541,51017.08349,41389.02638
472,2013-02-01,28049.06,0.9,300.9634831,47303.80082,39556.28121
473,2013-01-18,28428.89,0.48,336.28327420000005,41018.44919,37514.69546
474,2013-01-11,27750.14,0.16,554.1721076,36802.62342,25499.00459
475,2013-01-04,28364.26,-2.3,341.0031798,36438.64016,19810.41932
476,2012-12-28,28792.84,1.3,336.115049,36578.92341,17736.23373
477,2012-12-21,28223.43,1.13,181.8264343,37173.85667,20502.3511
478,2012-12-14,27920.87,-0.1,265.88468220000004,37155.36746,17869.43029
479,2012-12-07,27458.01,0.55,200.2559948,38727.63734,16025.33289
480,2012-11-30,27412.32,1.32,312.8637426,40199.76654,16463.2861
481,2012-11-23,26812.25,1.45,317.9236414,41570.21668,14978.22522
482,2012-11-16,27264.57,-0.1,453.840923,42985.6593,16650.03886
483,2012-11-09,27951.07,-1.0,431.7213654,43565.32965,11729.95286
484,2012-10-26,28735.22,-0.1,297.2551917,47975.5293,9889.44292
485,2012-10-19,29071.03,-0.0,322.5102874,50897.13811,7441.03195
486,2012-10-05,29066.16,0.43,179.5723661,56918.11447,9953.23432
487,2012-09-28,30091.23,-0.7,188.6577871,60149.86481,10634.7632
488,2012-09-21,30414.4,0.53,190.64618700000003,62520.43836,9175.50257
489,2012-09-14,29937.97,0.69,182.2263554,65707.1042,8186.279320000001
490,2012-08-31,32805.89,-4.2,138.8072238,71881.48762,9154.60488
491,2012-08-24,35247.71,0.22,129.9108062,74936.10549,9882.48479
492,2012-08-17,35600.17,-0.9,117.47765040000002,77943.88029,10981.90256
493,2012-08-10,35536.09,0.75,107.6078478,80713.90796,12366.9136
494,2012-08-03,34646.85,0.61,89.21821560000001,82913.34408,14456.09298
495,2012-07-27,35024.98,1.14,104.4079118,84605.40174,15954.64271
496,2012-07-20,33942.64,-1.4,107.0378592,86247.58582000001,16155.35271
497,2012-07-13,34107.31,0.21,95.5180896,87747.73607,16823.75283
498,2012-07-06,34547.99,-1.2,56.578868400000005,89206.39077,18108.94774
499,2012-06-29,35416.28,0.47,77.3835587,90711.98805,23185.4545
500,2012-06-22,34560.76,-0.8,102.6179476,90359.93207,24081.25224
501,2012-06-15,35053.88,0.36,148.46703060000002,90240.33921,21843.52282
502,2012-06-08,34593.91,1.02,146.81224100000003,90196.46193,24252.58468
503,2012-06-01,33701.02,-0.1,178.2430308,90118.72168,17050.41111
504,2012-05-25,33678.92,-0.3,191.8561628,91550.93125,16908.76311
505,2012-05-18,34631.23,-0.0,172.54654900000003,93015.44469,18069.4245
506,2012-05-11,36391.25,0.02,180.2863942,94054.78864,18232.50108
507,2012-05-04,35885.56,0.07,189.450111,94893.35,22643.89197
508,2012-04-27,35633.61,0.39,196.4760704,94273.54182,21203.30941
509,2012-04-20,35058.4,0.22,202.175528,95146.72605,18059.21932
510,2012-04-13,34725.84,-0.6,194.6472376,96451.14246,19568.51117
511,2012-03-30,35281.68,0.59,138.8872222,97603.97879,22644.72724
512,2012-03-23,34945.05,-0.1,140.6538516,97830.32788,22998.93971
513,2012-03-16,35054.33,-0.7,134.9214842,98037.00354,20022.31796
514,2012-03-09,34987.32,1.04,98.0762643,99227.37779,21118.11911
515,2012-03-02,34605.12,0.48,57.9579147,100243.48665,26791.13655
516,2012-02-24,33904.37,0.52,49.428864,99639.93768,28866.33003
517,2012-02-17,33651.19,0.41,44.028477,98400.64511,29814.61399
518,2012-02-10,32972.56,0.7,29.4509685,96388.2965,29585.70516
519,2012-02-03,32316.12,-0.1,9.7967535,95890.11254,38191.16414
520,2012-01-27,32154.85,-0.3,7.8745938,93737.46271,40062.0351
521,2012-01-20,32446.19,0.11,6.5673859,90109.5002,46762.86995
522,2012-01-13,32569.37,-0.2,24.2282367,85281.21907,48321.99843
523,2012-01-06,32738.73,0.34,38.261217,79733.02608,40365.56896
524,2011-12-23,32612.85,1.86,39.6326105,73592.70812,31460.42916
525,2011-12-16,31471.04,0.12,32.0695707,72017.60677,30297.4476
526,2011-12-09,30772.91,0.58,48.293502,70617.11899,19821.57879
527,2011-12-02,29651.16,-0.6,60.0787984,71229.41103,20721.8794
528,2011-11-25,29132.03,0.7,43.8291234,72096.4789,19741.51736
529,2011-11-18,28865.46,0.19,38.5792284,73344.95938,19493.90269
530,2011-11-11,29298.32,1.05,42.5391492,73982.94745,12189.22779
531,2011-11-04,29280.32,0.61,36.8292634,76348.52066000001,14881.39586
532,2011-10-28,28833.55,0.24,21.9802696,77881.48668,17859.38855
533,2011-10-21,28184.55,1.13,36.099278,79047.04042,21271.02334
534,2011-10-14,27910.32,0.21,40.8191836,78454.27175,16969.62616
535,2011-10-07,26864.7,-1.3,40.4325958,80049.76845,10561.26338
536,2011-09-30,27810.66,-0.3,22.5319008,82773.2217,9072.96937
537,2011-09-23,27823.43,-1.1,22.060915,85443.52814000001,11088.38551
538,2011-09-16,28857.71,1.21,19.0250204,87919.49924,11131.62913
539,2011-09-09,28413.28,-1.3,13.891942,90529.00549,9829.09821
540,2011-09-02,28315.82,-0.4,13.2918107,93077.93158,13684.79777
541,2011-08-26,27170.28,1.13,21.5294398,95356.05433,13502.88845
542,2011-08-19,27076.73,-1.6,15.984086,97367.18876,11864.17095
543,2011-08-12,26858.41,-1.4,14.535178,99202.90834,16375.36458
544,2011-08-05,27926.7,-0.3,20.8523612,100846.82924,17473.25562
545,2011-07-29,29463.11,0.74,19.3489038,102326.66165,15272.23089
546,2011-07-22,29543.6,0.85,20.7195856,103633.09313,17091.10334
547,2011-07-15,29536.78,-0.4,22.6595468,104891.13753,16304.41645
548,2011-07-08,29854.84,0.12,27.0794584,105959.24745,18512.40941
549,2011-07-01,29981.07,-0.3,28.2194356,106788.20851,18143.65787
550,2011-06-24,29896.84,1.04,27.549449000000003,107710.68378,18719.04869
551,2011-06-17,29518.01,0.33,32.1193576,108610.49091,19077.92282
552,2011-06-10,29333.64,-0.5,30.189396200000004,109252.32959,18331.07317
553,2011-06-03,30069.53,0.71,27.6767514,109902.4659,17055.2782
554,2011-05-27,29614.52,-0.2,15.879682400000002,110599.48644,18497.4975
555,2011-05-20,29918.08,0.34,14.585027500000002,111006.37803,20059.1116
556,2011-05-13,29835.49,-0.3,13.2490967,111152.49585,22058.08909
557,2011-05-06,29942.64,1.53,14.6999188,112665.30476,25064.05512
558,2011-04-29,29581.66,-0.0,5.3195385,110568.17734,26255.65729
559,2011-04-15,29584.6,0.04,0.0,108990.84913,29414.87323
560,2011-04-08,29901.84,-0.5,0.0,107376.16003,34850.85461
561,2011-04-01,30274.87,1.28,0.0,104457.19727,37362.14909
562,2011-03-25,29156.24,0.91,10.9940365,101617.1009,41238.98898
563,2011-03-18,28427.27,0.26,34.1703833,98067.80002,39960.723750000005
564,2011-03-11,28889.83,1.2,0.0,94592.65522,46778.88947
565,2011-03-04,28672.67,0.58,79.5335905,88983.22932,39014.69731
566,2011-02-25,27707.66,-0.1,53.07208610000001,84612.27294,30837.70881
567,2011-02-18,27811.45,0.46,44.6887043,83045.35851,29566.48583
568,2011-02-11,27345.28,0.33,36.184808200000006,81444.35272,28759.93465
569,2011-02-04,27192.43,-0.9,13.3273274,80381.12499,32392.62701
570,2011-01-28,27148.43,-1.5,21.1519175,78584.25743000001,40862.46025
571,2011-01-21,27903.57,-0.5,24.915529900000003,75843.64874,49769.69984
572,2011-01-14,28401.45,0.59,17.1804365,69647.02854,50228.29001
573,2011-01-07,27791.92,0.03,53.7389252,63417.861710000005,45916.76663
574,2010-12-17,26804.46,0.73,72.9972617,52718.42545,29835.5055
575,2010-12-10,26948.38,0.34,89.8866366,51248.17873,27233.08403
576,2010-12-03,27533.01,1.43,83.42471169999999,50466.23056,22909.61304
577,2010-11-26,26613.19,-0.5,103.7379219,51085.8576,22024.00316
578,2010-11-19,26947.05,0.76,125.29728,51361.4904,19710.39505
579,2010-11-12,26335.93,-0.6,120.5150348,51667.86697,16159.85573
580,2010-11-05,26589.07,-0.4,147.0370592,53006.74263,15153.86373
581,2010-10-29,26473.24,0.24,186.1073514,54603.55068,12365.10595
582,2010-10-22,26443.56,-1.2,174.7135344,56774.21995,12629.00021
583,2010-10-15,26841.7,0.21,140.7122245,58700.95072,12470.40625
584,2010-10-08,26391.38,0.68,170.6373007,60585.41328,14487.90545
585,2010-10-01,25670.57,0.68,185.5356567,62135.14429,13243.87715
586,2010-09-24,25311.54,-1.2,139.8114626,64085.68321,10156.82249
587,2010-09-17,25592.71,-0.6,127.1727792,66966.39104,7999.24327
588,2010-09-10,25410.43,0.64,132.9597556,70070.65326,8138.530890000001
589,2010-09-03,25790.68,-0.3,113.5933338,72813.34074,8662.52528
590,2010-08-27,26098.16,1.28,123.46951640000002,75891.12817,8613.55588
591,2010-08-20,25923.88,0.43,114.0350952,78694.05549,9525.40207
592,2010-08-13,24945.65,-0.2,124.9348063,80993.36829,11629.43602
593,2010-08-06,25249.67,0.09,102.9311329,81738.34787,12363.28325
594,2010-07-30,24870.22,0.95,76.6920843,83619.72631,12665.52323
595,2010-07-23,24459.06,0.72,85.33162759999999,85645.71261,17090.74119
596,2010-07-16,23728.05,-0.7,94.1798188,86892.29550000001,13541.50575
597,2010-07-02,24045.52,0.59,100.9111033,90875.51952,13128.23836
598,2010-06-25,24336.44,1.41,63.2687346,92458.68171,14221.68064
599,2010-06-18,23924.8,0.61,57.888842200000006,93579.22259,15545.07653
600,2010-06-11,23239.98,0.41,58.7788244,95025.53656,16475.91363
601,2010-06-04,22813.6,0.68,54.6689066,96008.22763,15086.15461
602,2010-05-28,22582.93,-0.4,32.5599192,97120.54815,17007.50218
603,2010-05-21,22289.36,1.11,31.1346968,98045.00025,18110.09327
604,2010-05-14,23195.67,-1.4,24.8315001,98676.42397,19720.64722
605,2010-05-07,23286.17,-0.6,18.8647318,99156.4935,19177.65896
606,2010-04-30,24233.19,0.24,22.563378900000004,100130.65323,19164.80151
607,2010-04-23,24162.77,0.47,23.1105307,101021.77895,20886.83784
608,2010-04-16,24040.14,-0.4,12.2678463,101681.57585,21698.01377
609,2010-04-09,24128.61,-0.6,17.9341156,102170.47407,27701.70836
610,2010-03-26,24479.69,0.29,33.4640118,99970.74763,29971.66666
611,2010-03-19,24752.45,-0.2,17.487740699999996,98652.10442,26597.57947
612,2010-03-12,24597.61,-1.3,12.8057066,98113.41092,27566.760530000003
613,2010-03-05,24682.34,0.56,22.7865734,97745.14671,32734.90793
614,2010-02-26,24437.8,0.41,11.1523339,94526.38021,27712.41696
615,2010-02-19,24474.72,-1.1,2.3403875,93765.55677,23738.11038
616,2010-02-12,24465.42,-0.3,0.0,93768.69912,25117.1792
617,2010-02-05,23753.28,-0.5,22.7865734,93744.84883,30223.10937
618,2010-01-29,24304.52,0.9,0.1310617,93324.75785,27006.01771
619,2010-01-22,24020.33,1.03,0.0,91885.10964,25646.29391
620,2010-01-15,24329.05,-1.0,0.0,90773.28529,31321.43196
621,2010-01-08,24649.72,0.05,0.0024113,89777.91319,31016.77098
622,2009-12-18,23817.1,-0.4,0.0499282,87381.34675,25561.0197
623,2009-12-11,24917.45,0.41,0.5891374,86832.10839,33349.97971
624,2009-12-04,23800.76,-0.5,1.2210396,83311.15586,27203.51039
625,2009-11-27,23044.35,1.01,0.6616889,82499.23468000001,19618.54748
626,2009-11-13,23110.01,1.92,0.4399912,82783.36605,22714.96541
627,2009-11-06,22571.65,-0.1,0.5216917000000001,82603.44664,21332.49242
628,2009-10-30,22086.96,-1.7,1.3216764,82961.58163,23738.29604
629,2009-10-23,22943.15,-0.8,2.3109479,82552.09228,22993.96024
630,2009-10-16,23497.0,0.12,2.8474626,82560.19128,20255.05704
631,2009-10-09,23127.24,0.01,1.9893958,83181.88315,17732.9761
632,2009-10-02,22481.38,1.11,1.6388353,84164.8517,17715.71394
633,2009-09-25,22274.41,0.81,3.2911455,85538.35118,17534.658730000003
634,2009-09-18,22305.22,-0.1,3.2151185,85936.04687,18744.50343
635,2009-09-11,21999.58,-0.3,7.6598468,86773.91208000001,22618.08389
636,2009-09-04,21345.29,0.33,7.8698426,86216.88256,15946.40391
637,2009-08-28,21336.47,0.63,11.692674,87639.14754,17285.317860000003
638,2009-08-21,21066.82,0.68,9.9420708,88312.35502,16358.97687
639,2009-08-14,21114.58,0.07,9.7398052,89471.41997999999,13938.56774
640,2009-08-07,21556.69,0.47,10.6897862,90578.52386,17126.05227
641,2009-07-31,20975.64,-0.3,20.2895942,91202.77813,19704.03864
642,2009-07-24,20830.34,0.23,18.8233822,91310.2019,17443.7567
643,2009-07-17,20744.14,0.23,28.724106,92154.28137,20781.93502
644,2009-07-10,20648.25,0.02,35.3687247,92065.92537,16995.72355
645,2009-07-03,20814.99,0.25,47.6338695,93188.13372,16931.1871
646,2009-06-26,20503.02,0.37,41.5905148,94250.83191,15792.31445
647,2009-06-19,20404.95,2.02,37.6282707,95313.90579,16052.98327
648,2009-06-12,20197.47,1.66,31.7324291,96200.37983,15825.05224
649,2009-06-05,19753.8,0.36,34.417837500000005,97240.53188,16703.52394
650,2009-05-29,19710.72,0.48,32.8249623,97885.97529,17471.73198
651,2009-05-22,19542.95,0.88,31.998028,98933.38262,17909.16643
652,2009-05-15,19614.87,-0.1,31.9327097,99397.82835,20353.43829
653,2009-05-08,19465.88,2.58,40.7682111,99769.46719,21203.43544
654,2009-04-24,18466.21,1.79,28.4749575,99327.39558,24209.48092
655,2009-04-17,17784.65,-0.1,36.996772500000006,98980.98949,29380.54852
656,2009-04-03,17670.34,1.74,95.6558703,95943.66482,30848.60424
657,2009-03-27,16776.96,-0.3,87.65921740000002,94268.33919,27784.46444
658,2009-03-20,16270.09,-0.8,97.4310814,93316.36296,27981.14687
659,2009-03-13,15977.77,-0.0,74.402738,91660.15796,28103.28491
660,2009-03-06,15827.16,1.09,60.4073731,90138.5254,27579.33608
661,2009-02-27,16164.01,0.8,18.9639172,89563.40110999999,32434.54469
662,2009-02-20,15992.83,-0.7,62.83907310000001,87608.8622,39735.8039
663,2009-02-13,15892.96,1.14,55.6956916,83487.39507,35183.320270000004
664,2009-02-06,15631.87,1.79,51.281168400000006,80531.37498000001,36775.37682
665,2009-01-30,15180.22,-0.7,104.0916748,77259.79313,39517.47563
666,2009-01-23,15257.08,1.42,129.3442185,72698.20582,34325.51801
667,2009-01-16,15482.53,-0.1,59.6758963,69336.27098,25636.76572
668,2009-01-09,15422.06,0.51,35.5326917,68745.57724,31885.99598
669,2009-01-02,15812.72,3.41,76.5084698,66534.44484,34638.60777
670,2008-12-26,15173.54,0.78,92.2781544,62061.09747,29797.32268
671,2008-12-19,15587.47,0.09,115.2876942,59498.72303,27198.33293
672,2008-12-12,15608.88,2.05,104.197916,57350.95088,14124.06647
673,2008-12-05,15880.94,0.35,95.0426384,58598.32428,15798.05179
674,2008-11-28,15785.5,-0.1,92.2812058,59351.38772,16041.00734
675,2008-11-21,15349.61,-1.7,108.9525796,60285.72506,18512.90837
676,2008-11-14,14899.18,-0.7,113.2985277,60276.94501,17302.27241
677,2008-11-07,14504.59,1.54,99.7222956,60896.51594,15502.459180000002
678,2008-10-31,14375.72,1.2,99.5280094,62185.29632,13787.708320000002
679,2008-10-24,12924.14,-4.9,92.3881522,63695.96197,13621.25228
680,2008-10-17,14322.56,-1.1,75.3849482,64928.91509,13669.40762
681,2008-10-10,13072.37,-3.4,97.6780464,66908.28651,16787.143500000002
682,2008-10-03,16010.06,-1.2,100.6279874,67533.09433,14033.69055
683,2008-09-26,16590.08,0.66,118.1656522,69467.67614,11058.88076
684,2008-09-19,16368.44,8.05,115.9467616,71472.97996,10466.57616
685,2008-09-12,16068.81,1.75,102.912481,73683.03331,10927.34429
686,2008-09-05,16248.79,-0.3,89.8532388,76496.58619,9511.48306
687,2008-08-29,17483.2,-1.6,71.2752467,79123.33975,10737.27498
688,2008-08-22,17874.0,0.0,79.08317300000002,81360.51273,14319.16324
689,2008-08-15,17866.87,-0.5,118.097638,83066.01593,15902.195790000002
690,2008-08-08,18858.23,-0.9,136.80726380000002,84364.17144,15381.6213
691,2008-08-01,19023.94,-0.7,143.77712440000002,86229.66317,12279.00094
692,2008-07-25,18937.1,0.24,108.0078398,88391.58836000001,12787.38817
693,2008-07-18,19169.06,-0.4,101.4079718,90578.4417,12418.52458
694,2008-07-11,18860.11,0.26,90.548189,92319.3455,13694.30043
695,2008-07-04,18253.77,0.02,87.2682546,93829.90651,15958.78451
696,2008-06-27,18979.93,1.46,78.1284374,94763.53734,16771.18781
697,2008-06-20,18604.77,-1.3,72.2385552,95869.35434,17038.78984
698,2008-06-13,19153.61,-1.1,78.6184276,96955.40659,18488.16736
699,2008-06-06,19073.25,-2.1,79.52855110000002,97901.14148,20067.09037
700,2008-05-30,19174.93,1.87,41.8643489,98249.766,18550.9161
701,2008-05-23,18537.94,-0.3,26.480541,98854.33572,18727.27676
702,2008-05-16,19063.24,1.82,0.0,99149.79134,21637.94094
703,2008-05-09,18418.32,-0.3,22.7197632,99108.26144,26813.94234
704,2008-05-02,18446.99,2.34,33.9415285,97495.28008,27723.01303
705,2008-04-25,17737.49,0.98,29.7602678,96715.82845,26745.61919
706,2008-04-18,17525.56,0.72,65.3911855,95873.0002,28453.05829
707,2008-04-11,17329.5,-0.9,111.0840372,94541.27947,30590.47427
708,2008-04-04,17795.22,0.07,81.4132775,92148.57617,30614.17704
709,2008-03-28,16507.74,-1.0,79.659321,90610.48898,37846.92318
710,2008-03-14,17068.63,-0.1,134.8403518,81957.13897,36208.11981
711,2008-03-07,17220.38,-1.6,143.48017900000002,78809.97449000001,34566.30684
712,2008-02-29,17467.5,-0.9,218.6694807,76045.29959,37358.25175
713,2008-02-22,17354.56,1.85,164.24141509999998,72277.74065,33490.3626
714,2008-02-15,16682.78,-0.3,122.0816028,69731.86196,36697.83745
715,2008-02-08,15908.74,-0.4,257.8117946,66367.62903,45203.45144
716,2008-02-01,16358.64,1.67,554.9689004,60053.04511,40428.51963
717,2008-01-18,16211.9,0.05,636.3934390000001,52758.17198,21019.24795
718,2008-01-11,16940.24,-2.4,472.090558,52438.40313,17931.74852
719,2008-01-04,16893.17,-2.0,249.2672842,53209.87142,15692.21741
720,2007-12-28,17305.63,-0.3,197.6660466,54936.50088,22948.48194
721,2007-12-21,16605.22,1.77,198.6360272,53884.37777,22693.289790000003
722,2007-12-14,16623.08,-0.1,211.2157756,53551.71633,18379.67354
723,2007-12-07,17404.63,-1.0,190.5261894,54213.61969,12481.78393
724,2007-11-30,17145.07,3.16,163.0867382,56670.09344,12456.64327
725,2007-11-23,16648.11,0.29,143.0871382,58221.94487,14484.07758
726,2007-11-16,17586.26,-0.2,172.3765524,59208.77955,20025.75095
727,2007-11-09,17457.72,-0.0,214.3057138,59397.8072,15313.61748
728,2007-10-26,17763.65,1.67,202.2561673,62122.52783,10424.69124
729,2007-10-19,17026.08,-2.8,198.0088053,64166.40694,7955.68946
730,2007-10-05,17557.41,0.66,159.925525,70702.07241000001,6918.53621
731,2007-09-28,17196.38,-0.2,185.3562928,73801.79703,7897.54862
732,2007-09-21,16690.96,1.26,143.5903177,76534.31854,8226.89343
733,2007-09-14,16444.3,-0.5,127.3174536,79584.95133,8187.283560000001
734,2007-08-31,16843.85,3.0,62.6611592,85093.69648,9565.0727
735,2007-08-24,16663.95,1.58,39.914380400000006,87727.8888,9834.26718
736,2007-08-17,15371.16,3.74,30.812648,90167.80815,10828.91527
737,2007-08-10,16680.45,-1.7,26.8916828,92401.19959,12690.3616
738,2007-08-03,16523.67,-2.9,67.0744061,94103.58712,17140.91224
