,Date,Price,change,cmo,ear,ena,DT_COMPTC,IBOV,Dol,NDX,SPX,Fluxo
636,2008-05-23,18537.94,-0.3,26.480541,98854.33572,18727.27676,2008-05-23,71451.8,1.6593,1958.96,1375.93,-8.342
637,2008-05-16,19063.24,1.82,0.0,99149.79134,21637.94094,2008-05-16,72766.9,1.641,2031.27,1425.35,11.004
638,2008-05-09,18418.32,-0.3,22.7197632,99108.26144,26813.94234,2008-05-09,69645.7,1.6852,1960.29,1388.28,155.058
639,2008-05-02,18446.99,2.34,33.9415285,97495.28008,27723.01303,2008-05-02,69366.4,1.6498,1981.87,1413.9,81.089
640,2008-04-25,17737.49,0.98,29.7602678,96715.82845,26745.61919,2008-04-25,65187.3,1.6667,1918.58,1397.84,-54.033
641,2008-04-18,17525.56,0.72,65.3911855,95873.0002,28453.05829,2008-04-18,64922.7,1.669,1900.28,1390.33,-34.581
642,2008-04-11,17329.5,-0.9,111.0840372,94541.27947,30590.47427,2008-04-11,62585.2,1.6906,1798.72,1332.83,-2.118
643,2008-04-04,17795.22,0.07,81.4132775,92148.57617,30614.17704,2008-04-04,64446.0,1.7095,1865.87,1370.4,-158.657
644,2008-03-28,16507.74,-1.0,79.659321,90610.48898,37846.92318,2008-03-28,60452.1,1.7434,1767.57,1315.22,-16.893
645,2008-03-14,17068.63,-0.1,134.8403518,81957.13897,36208.11981,2008-03-14,61991.0,1.7119,1713.83,1288.14,69.894
646,2008-03-07,17220.38,-1.6,143.48017900000002,78809.97449000001,34566.30684,2008-03-07,61868.0,1.6834,1707.5,1293.37,-107.626
647,2008-02-29,17467.5,-0.9,218.6694807,76045.29959,37358.25175,2008-02-29,63489.3,1.6907,1745.27,1330.63,-56.88
648,2008-02-22,17354.56,1.85,164.24141509999998,72277.74065,33490.3626,2008-02-22,64608.8,1.7075,1773.44,1353.11,11.072
649,2008-02-15,16682.78,-0.3,122.0816028,69731.86196,36697.83745,2008-02-15,61271.9,1.7534,1780.38,1350.0,-36.003
650,2008-02-08,15908.74,-0.4,257.8117946,66367.62903,45203.45144,2008-02-08,59076.0,1.7692,1773.74,1331.29,-85.811
651,2008-02-01,16358.64,1.67,554.9689004,60053.04511,40428.51963,2008-02-01,61079.8,1.7454,1855.27,1395.42,-48.609
652,2008-01-18,16211.9,0.05,636.3934390000001,52758.17198,21019.24795,2008-01-18,57506.5,1.7852,1844.09,1325.19,192.656
653,2008-01-11,16940.24,-2.4,472.090558,52438.40313,17931.74852,2008-01-11,61942.4,1.7471,1912.81,1401.02,97.599
654,2008-01-04,16893.17,-2.0,249.2672842,53209.87142,15692.21741,2008-01-04,61036.6,1.7547,1963.52,1411.63,268.938
655,2007-12-28,17305.63,-0.3,197.6660466,54936.50088,22948.48194,2007-12-28,63886.1,1.7761,2107.05,1478.49,-33.129
656,2007-12-21,16605.22,1.77,198.6360272,53884.37777,22693.289790000003,2007-12-21,63097.7,1.7926,2111.77,1484.46,-34.318
657,2007-12-14,16623.08,-0.1,211.2157756,53551.71633,18379.67354,2007-12-14,62445.0,1.7955,2072.11,1467.95,206.658
658,2007-12-07,17404.63,-1.0,190.5261894,54213.61969,12481.78393,2007-12-07,65638.5,1.7591,2130.0,1504.66,-42.003
659,2007-11-30,17145.07,3.16,163.0867382,56670.09344,12456.64327,2007-11-30,63006.2,1.7924,2089.1,1481.14,8.671
660,2007-11-23,16648.11,0.29,143.0871382,58221.94487,14484.07758,2007-11-23,60970.9,1.8033,2028.9,1440.7,-15.428
661,2007-11-16,17586.26,-0.2,172.3765524,59208.77955,20025.75095,2007-11-16,64609.4,1.7455,2048.62,1458.74,241.092
662,2007-11-09,17457.72,-0.0,214.3057138,59397.8072,15313.61748,2007-11-09,64320.6,1.7454,2034.3,1453.7,72.608
663,2007-10-26,17763.65,1.67,202.2561673,62122.52783,10424.69124,2007-10-26,64275.6,1.768,2194.59,1535.28,164.55
664,2007-10-19,17026.08,-2.8,198.0088053,64166.40694,7955.68946,2007-10-19,60894.3,1.8035,2131.08,1500.63,152.201
665,2007-10-05,17557.41,0.66,159.925525,70702.07241000001,6918.53621,2007-10-05,62318.7,1.804,2149.67,1557.59,101.824
666,2007-09-28,17196.38,-0.2,185.3562928,73801.79703,7897.54862,2007-09-28,60465.1,1.8336,2091.11,1526.75,-116.781
667,2007-09-21,16690.96,1.26,143.5903177,76534.31854,8226.89343,2007-09-21,57798.8,1.8677,2049.48,1525.75,-36.704
668,2007-09-14,16444.3,-0.5,127.3174536,79584.95133,8187.283560000001,2007-09-14,54671.0,1.9005,2000.82,1484.25,-20.376
669,2007-08-31,16843.85,3.0,62.6611592,85093.69648,9565.0727,2007-08-31,54637.2,1.9619,1988.73,1473.99,3.896
670,2007-08-24,16663.95,1.58,39.914380400000006,87727.8888,9834.26718,2007-08-24,52997.6,1.9419,1961.38,1479.37,115.571
671,2007-08-17,15371.16,3.74,30.812648,90167.80815,10828.91527,2007-08-17,48558.8,2.0246,1888.78,1445.94,-1124.126
672,2007-08-10,16680.45,-1.7,26.8916828,92401.19959,12690.3616,2007-08-10,52638.1,1.9515,1925.14,1453.64,84.318
673,2007-08-03,16523.67,-2.9,67.0744061,94103.58712,17140.91224,2007-08-03,52846.4,1.8999,1918.56,1433.06,175.285
674,2007-07-27,16786.09,-0.4,114.6936654,94646.80469,20317.7856,2007-07-27,52922.2,1.8945,1956.19,1458.95,105.821
675,2007-07-20,18085.96,-0.6,126.021735,94659.72779,15365.86359,2007-07-20,57442.7,1.8565,2035.88,1534.1,210.173
676,2007-07-13,18260.82,-0.3,134.5632612,95835.69276,12535.83257,2007-07-13,57644.2,1.862,2032.16,1552.5,309.156
677,2007-07-06,18109.0,0.75,132.5189058,97693.90218,12244.69967,2007-07-06,56443.7,1.902,1988.31,1530.44,210.889
678,2007-06-29,17756.28,0.54,81.3006445,99496.6841,12718.32844,2007-06-29,54392.1,1.929,1934.1,1503.35,170.323
679,2007-06-22,17661.68,-1.1,74.0639151,101197.16987,13672.26833,2007-06-22,54267.1,1.9417,1921.94,1502.56,830.672
680,2007-06-15,17645.18,1.42,108.80776699999998,102724.22636,15074.36209,2007-06-15,54518.6,1.912,1942.41,1532.91,117.528
681,2007-06-08,17128.74,1.92,93.0112964,103868.31134,16670.67263,2007-06-08,52329.7,1.9595,1906.26,1507.67,383.582
682,2007-06-01,17117.12,1.6,100.7482302,104230.17762,18414.967,2007-06-01,53422.7,1.9049,1928.26,1536.34,257.555
683,2007-05-25,16496.75,2.16,40.2396945,104392.70008,20865.084860000003,2007-05-25,51618.0,1.951,1889.25,1515.73,183.134
684,2007-05-18,16396.56,-0.0,40.67361580000001,104327.3684,18076.78468,2007-05-18,52077.7,1.9607,1896.93,1522.75,223.953
685,2007-05-11,16111.62,0.8,33.6143082,104831.72959,17876.14579,2007-05-11,50902.4,2.0183,1898.79,1505.85,124.947
686,2007-05-04,15906.15,0.73,53.1560992,105378.52951,19639.54382,2007-05-04,50597.8,2.0335,1895.7,1505.62,85.169
687,2007-04-27,15418.76,0.87,57.5971471,105386.01228,23697.8461,2007-04-27,49229.6,2.0313,1891.06,1494.07,-22.619
688,2007-04-20,15184.54,1.08,53.6380269,105163.03864,21108.31174,2007-04-20,49408.2,2.026,1845.89,1484.35,112.016
689,2007-04-13,14602.72,0.98,53.356872,105420.82091,22328.04819,2007-04-13,47926.2,2.0215,1816.85,1452.85,66.039
690,2007-03-30,14011.55,-0.0,0.0,104028.92279,26973.56985,2007-03-30,45804.7,2.0594,1772.36,1420.86,49.564
691,2007-03-23,13987.87,1.03,0.0,103055.81877,33459.41064,2007-03-23,45532.5,2.0612,1794.04,1436.11,49.281
692,2007-03-16,13224.18,-0.9,0.0,100186.86367,28722.18099,2007-03-16,42730.0,2.0922,1742.23,1386.95,524.379
693,2007-03-09,13704.86,0.68,0.0,99254.81657,24887.29157,2007-03-09,44133.4,2.0983,1744.74,1402.85,17.627
694,2007-03-02,13484.7,-1.9,0.858132,99799.10635,25635.6906,2007-03-02,42369.8,2.1318,1726.03,1387.17,115.118
695,2007-02-23,14220.27,-0.5,0.432612,99940.07107,29535.23275,2007-02-23,46015.8,2.0877,1839.77,1451.19,144.302
696,2007-02-16,14206.13,0.18,0.473391,99048.14491,33661.42352,2007-02-16,45849.0,2.092,1821.49,1455.54,26.482
697,2007-02-09,13798.85,-1.3,0.0,97342.21117,39729.88747,2007-02-09,44284.4,2.108,1785.53,1438.06,142.575
698,2007-02-02,13940.93,-0.3,0.0,93743.25415,44911.37303,2007-02-02,44997.8,2.1043,1798.13,1448.39,120.016
699,2007-01-26,13971.64,-0.0,1.129401,88054.43309,46002.10119,2007-01-26,44412.4,2.1381,1772.97,1422.18,39.865
700,2007-01-19,13682.33,1.71,1.7293134,83003.14683,51264.70939,2007-01-19,43427.6,2.1304,1796.81,1430.5,38.05
701,2007-01-12,13626.46,-0.0,25.4235915,75597.19273000001,52259.22678,2007-01-12,43095.0,2.1414,1844.81,1430.73,177.497
702,2007-01-05,13444.89,-3.5,27.1050578,68664.15301,46124.56975,2007-01-05,42245.2,2.1523,1785.3,1409.71,30.857
703,2006-12-22,13562.93,-0.0,40.2381979,59412.68801,37954.1354,2006-12-22,43355.7,2.1478,1748.61,1410.77,41.604
704,2006-12-15,13708.18,-0.2,58.9134674,55390.22689,35947.35863,2006-12-15,43595.7,2.1458,1808.56,1427.09,47.296
705,2006-12-08,13396.31,0.55,67.97860320000001,52603.12694,27925.72278,2006-12-08,42977.6,2.1395,1786.21,1409.84,15.96
706,2006-12-01,12764.12,-0.8,67.7396265,51348.43317,23520.08272,2006-12-01,41327.1,2.1668,1775.12,1396.71,36.713
707,2006-11-24,12825.68,-0.8,68.8336946,50945.20717,16591.36241,2006-11-24,41757.7,2.1691,1815.53,1400.95,-48.916
708,2006-11-17,12438.81,-0.1,60.6300357,51976.7862,15759.87234,2006-11-17,41029.4,2.1605,1800.67,1401.2,-35.03
709,2006-11-10,12379.1,0.04,83.93615510000001,53080.85143,21157.55449,2006-11-10,40719.9,2.1514,1751.11,1380.9,30.229
710,2006-11-03,12741.24,1.92,61.6421426,53259.74233,14716.95289,2006-11-03,40435.2,2.139,1703.98,1364.3,81.404
711,2006-10-27,12308.62,-0.6,76.18313309999999,55172.94173,14701.60767,2006-10-27,39328.5,2.1336,1717.61,1377.34,74.902
712,2006-10-20,12239.92,-0.6,77.3439617,56465.28706,17373.12472,2006-10-20,38642.8,2.1402,1709.58,1368.6,9.491
713,2006-10-13,12541.25,-0.0,103.0159872,57062.879550000005,15378.25978,2006-10-13,38850.2,2.1371,1727.21,1365.62,3.511
714,2006-10-06,12477.15,-0.4,98.512676,57870.07837,14181.63931,2006-10-06,37940.4,2.162,1684.88,1349.58,165.795
715,2006-09-29,11968.24,0.04,118.6437636,59490.95807,11868.09415,2006-09-29,36449.4,2.169,1654.13,1335.85,-20.477
716,2006-09-22,11340.62,0.12,116.3397667,61503.27788,11108.10483,2006-09-22,34798.8,2.2075,1622.37,1314.78,-5.504
717,2006-09-15,11807.64,0.21,106.8495345,64075.608770000006,9303.36855,2006-09-15,36169.9,2.151,1632.44,1319.87,7.258
718,2006-09-08,12157.65,-0.0,113.4723768,67016.14553,11151.02333,2006-09-08,36558.5,2.158,1574.71,1298.92,29.92
719,2006-09-01,12147.42,2.37,114.8670273,69230.74515,10069.44056,2006-09-01,37329.1,2.139,1589.47,1311.01,472.92
720,2006-08-25,11701.26,1.48,89.1298913,72069.85801,8952.85693,2006-08-25,35957.5,2.156,1557.7,1295.09,9.009
721,2006-08-18,12034.75,-0.4,89.85774810000001,74863.51139,10563.16577,2006-08-18,37551.7,2.1469,1576.46,1302.3,20.816
722,2006-08-11,11818.63,-1.0,90.4414221,77530.71374,10140.83172,2006-08-11,36944.4,2.166,1486.74,1266.74,43.673
723,2006-08-04,11582.67,0.86,96.7354776,80495.97309,10808.00311,2006-08-04,37847.9,2.1814,1503.84,1279.36,14.265
724,2006-07-28,11373.6,1.2,79.1562495,81392.98606000001,11674.59021,2006-07-28,37381.1,2.1754,1510.3,1278.55,32.624
725,2006-07-21,11327.64,-1.2,73.8606145,83624.79096,11703.98886,2006-07-21,35510.4,2.1988,1451.88,1240.29,34.954
726,2006-07-14,10943.13,-0.4,76.3853837,85727.17907,12728.31044,2006-07-14,35349.7,2.212,1462.17,1236.2,-1.564
727,2006-07-07,11254.17,-1.1,80.0295658,87583.71341000001,12872.47828,2006-07-07,36102.0,2.182,1533.71,1265.48,10.939
728,2006-06-30,11268.62,0.82,63.7752164,89410.76598,13106.74226,2006-06-30,36630.7,2.165,1575.23,1270.2,36.267
729,2006-06-23,10498.22,0.58,64.6603743,91278.67631,13386.81988,2006-06-23,34661.2,2.2315,1551.05,1244.5,-11.434
730,2006-06-16,10591.4,3.53,53.0699973,93019.51855,13725.14317,2006-06-16,34398.9,2.245,1562.84,1251.54,-13.239
731,2006-06-09,11124.96,-1.0,49.1502296,94696.74393,14585.69482,2006-06-09,35074.6,2.2592,1550.97,1252.3,-22.337
732,2006-06-02,11521.94,0.14,47.3540232,96157.00834,15494.94091,2006-06-02,37942.2,2.2766,1612.9,1288.22,15.93
733,2006-05-26,11722.92,1.6,43.69296150000001,97307.6185,17639.10146,2006-05-26,38629.7,2.2415,1606.37,1280.16,77.442
734,2006-05-19,11849.47,-0.5,44.1486278,98043.05865,16438.11587,2006-05-19,37732.9,2.209,1600.86,1267.03,103.256
735,2006-05-12,12259.25,-0.5,38.697529,97828.04765,17327.95834,2006-05-12,40212.0,2.1445,1635.81,1291.24,29.028
736,2006-05-05,12545.31,0.71,29.1995558,98423.71021,18432.06751,2006-05-05,41417.3,2.0555,1713.84,1325.76,70.696
737,2006-04-28,12392.22,0.71,12.9314426,98931.59412,20699.21823,2006-04-28,40363.4,2.087,1700.71,1310.61,55.795
738,2006-04-07,12294.33,-1.5,19.7115181,97558.88546,30272.50787,2006-04-07,38926.5,2.149,1723.03,1295.5,12.045
739,2006-03-31,12147.41,0.82,35.4595867,95681.67654,31166.14974,2006-03-31,37952.0,2.164,1703.66,1294.83,-8.145
740,2006-03-24,12763.37,-1.3,13.052394200000002,93085.85665,28070.40388,2006-03-24,37577.1,2.158,1679.81,1302.95,22.498
741,2006-03-17,13002.27,0.29,14.8529244,92194.24724,29228.4136,2006-03-17,38049.2,2.124,1685.66,1307.25,-3.412
742,2006-03-10,12435.32,2.25,38.6007324,90822.26286,27191.47889,2006-03-10,36890.7,2.1373,1648.23,1281.58,36.523
743,2006-03-03,13032.43,1.13,34.8378931,88786.63104000001,28854.73686,2006-03-03,39239.8,2.11,1684.32,1287.23,41.487
744,2006-02-24,12577.95,1.27,32.1420898,87233.55162,31621.10614,2006-02-24,38610.4,2.14,1676.5,1289.43,24.144
745,2006-02-17,12095.17,0.75,71.7993414,84935.8046,31688.22448,2006-02-17,38421.8,2.1175,1675.21,1287.24,39.421
746,2006-02-10,11596.13,2.45,44.9937132,81836.47615,24494.67086,2006-02-10,36975.3,2.1615,1663.75,1266.99,-14.847
747,2006-02-03,11069.08,0.01,52.3549736,81384.24942000001,23411.58441,2006-02-03,37261.7,2.21,1664.53,1264.03,-13.38
748,2006-01-27,11462.85,-2.1,29.4130252,80240.59744,19266.44139,2006-01-27,37822.2,2.21,1711.11,1283.72,48.125
749,2006-01-20,11334.73,0.87,1.657755,80886.50061,22468.53766,2006-01-20,36694.6,2.2775,1676.38,1261.48,-31.96
750,2006-01-13,10628.76,1.2,1.514142,81244.14619,33391.36597,2006-01-13,35897.1,2.2725,1746.78,1287.61,23.952
751,2006-01-06,10360.06,0.9,1.430811,78852.76976000001,35189.97269,2006-01-06,35475.0,2.283,1734.99,1285.45,29.881
752,2005-12-23,9763.14,-0.8,0.6293466000000001,74997.90828,26733.45534,2005-12-23,33331.3,2.315,1682.92,1268.66,-74.065
753,2005-12-16,9620.38,0.58,6.329871300000001,73750.47573,35190.49389,2005-12-16,33291.8,2.337,1688.68,1267.32,46.975
754,2005-12-09,9487.96,0.37,13.3517836,70115.48236,31743.75926,2005-12-09,32921.8,2.252,1692.62,1259.37,-15.119
755,2005-12-02,9639.38,-1.1,28.2599244,67378.21779000001,25576.02928,2005-12-02,32832.4,2.2088,1709.1,1265.08,-25.667
756,2005-11-25,9420.02,-0.6,31.7510626,65734.04749,17009.037800000002,2005-11-25,31919.7,2.234,1701.05,1268.25,-28.317
757,2005-11-18,9465.63,0.51,22.9924839,66429.82179,14279.56761,2005-11-18,31102.4,2.226,1679.85,1248.27,-14.283
758,2005-11-11,9381.47,-1.3,22.2801567,67564.44685000001,14535.56454,2005-11-11,30510.9,2.1615,1653.36,1234.71,-5.209
759,2005-11-04,9593.76,0.77,32.0104714,68303.70342,15540.41948,2005-11-04,30887.5,2.212,1628.03,1220.14,-17.983
760,2005-10-28,9023.54,1.6,33.0547061,68368.19149,12584.13668,2005-10-28,29318.2,2.265,1557.11,1198.41,7.08
761,2005-10-21,9168.2,3.24,27.6289914,69729.22402000001,12184.86849,2005-10-21,29175.8,2.265,1565.12,1179.59,-131.31
762,2005-10-14,9475.04,-0.4,25.8823573,71455.34969,12385.37066,2005-10-14,29770.2,2.245,1544.29,1186.57,127.652
763,2005-10-07,9130.26,2.76,24.0723198,72908.01915,13121.42696,2005-10-07,29973.0,2.2499,1555.92,1195.9,-16.708
764,2005-09-30,9488.25,1.04,19.481100400000003,74269.24365,13761.63481,2005-09-30,31583.8,2.2275,1601.66,1228.81,61.828
765,2005-09-23,9303.28,0.62,21.8733989,75235.20598,13439.10719,2005-09-23,31294.1,2.2645,1571.75,1215.29,-55.584
766,2005-09-16,8910.17,0.95,25.3167343,76406.76030000001,13043.95921,2005-09-16,29815.8,2.2988,1599.44,1237.91,55.23
767,2005-09-09,8407.67,2.74,33.149112800000005,78045.19864,12480.08888,2005-09-09,29307.9,2.309,1607.83,1241.48,8.314
768,2005-09-02,8119.39,0.81,39.3213266,79145.71299,12872.47975,2005-09-02,28319.1,2.3305,1573.12,1218.02,176.978
769,2005-08-26,7891.56,-1.6,31.2868104,81125.79973,9791.22256,2005-08-26,27094.6,2.4025,1558.84,1205.1,-5.632
770,2005-08-19,7868.0,-0.3,34.9441827,83238.44262,10177.34339,2005-08-19,26643.8,2.4486,1573.72,1219.71,0.464
771,2005-08-12,7775.43,1.13,26.0281942,85194.50682,10851.60301,2005-08-12,26950.7,2.3732,1591.75,1230.39,20.444
772,2005-08-05,8013.86,-0.6,26.2913807,87370.18422,11432.94464,2005-08-05,26517.9,2.3124,1601.59,1226.42,60.108
773,2005-07-29,7899.76,1.8,27.7762416,89036.12584,13727.99117,2005-07-29,26042.4,2.3787,1605.14,1234.18,-29.07
774,2005-07-22,7469.97,-2.9,28.5998413,90090.92345,13091.06676,2005-07-22,25391.2,2.3963,1600.76,1233.68,-15.842
775,2005-07-15,7671.39,-3.3,26.6530732,91380.17687,11969.00694,2005-07-15,25221.5,2.3395,1577.82,1227.92,-11.513
776,2005-07-08,7234.32,-0.9,21.0854567,92827.56197,13558.64962,2005-07-08,24422.9,2.3749,1533.27,1211.86,86.086
777,2005-07-01,7873.25,-0.0,15.776087100000002,93696.6172,15514.93881,2005-07-01,25311.4,2.3565,1490.53,1194.44,-6.459
778,2005-06-24,7909.29,2.46,23.732780400000003,94355.01768,16766.425900000002,2005-06-24,24916.9,2.379,1500.18,1191.57,20.77
779,2005-06-17,8223.44,1.47,25.9647897,94353.14926,17604.42679,2005-06-17,26092.9,2.383,1538.13,1216.96,-9.293
780,2005-06-10,7943.22,3.12,13.580362,95256.82398,15649.60756,2005-06-10,24950.9,2.4733,1521.02,1198.11,-61.452
781,2005-06-03,8410.85,-1.7,21.4812816,96102.42648,21921.12888,2005-06-03,26365.6,2.4255,1544.48,1196.02,29.522
782,2005-05-27,8113.06,4.38,32.428992300000004,95677.21592,24822.7352,2005-05-27,25255.5,2.385,1549.8,1198.78,-9.891
783,2005-05-20,7767.12,-1.8,47.05667940000001,94013.52596,15920.357720000002,2005-05-20,24522.4,2.4417,1528.06,1189.28,211.979
784,2005-05-13,7479.41,-1.0,36.1750242,95096.416,15755.15386,2005-05-13,23887.4,2.4735,1470.63,1154.05,-58.084
785,2005-05-06,7610.82,-1.0,35.589893700000005,95985.2156,17623.44089,2005-05-06,25589.2,2.457,1456.0,1171.35,7.455
786,2005-04-29,7387.33,2.27,33.911067,96043.13647,19817.99563,2005-04-29,24843.7,2.528,1420.79,1156.85,-12.775
787,2005-04-22,7078.58,-2.1,25.228077000000003,95914.82694,17263.7157,2005-04-22,24767.1,2.5375,1421.21,1152.12,2.98
788,2005-04-15,7007.28,-1.9,16.011498,96557.4471,20106.75806,2005-04-15,24655.8,2.6148,1408.59,1142.62,-5.868
789,2005-04-08,7036.46,-1.8,22.043709,96762.88329,25640.26855,2005-04-08,25884.6,2.585,1485.6,1181.2,-6.502
790,2005-04-01,7176.33,0.42,4.827879,95857.56717,30165.14999,2005-04-01,26773.8,2.6588,1469.35,1172.92,41.059
791,2005-03-18,7124.0,-1.8,13.6667373,91855.65047,28148.058360000003,2005-03-18,27593.3,2.7145,1484.4,1189.65,6.461
792,2005-03-11,7137.69,-1.4,4.3349850000000005,90248.7413,25770.40587,2005-03-11,28074.9,2.7168,1505.64,1200.08,1.389
793,2005-03-04,7311.54,0.18,7.7776215,89327.01854,28663.63733,2005-03-04,29197.2,2.656,1520.58,1222.13,27.693
794,2005-02-25,7417.31,-0.9,2.0070360000000003,87412.59022,23775.1692,2005-02-25,28425.0,2.6183,1526.9,1211.37,8.085
795,2005-02-18,7169.36,-0.9,1.225143,86772.59328,26540.95818,2005-02-18,26756.3,2.5757,1515.4,1201.59,-9.353
796,2005-02-11,7224.67,-0.4,0.6560100000000001,85862.22506,25285.31849,2005-02-11,26670.5,2.6045,1530.51,1205.3,4.903
797,2005-02-04,7151.01,4.76,0.540765,85413.64406,31455.52691,2005-02-04,25731.9,2.613,1534.49,1203.03,3.937
798,2005-01-28,6408.02,-1.0,1.5057051,82862.29883,31140.87738,2005-01-28,23968.1,2.645,1499.46,1171.36,1.517
799,2005-01-21,6407.45,1.4,1.7733588,80474.87313,37984.06506,2005-01-21,23818.4,2.6869,1503.64,1167.87,2.516
800,2005-01-14,6660.59,-0.3,7.6214002,76597.96268000001,29017.4357,2005-01-14,24924.1,2.7015,1561.11,1184.52,3.06
801,2005-01-07,6623.89,1.73,1.0245122000000002,73891.86839,29144.70585,2005-01-07,24747.2,2.712,1564.81,1186.19,-2.328
