,Date,Price,change,cmo,ear,ena,DT_COMPTC,IBOV,Dol,NDX,SPX,Fluxo
200,2017-03-31,39971.64,0.66,227.8486315,51942.30217,23427.98862,2017-03-31,64984.1,3.122,5436.23,2362.72,29.538
201,2017-03-24,39592.79,1.44,217.0350267,51992.98813,24040.52707,2017-03-24,63853.8,3.108,5364.0,2343.98,235.221
202,2017-03-17,40116.41,-0.1,216.2244195,51684.52487,23946.9661,2017-03-17,64209.9,3.0916,5408.76,2378.25,127.937
203,2017-03-10,39985.9,0.5,168.9880369,51981.66856,27359.58869,2017-03-10,64675.5,3.1419,5385.9,2372.6,209.613
204,2017-03-03,40855.96,1.32,157.2712768,50826.9944,26874.56127,2017-03-03,66785.5,3.1155,5373.48,2383.12,155.509
205,2017-02-24,40518.88,-0.0,111.1242342,50189.06231,24512.34133,2017-02-24,66662.1,3.1104,5343.31,2367.34,119.621
206,2017-02-17,40398.98,0.01,113.6464908,50507.33991,31890.44453,2017-02-17,67748.4,3.0978,5324.72,2351.16,-254.368
207,2017-02-10,39291.13,0.69,107.8377595,49387.211780000005,33775.93304,2017-02-10,66124.5,3.1151,5226.69,2316.1,389.71
208,2017-02-03,39364.55,0.74,96.8211037,47470.87576,31889.69569,2017-02-03,64953.9,3.123,5161.6,2297.42,93.135
209,2017-01-27,38754.31,-0.6,116.6944989,46102.13291,34142.45148,2017-01-27,66034.0,3.1409,5168.06,2294.69,-42.084
210,2017-01-20,38235.31,0.8,118.2938363,43875.31228,30286.04245,2017-01-20,64521.2,3.1743,5063.2,2271.31,-4.448
211,2017-01-13,37847.18,0.57,93.9330656,42121.00226,24730.81919,2017-01-13,63651.5,3.2176,5059.51,2274.64,-22.508
212,2017-01-06,36110.92,-0.5,133.6373272,42024.14779,23050.23565,2017-01-06,61665.4,3.2226,5007.08,2276.98,4.297
213,2016-12-23,34597.47,0.18,134.76730460000002,43075.56353,25370.54334,2016-12-23,57937.1,3.2703,4940.02,2263.79,-16.36
214,2016-12-16,34135.61,0.58,152.35695280000002,42296.1578,26434.59174,2016-12-16,58389.0,3.3879,4914.86,2258.07,56.561
215,2016-12-09,33988.33,0.65,128.6197726,41667.16784,21065.38218,2016-12-09,60500.6,3.3802,4895.9,2259.53,72.572
216,2016-12-02,33707.54,0.63,172.8765424,42375.20289,18534.6489,2016-12-02,60316.1,3.4769,4739.37,2191.95,-49.516
217,2016-11-25,34616.13,-0.2,190.95618080000003,43076.09642,19216.61777,2016-11-25,61559.1,3.4141,4870.02,2213.35,17.921
218,2016-11-18,34547.28,1.56,216.9756604,43432.32904,19912.34542,2016-11-18,59961.8,3.3818,4808.04,2181.9,-18.288
219,2016-11-11,33913.08,-3.9,224.395512,42843.12541,13978.83899,2016-11-11,59183.5,3.4023,4751.95,2164.45,-1115.882
220,2016-11-04,37007.19,-0.2,221.8979733,44112.78226,14884.22274,2016-11-04,61598.4,3.2362,4660.46,2085.18,47.991
221,2016-10-28,38497.21,0.22,152.6569468,44891.83296,17507.30717,2016-10-28,64307.6,3.2006,4805.59,2126.41,-51.174
222,2016-10-21,38186.48,0.49,184.0063198,45839.71162,16600.41102,2016-10-21,64108.1,3.1563,4851.86,2141.16,-105.129
223,2016-10-14,37461.5,0.24,203.9059218,47333.76586,12651.13626,2016-10-14,61767.2,3.2062,4808.48,2132.98,-32.386
224,2016-10-07,36893.72,0.64,198.8560228,49209.95105,10771.11168,2016-10-07,61109.0,3.2212,4864.52,2153.74,-43.95
225,2016-09-30,36307.19,-0.6,147.24797890000002,51125.41865,9419.75572,2016-09-30,58367.0,3.2624,4875.7,2168.27,-184.455
226,2016-09-23,37258.01,-0.5,128.247435,53325.39819,10259.50356,2016-09-23,58697.0,3.244,4858.91,2164.69,58.325
227,2016-09-16,36416.23,-1.1,126.2417488,55407.35975,11431.2388,2016-09-16,57079.8,3.2629,4818.05,2139.16,-4420.997
228,2016-09-09,36936.8,-3.2,122.7841,57227.83742,14873.45898,2016-09-09,57999.7,3.2741,4681.54,2127.81,-14.623
229,2016-09-02,38273.42,2.32,124.4430716,58160.31165,14491.00136,2016-09-02,59616.4,3.2569,4798.74,2179.98,-30.762
230,2016-08-26,36568.6,0.54,76.2966318,59453.88424,17323.581570000002,2016-08-26,57716.3,3.2657,4783.69,2169.04,25.233
231,2016-08-19,36947.3,0.31,92.0548262,60068.25358,13414.94648,2016-08-19,59098.9,3.205,4806.14,2183.87,55.22
232,2016-08-12,36693.85,-0.5,94.3872617,62161.57754,11804.80893,2016-08-12,58298.4,3.1922,4807.08,2184.05,-37.204
233,2016-08-05,36789.32,-0.4,95.4878781,63980.02612,11563.66451,2016-08-05,57661.1,3.1655,4791.21,2182.87,-31.421
234,2016-07-29,36797.87,1.59,66.2096024,65668.46261,12622.79286,2016-07-29,57308.2,3.2489,4730.23,2173.6,-16.535
235,2016-07-22,36273.23,0.83,66.75335,67258.02192,14587.27612,2016-07-22,57002.1,3.2565,4666.07,2175.03,-71.627
236,2016-07-15,34790.63,1.11,66.4954812,68301.43765,17569.78509,2016-07-15,55578.2,3.2802,4589.83,2161.74,-7.114
237,2016-07-08,32557.33,1.75,64.6249517,69800.96559,14854.48336,2016-07-08,53140.7,3.3,4528.36,2129.9,-6.795
238,2016-07-01,30713.24,-0.2,62.2876946,70947.00098,16516.12591,2016-07-01,52233.0,3.2364,4437.44,2102.95,-52.741
239,2016-06-24,29540.43,-1.0,56.276058500000005,71534.91219,20259.62298,2016-06-24,50105.3,3.3748,4285.7,2037.41,130.303
240,2016-06-17,27746.44,0.69,70.6257755,72092.85274,20910.59461,2016-06-17,49533.8,3.416,4374.38,2071.22,-12.884
241,2016-06-10,27376.99,-1.7,56.3011022,72235.63668,20917.56506,2016-06-10,49422.2,3.4196,4461.05,2096.07,56.404
242,2016-06-03,27439.82,0.65,70.239244,72125.58866000001,20636.60688,2016-06-03,50619.5,3.5273,4509.79,2099.13,-72.888
243,2016-05-27,26775.51,0.32,60.1201037,72465.78875,21801.92237,2016-05-27,49051.5,3.6115,4512.54,2099.06,-11.631
244,2016-05-20,27133.68,0.71,61.9911422,71757.84645,19891.96783,2016-05-20,49722.7,3.5212,4362.9,2052.32,30.269
245,2016-05-13,28510.16,-1.9,65.9058752,72239.15033,20438.63728,2016-05-13,51804.3,3.5335,4326.53,2046.61,27.93
246,2016-05-06,28208.75,0.02,72.6154547,73052.43993000001,18250.59791,2016-05-06,51717.8,3.5019,4330.17,2057.14,-104.391
247,2016-04-29,28667.2,-1.2,80.4444999,73417.81572,19681.72929,2016-04-29,53910.5,3.4358,4341.3,2065.3,-216.789
248,2016-04-22,28375.79,0.22,79.8755747,73683.14456,18084.91237,2016-04-22,52907.9,3.5663,4474.19,2091.58,-20.853
249,2016-04-15,28335.4,1.57,78.111356,74363.2027,20687.39743,2016-04-15,53227.7,3.5321,4543.16,2080.73,-10.902
250,2016-04-08,26866.4,2.83,76.79969270000001,74681.01219000001,23983.92899,2016-04-08,50292.9,3.5904,4474.93,2047.6,-53.028
251,2016-04-01,27890.0,0.11,71.3257529,74613.3028,29605.72176,2016-04-01,50561.5,3.5538,4532.08,2072.78,-94.606
252,2016-03-18,27379.44,-0.0,61.0278708,71941.24473,32829.39125,2016-03-18,50814.7,3.6242,4410.83,2049.58,-46.312
253,2016-03-11,27540.18,1.55,73.4548372,69437.11142,36495.46999,2016-03-11,49638.7,3.5856,4361.83,2022.19,51.018
254,2016-03-04,26242.86,0.97,58.2932267,66636.2682,33221.02132,2016-03-04,49084.9,3.7529,4329.0,1999.99,-99.519
255,2016-02-26,24288.81,-1.7,43.0080178,64925.94433,28229.28857,2016-02-26,41593.1,4.0,4235.62,1948.05,-77.528
256,2016-02-19,24800.37,-1.0,29.1912233,63271.86692,33266.52472,2016-02-19,41543.4,4.022,4164.09,1917.78,-92.98
257,2016-02-12,23786.17,-0.8,18.998839900000004,60994.247,33435.90468,2016-02-12,39808.0,4.003,4019.19,1864.78,-67.28
258,2016-02-05,24439.65,1.43,38.9427616,58813.37735,39095.09142,2016-02-05,40592.1,3.9039,4024.47,1880.05,5.943
259,2016-01-29,24033.85,5.12,56.93557560000001,55308.70381,44955.05986,2016-01-29,40406.0,3.9992,4279.17,1940.24,-63.477
260,2016-01-22,21424.73,2.41,60.0300495,51228.838950000005,53888.4763,2016-01-22,38031.2,4.0938,4259.77,1906.9,-7.0
261,2016-01-15,21670.9,-1.5,93.3775649,43761.77201,40583.13014,2016-01-15,38569.1,4.049,4141.08,1880.33,124.61
262,2016-01-08,22660.84,-0.8,87.3178718,40200.60062,27469.25012,2016-01-08,40612.2,4.0248,4270.78,1922.03,-58.356
263,2015-12-18,24063.55,-3.2,121.0802538,37436.82662,20974.65084,2015-12-18,43910.6,3.9831,4514.83,2005.55,-37.359
264,2015-12-11,24758.34,0.05,150.1176252,37080.08118,23700.24895,2015-12-11,45262.7,3.8728,4537.56,2012.37,3.096
265,2015-12-04,24664.33,-2.3,166.7515378,36324.18672,22349.37008,2015-12-04,45360.8,3.7525,4716.12,2091.69,19.009
266,2015-11-27,25714.15,-2.8,207.6573363,35965.02989,19579.29781,2015-11-27,45872.9,3.8466,4680.47,2090.11,42.254
267,2015-11-13,27016.72,-0.4,194.0124047,35803.61402,17642.71626,2015-11-13,46517.0,3.8494,4502.14,2023.04,-2.848
268,2015-11-06,27235.76,-2.2,224.3526288,36104.11948,17910.96515,2015-11-06,46918.5,3.7688,4707.23,2099.2,18.235
269,2015-10-30,26711.21,2.36,207.4597155,36452.8794,13578.9879,2015-10-30,45868.8,3.8558,4648.83,2079.36,79.476
270,2015-10-23,26745.96,-1.2,205.3509609,37332.04176,11450.33612,2015-10-23,47596.6,3.8763,4624.09,2075.15,-175.607
271,2015-10-16,26557.8,-1.4,189.4862102,38821.39957,18357.46075,2015-10-16,47236.1,3.9236,4438.62,2033.11,-28.132
272,2015-10-09,26902.59,0.9,202.3759524,39651.0344,11938.9988,2015-10-09,49338.4,3.7633,4370.01,2014.89,-102.885
273,2015-10-02,25951.19,2.45,191.0661786,41019.29456,13768.25628,2015-10-02,47033.5,3.933,4267.45,1951.36,-142.164
274,2015-09-25,25274.34,-1.0,211.2809104,41936.77634,11888.42509,2015-09-25,44831.5,3.9755,4224.74,1931.34,-77.925
275,2015-09-18,26350.37,-2.8,196.626758,43179.61276,18214.04953,2015-09-18,47264.1,3.9454,4323.86,1958.03,-41.686
276,2015-09-11,25620.85,0.61,229.2577631,42893.21988,17299.99509,2015-09-11,46400.5,3.8708,4323.23,1961.05,-90.52
277,2015-09-04,25239.2,-1.9,260.3647926,43272.0844,9353.02294,2015-09-04,46497.7,3.8434,4184.72,1921.22,-70.863
278,2015-08-28,26156.44,-1.4,145.3875778,44596.42752,10150.29588,2015-08-28,47153.9,3.5815,4329.12,1988.87,-75.352
279,2015-08-21,26458.55,-3.0,143.22166470000002,45911.36667,9502.85121,2015-08-21,45719.6,3.4998,4197.27,1970.89,28.39
280,2015-08-14,27810.98,-0.6,136.1124408,47278.20498,10342.72065,2015-08-14,47508.4,3.4827,4530.74,2091.54,-23.724
281,2015-08-07,28233.56,-1.5,135.3307867,48368.9139,12377.65582,2015-08-07,48577.3,3.5072,4520.08,2077.57,-21.679
282,2015-07-31,29605.9,1.66,190.2017787,48935.61989,14897.151860000002,2015-07-31,50864.8,3.4214,4588.91,2103.84,-49.015
283,2015-07-24,28758.31,-2.4,166.9508707,48912.961350000005,18052.31888,2015-07-24,49245.8,3.3551,4557.38,2079.65,-48.519
284,2015-07-17,30564.79,-1.4,239.18886530000003,48468.7719,23760.82373,2015-07-17,52341.8,3.1881,4661.6,2126.64,-15.747
285,2015-07-10,30360.01,0.15,315.4736904,47101.56896,21056.873020000003,2015-07-10,52590.7,3.1602,4420.15,2076.62,-27.046
286,2015-07-03,30695.39,0.01,374.8810153,46251.31775,15453.6984,2015-07-03,52519.4,3.1343,4433.39,2076.78,19.568
287,2015-06-26,30291.98,1.96,361.442771,46506.25008,14369.44412,2015-06-26,54017.0,3.1293,4484.28,2101.49,-3.773
288,2015-06-19,30445.47,-0.0,349.1730164,46236.78966,17229.730330000002,2015-06-19,53749.4,3.0978,4513.42,2109.99,-66.938
289,2015-06-12,29992.89,-0.7,379.3324132,46005.64287,15764.10126,2015-06-12,53347.5,3.1197,4453.79,2094.11,-473.57
290,2015-06-05,30520.38,-0.7,367.9026418,45915.60905,17666.584310000002,2015-06-05,52973.4,3.1424,4477.19,2092.83,-20.083
291,2015-05-29,30202.54,-2.4,447.9765534,45234.92757,19644.78172,2015-05-29,52760.5,3.1787,4508.25,2107.39,71.806
292,2015-05-22,30518.72,-0.2,418.3376384,44869.08499,17864.69371,2015-05-22,54377.3,3.0942,4527.16,2126.06,-21.6
293,2015-05-15,31260.31,0.97,391.8579544,44573.38071,21899.669970000003,2015-05-15,57248.6,2.9969,4494.29,2122.73,-72.832
294,2015-05-08,31261.94,1.44,414.9257234,43342.68572,20037.02221,2015-05-08,57149.3,2.9746,4458.65,2116.1,-0.265
295,2015-04-24,29391.29,0.37,900.5667010000001,41490.22114,22836.49736,2015-04-24,56594.2,2.9513,4536.78,2117.69,-187.143
296,2015-04-17,28700.43,-0.5,876.4799682,40164.95369,22025.17982,2015-04-17,53954.8,3.0408,4351.8,2081.18,-16.755
297,2015-04-10,28551.62,0.26,841.2102482,39455.03639,25374.41953,2015-04-10,54214.1,3.0754,4422.02,2102.06,-727.018
298,2015-03-27,26927.19,-0.3,1143.3046694,35280.10456,30879.37398,2015-03-27,50094.7,3.2497,4332.86,2061.02,-97.59
299,2015-03-20,27658.17,3.65,1025.2509408,32094.54278,30353.60277,2015-03-20,51966.6,3.2308,4458.54,2108.1,-296.971
300,2015-03-13,25765.34,-0.8,1086.6752686,29642.59925,27870.71473,2015-03-13,48595.8,3.2487,4314.9,2053.4,-30.389
301,2015-03-06,25788.51,-0.0,1162.4135791,28025.14499,22286.43951,2015-03-06,49981.2,3.064,4399.23,2071.26,-143.5
302,2015-02-27,26521.88,-1.2,1473.9857999,27126.96914,25214.723520000003,2015-02-27,51583.1,2.8412,4440.67,2104.5,-298.889
303,2015-02-20,25673.35,-1.6,1212.3001205,25578.95506,26860.1333,2015-02-20,51237.7,2.8695,4443.05,2110.3,-183.627
304,2015-02-13,25391.92,1.62,2006.4485489,23978.03216,23828.32394,2015-02-13,50635.9,2.8347,4384.03,2096.99,-170.887
305,2015-02-06,24480.53,-1.2,1658.8487348,22883.2623,17556.37785,2015-02-06,48792.3,2.7819,4228.68,2055.47,-28.77
306,2015-01-30,24635.26,-3.0,1439.5648943,23226.60236,14253.20325,2015-01-30,46907.7,2.6829,4148.43,1994.99,117.233
307,2015-01-23,24867.91,-1.1,1263.2429205,23951.09824,11964.97311,2015-01-23,48775.3,2.5802,4278.14,2051.82,1.328
308,2015-01-16,26538.66,1.97,917.5516486,25500.2682,14474.73947,2015-01-16,49016.5,2.6223,4142.14,2019.42,3.124
309,2015-01-09,25774.12,-5.0,494.390112,26583.16432,18910.34511,2015-01-09,48840.3,2.6329,4213.28,2044.81,41.278
310,2015-01-02,26473.35,-2.5,529.3494128,26483.16815,24296.640590000003,2015-01-02,48512.2,2.6942,4230.24,2058.2,-35.968
311,2014-12-26,27015.48,0.87,656.6968658000001,25231.97475,28363.82426,2014-12-26,50144.6,2.6692,4314.1,2088.77,-71.707
312,2014-12-19,26281.62,1.28,645.2770942,23071.08579,22784.85061,2014-12-19,49651.0,2.6595,4281.78,2070.65,-51.998
313,2014-12-12,26655.94,-0.7,659.7468048000001,21834.53106,19501.53291,2014-12-12,48002.0,2.6541,4199.29,2002.33,-55.173
314,2014-12-05,27589.25,0.24,549.8190034,22156.58628,19914.56727,2014-12-05,51992.9,2.5885,4311.57,2075.37,-34.131
315,2014-11-28,28314.98,0.32,1048.1190372,21249.69224,16228.25727,2014-11-28,54724.0,2.5654,4337.79,2067.56,-67.955
316,2014-11-21,28019.1,4.26,1125.8874818000002,22164.47568,11164.70898,2014-11-21,56084.0,2.5158,4251.32,2063.5,-50.938
317,2014-11-14,26020.09,-0.9,1092.0481586,23241.13495,12464.62315,2014-11-14,51772.4,2.6017,4224.99,2039.82,-48.055
318,2014-11-07,26474.05,1.02,1009.7998036,24396.22049,11195.03583,2014-11-07,53222.9,2.5587,4160.51,2031.92,-44.182
319,2014-10-31,26451.47,1.16,890.1021976,26267.13591,8213.66047,2014-10-31,54628.6,2.4778,4158.21,2018.05,-79.06
320,2014-10-24,25779.43,2.55,852.682946,28259.41078,7944.253390000001,2014-10-24,51940.7,2.4739,4042.02,1964.58,0.056
321,2014-10-17,27538.31,2.22,802.3639524,30306.54492,8190.68602,2014-10-17,55723.8,2.4354,3815.47,1886.76,15.537
322,2014-10-10,27474.62,-2.1,646.5997832,32455.07442,10267.20016,2014-10-10,55311.6,2.4291,3870.86,1906.13,85.343
323,2014-10-03,27144.35,1.17,664.1067176,33839.8178,18692.3261,2014-10-03,54539.6,2.4584,4027.31,1967.9,-160.387
324,2014-09-26,28025.53,0.6,731.5753682,34324.85111,12403.04266,2014-09-26,57212.4,2.4201,4053.72,1982.85,-22.954
325,2014-09-19,28419.12,-0.9,759.9548006,35973.57986,8519.17723,2014-09-19,57788.7,2.3682,4100.09,2010.4,-3.963
326,2014-09-12,29005.53,-1.6,693.9561206000001,38054.32088,9351.83922,2014-09-12,56927.8,2.339,4069.23,1985.54,6.652
327,2014-09-05,31085.51,-0.3,719.983827,39511.86905,10528.46543,2014-09-05,60682.0,2.2418,4089.92,2007.71,-75.747
328,2014-08-29,31171.18,1.05,700.6059875999999,41020.94144,8504.93267,2014-08-29,61288.1,2.2359,4082.56,2003.37,-53.776
329,2014-08-22,30452.5,-0.8,703.0559386,42694.32097,9268.04525,2014-08-22,58407.3,2.2775,4052.75,1988.4,-98.419
330,2014-08-15,29698.94,2.04,669.7266052,44131.2658,9999.66967,2014-08-15,56963.6,2.2601,3987.51,1955.06,69.691
331,2014-08-08,28992.08,0.36,824.4935098,45407.48257,10916.93083,2014-08-08,55572.9,2.2833,3888.09,1931.59,59.978
332,2014-08-01,28543.39,0.61,584.0683184000001,46387.55589,13258.73003,2014-08-01,55902.9,2.2577,3879.67,1925.15,-22.754
333,2014-07-25,29717.94,-0.9,710.1457968,46693.82634,13610.09596,2014-07-25,57821.1,2.2298,3965.17,1978.34,-17.981
334,2014-07-18,29487.21,1.58,670.3789336,47525.12269,11654.21693,2014-07-18,57012.9,2.2262,3939.89,1978.22,-95.262
335,2014-07-11,28977.21,0.53,512.1587562000001,48293.377700000005,12187.564600000002,2014-07-11,54785.9,2.221,3904.58,1967.57,123.347
336,2014-07-04,28293.07,1.69,280.410478,49096.46959,13547.98396,2014-07-04,54055.9,2.2138,3923.01,1985.44,-7.637
337,2014-06-27,28191.38,-0.5,362.5545568,49550.61938,12351.60575,2014-06-27,53157.3,2.1938,3844.44,1960.96,30.088
338,2014-06-20,28326.32,-1.8,302.3448289,49838.09892,16879.70221,2014-06-20,54638.2,2.23,3802.64,1962.87,-53.656
339,2014-06-13,28029.71,-0.6,333.721126,50132.48481,20746.933780000003,2014-06-13,54806.6,2.2243,3775.56,1936.16,-34.325
340,2014-06-06,26962.51,1.66,578.8406215,49492.85857,18070.3035,2014-06-06,53128.7,2.2473,3794.57,1949.44,-73.683
341,2014-05-30,26328.72,-1.1,832.2033556000001,49443.06874,18060.81575,2014-05-30,51239.3,2.2415,3736.82,1923.57,-45.653
342,2014-05-23,26818.22,0.38,947.8697793,49352.99467,15396.65336,2014-05-23,52626.4,2.2233,3677.33,1900.53,-51.772
343,2014-05-16,27010.67,0.3,833.5180893000002,48637.06455,13253.76526,2014-05-16,53975.8,2.2148,3587.2,1877.86,-38.042
344,2014-05-09,26745.94,-1.5,745.0464546,49379.17094,14822.79129,2014-05-09,53100.3,2.2128,3555.7,1878.48,5.755
345,2014-05-02,26292.22,1.73,817.1181961,49736.547920000005,20365.86057,2014-05-02,52980.3,2.2214,3587.64,1881.14,-106.871
346,2014-04-25,25471.71,-1.6,917.4970198,49306.75578,22252.397650000003,2014-04-25,51399.4,2.2436,3533.1,1863.4,-11.716
347,2014-04-11,24691.97,0.87,1191.1664457,47859.53369,21258.17625,2014-04-11,51867.3,2.2187,3446.85,1815.69,-70.103
348,2014-04-04,25062.1,-0.2,937.6043681,47711.60635,23104.93197,2014-04-04,51081.8,2.2358,3539.38,1865.09,-63.936
349,2014-03-28,24617.24,0.5,1239.3474528,47292.71265,22217.74766,2014-03-28,49768.1,2.2612,3571.49,1857.62,-87.133
350,2014-03-21,23511.55,0.84,1205.1195479,46182.42853,23260.24737,2014-03-21,47380.9,2.3251,3653.07,1866.52,-78.167
351,2014-03-14,22311.92,-2.1,1000.0350218,46545.53674,24186.91273,2014-03-14,44965.7,2.3467,3627.87,1841.13,-72.721
352,2014-03-07,22167.93,-3.2,1170.2354648,45569.532490000005,22763.31912,2014-03-07,46244.1,2.3409,3703.4,1878.04,-44.924
353,2014-02-28,23057.55,-0.0,1427.6504366,45263.65936,19921.6648,2014-02-28,47094.4,2.3443,3696.1,1859.45,20.136
354,2014-02-21,22785.1,0.13,1511.7402671,45899.87464,17133.73386,2014-02-21,47380.2,2.3457,3662.6,1836.25,39.623
355,2014-02-14,23744.74,-0.8,1423.4922594000002,46548.35882,11286.27602,2014-02-14,48201.1,2.3889,3663.88,1838.63,-56.081
356,2014-02-07,24467.61,-0.0,1010.4348101,49533.67975,12657.37256,2014-02-07,48073.6,2.3792,3561.91,1797.02,38.939
357,2014-01-31,25207.56,1.04,480.99038,51928.3729,16894.83942,2014-01-31,47639.0,2.4128,3521.92,1782.59,-68.909
358,2014-01-24,25013.49,-0.9,407.5318492,53152.76817,19694.47619,2014-01-24,47787.4,2.3975,3541.48,1790.29,-21.313
359,2014-01-17,25778.03,-0.5,386.8122636,53569.00849,21569.218210000003,2014-01-17,49181.9,2.3425,3591.25,1838.7,-114.282
360,2014-01-10,25597.8,0.55,276.69102380000004,53919.26658,21325.09981,2014-01-10,49696.4,2.3584,3565.08,1842.37,27.429
361,2014-01-03,26348.26,2.86,247.0050598,54477.57586,26910.74393,2014-01-03,50981.1,2.3765,3538.73,1831.37,-92.76
362,2013-12-27,26301.71,-0.3,290.7641846,54031.40627000001,28226.12212,2013-12-27,51266.6,2.3383,3574.02,1841.4,103.725
363,2013-12-20,26650.53,-0.5,303.9339212,52878.14156,27114.30395,2013-12-20,51185.7,2.3874,3531.19,1818.32,4.178
364,2013-12-13,26141.73,-0.2,271.1345772,52592.99582,26297.11549,2013-12-13,50051.2,2.3301,3456.4,1775.32,22.1
365,2013-12-06,26407.9,0.87,303.4039318,52674.085600000006,24669.50268,2013-12-06,50944.3,2.332,3504.26,1805.09,0.361
366,2013-11-29,27027.65,1.43,356.95286079999994,52457.30832,21318.91697,2013-11-29,52482.5,2.336,3487.82,1805.81,-23.109
367,2013-11-22,26846.16,0.22,333.093338,52698.196,15223.3178,2013-11-22,52800.7,2.2794,3422.02,1804.76,54.435
368,2013-11-08,26205.37,-0.6,315.3236934,55745.92579,14866.53436,2013-11-08,52248.9,2.3133,3366.84,1770.61,13.362
369,2013-11-01,27540.65,-1.0,307.0238594,56978.54746,13482.20635,2013-11-01,54013.2,2.2538,3379.76,1761.64,-76.204
370,2013-10-25,27422.28,-0.7,245.5434783,58582.45515,17135.56291,2013-10-25,54154.1,2.1872,3383.83,1759.77,111.002
371,2013-10-18,27809.69,0.83,240.8472592,59769.80977,15309.15938,2013-10-18,55378.5,2.17,3353.88,1744.5,35.713
372,2013-10-11,27245.48,0.26,213.8587782,61020.87167,18504.17627,2013-10-11,53149.6,2.1761,3233.83,1703.2,4.421
373,2013-10-04,26897.5,-0.3,244.865442,61465.870760000005,17491.09242,2013-10-04,52849.0,2.2117,3242.57,1690.5,-7.781
374,2013-09-27,27186.76,0.61,257.32735620000005,62558.14931,15581.46937,2013-09-27,53738.9,2.2523,3230.31,1691.75,0.284
375,2013-09-20,26809.51,-1.1,271.99456,63743.21094,12352.95102,2013-09-20,54110.0,2.2105,3224.73,1709.91,-62.721
376,2013-09-13,26904.28,0.39,264.8928712,65898.27088,10915.27114,2013-09-13,53797.5,2.2802,3178.28,1687.99,-105.222
377,2013-09-06,26918.68,1.26,255.9138346,68091.32223,11910.98542,2013-09-06,53749.4,2.3066,3133.38,1655.17,-81.547
378,2013-08-30,25316.0,0.19,149.5426354,70147.05813,12697.153660000002,2013-08-30,50011.8,2.3855,3073.81,1632.97,51.583
379,2013-08-23,25707.79,0.4,164.5312626,71975.62873,12565.86708,2013-08-23,52197.1,2.3488,3124.27,1663.5,-93.447
380,2013-08-16,25821.93,0.11,131.9916204,73716.13577000001,13767.50755,2013-08-16,51538.8,2.3925,3073.91,1655.83,-87.411
381,2013-08-09,26013.16,0.23,159.09681799999998,75087.01974,15177.49324,2013-08-09,49874.9,2.2718,3118.57,1691.42,-32.438
382,2013-08-02,25667.97,-1.3,148.047039,76346.21132,16480.0956,2013-08-02,48474.0,2.2874,3143.52,1709.67,-9.373
383,2013-07-26,26325.31,0.05,123.1175376,77227.81252,17359.90555,2013-07-26,49422.1,2.2562,3076.23,1691.65,199.714
384,2013-07-19,25544.93,-0.4,114.2512212,78434.96949,16276.647110000002,2013-07-19,47400.2,2.2471,3044.93,1692.09,-20.901
385,2013-07-12,25341.6,-1.6,96.5115262,79550.34712,19139.81011,2013-07-12,45533.2,2.2672,3079.07,1680.19,-2192.091
386,2013-07-05,24929.11,-0.0,87.8119958,80066.27537,22764.59068,2013-07-05,45210.5,2.2524,2963.22,1631.89,-53.677
387,2013-06-28,25407.33,0.55,160.80486919999998,79997.22819000001,23694.87261,2013-06-28,47457.1,2.2317,2909.6,1606.28,146.153
388,2013-06-21,24760.74,-4.0,187.8562428,79492.62417,23269.85111,2013-06-21,47056.0,2.2422,2877.95,1592.43,37.632
389,2013-06-14,26520.53,-1.6,175.51648960000003,79662.99224,20960.96357,2013-06-14,49332.3,2.1516,2943.86,1626.73,192.942
390,2013-06-07,27623.51,-1.8,320.93358120000005,79586.25617000001,28299.596950000003,2013-06-07,51618.6,2.1319,2990.87,1643.38,51.876
391,2013-05-31,28523.67,-1.8,352.0629586,78117.42695,23288.32976,2013-05-31,53506.1,2.1411,2981.76,1630.74,135.073
392,2013-05-24,29712.79,0.16,351.442971,77265.70465,18140.89199,2013-05-24,56406.2,2.0515,2991.02,1649.6,4.32
393,2013-05-17,28502.41,0.03,352.1329572,77494.59397,19951.35074,2013-05-17,55164.3,2.0352,3028.96,1667.47,69.035
394,2013-05-10,28073.7,-0.0,337.1132576,78034.2293,19229.39447,2013-05-10,55107.8,2.0204,2981.02,1633.7,105.659
395,2013-05-03,28147.95,0.38,273.9430317,78201.9272,21716.24459,2013-05-03,55488.1,2.0089,2944.59,1614.42,402.669
396,2013-04-26,27472.17,-1.2,127.4576657,77627.26227,26671.00542,2013-04-26,54252.0,1.9988,2840.55,1582.24,560.722
397,2013-04-19,27832.68,0.82,149.9070027,76205.62654,36151.7492,2013-04-19,53928.9,2.0111,2780.46,1555.25,68.755
398,2013-04-12,27820.67,-0.6,187.4754001,73226.48797,38862.1918,2013-04-12,54962.6,1.9695,2856.48,1588.85,685.308
399,2013-04-05,27899.46,1.8,296.4740704,69644.7362,35398.674960000004,2013-04-05,55050.6,1.9853,2771.75,1553.28,180.134
400,2013-03-22,26610.1,-0.3,336.0032798,62966.885570000006,36568.15088,2013-03-22,55243.4,2.0094,2800.81,1556.89,282.368
401,2013-03-15,28089.2,-0.0,336.0939872,60105.42192,35699.21544,2013-03-15,56869.3,1.9831,2799.41,1560.7,1195.947
402,2013-03-08,28341.02,-0.5,368.20057900000006,58390.78134,28492.71426,2013-03-08,58432.8,1.9442,2804.11,1551.18,307.74
