nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-01;2355.0;0.0;6095.0;0.0;38.63
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;S;SUL;2014-01-01;224.0;0.0;385.0;0.0;58.26
GARIBALDI;89;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-01;62.0;0.0;104.0;0.0;59.88
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-01;294.0;0.0;407.0;0.0;72.26
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;3384.0;0.0;6059.0;0.0;55.84
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2014-01-01;1700.0;865.0;2015.0;1009.0;84.37
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2014-01-01;1443.0;0.0;3434.0;0.0;42.02
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;5662.0;0.0;15698.0;0.0;36.07
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-01;588.0;0.0;1184.0;0.0;49.68
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2014-01-01;6.0;0.0;20.0;0.0;29.28
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;2859.0;0.0;4199.0;0.0;68.09
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-01;396.0;0.0;482.0;0.0;82.25
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-01;3660.0;0.0;4361.0;0.0;83.93
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-01;353.0;0.0;914.0;0.0;38.65
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2014-01-01;375.0;0.0;563.0;0.0;66.55
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-01;2076.0;0.0;5402.0;0.0;38.44
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2014-01-01;69.0;125.0;261.0;459.0;26.61
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;175.0;0.0;268.0;0.0;65.43
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;7788.0;0.0;22782.0;0.0;34.19
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-01;2191.0;0.0;4459.0;0.0;49.13
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-01;1687.0;0.0;1728.0;0.0;97.62
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2014-01-01;2510.0;0.0;2985.0;0.0;84.08
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2014-01-01;126.0;0.0;304.0;0.0;41.38
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2014-01-01;97.0;115.0;113.0;144.0;85.89
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2014-01-01;12.0;0.0;13.0;0.0;99.31
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-01;736.0;0.0;1811.0;0.0;40.67
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-01;8.0;0.0;10.0;0.0;73.99
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-01;155.0;272.0;277.0;486.0;55.79
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-01;9.0;39.0;11.0;43.0;83.42
RONDON II;276;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2014-01-01;29.0;0.0;58.0;0.0;49.45
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;3315.0;0.0;6502.0;0.0;50.98
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-01;2144.0;0.0;3300.0;0.0;64.98
SAMUEL;279;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2014-01-01;94.0;0.0;232.0;0.0;40.69
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-01;318.0;0.0;442.0;0.0;71.91
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-01;232.0;0.0;371.0;0.0;62.57
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-01;1437.0;0.0;5028.0;0.0;28.57
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-01;222.0;0.0;461.0;0.0;48.09
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2014-01-01;10386.0;3436.0;35288.0;6470.0;29.43
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2014-01-01;10029.0;0.0;30184.0;0.0;33.23
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-01;568.0;4714.0;2315.0;16085.0;24.53
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;N;NORTE;2014-01-01;3195.0;0.0;7632.0;0.0;41.86
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;1739.0;0.0;4392.0;0.0;39.59
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;2119.0;0.0;2703.0;0.0;78.42
B.COQUEIROS;312;Fio dagua;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;23.0;0.0;;;23.9
BALBINA;277;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2014-01-02;345.0;0.0;773.0;0.0;44.57
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;1408.0;0.0;3019.0;0.0;46.64
BATALHA;20;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;0.0;0.0;0.0;0.0;0.0
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;1645.0;0.0;2433.0;0.0;67.61
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;NE;NORDESTE;2014-01-02;111.0;0.0;264.0;0.0;42.22
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;6.0;0.0;21.0;0.0;27.39
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;451.0;0.0;849.0;0.0;53.19
CACU;311;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;6.0;0.0;31.0;0.0;20.06
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;374.0;0.0;1560.0;0.0;23.96
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;100.0;0.0;232.0;0.0;43.01
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;3049.0;0.0;3954.0;0.0;77.12
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;1849.0;0.0;3444.0;0.0;53.68
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;1289.0;0.0;1523.0;0.0;84.67
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;122.0;0.0;425.0;0.0;28.69
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;208.0;0.0;1426.0;0.0;14.57
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2014-01-02;22.0;0.0;22.0;0.0;96.41
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;7821.0;0.0;21605.0;0.0;36.2
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;S;SUL;2014-01-02;198.0;0.0;212.0;0.0;93.56
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;34.0;0.0;114.0;0.0;29.63
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-02;374.0;0.0;794.0;0.0;47.15
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;16958.0;0.0;34926.0;0.0;48.55
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-02;2335.0;0.0;6095.0;0.0;38.31
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;S;SUL;2014-01-02;224.0;0.0;385.0;0.0;58.26
GARIBALDI;89;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;66.0;0.0;104.0;0.0;63.39
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;294.0;0.0;407.0;0.0;72.26
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;3353.0;0.0;6059.0;0.0;55.34
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2014-01-02;1701.0;865.0;2015.0;1009.0;84.4
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2014-01-02;1443.0;0.0;3434.0;0.0;42.02
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;5620.0;0.0;15698.0;0.0;35.8
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-02;588.0;0.0;1184.0;0.0;49.67
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2014-01-02;7.0;0.0;20.0;0.0;33.11
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;2865.0;0.0;4199.0;0.0;68.22
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-02;396.0;0.0;482.0;0.0;82.19
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;3612.0;0.0;4361.0;0.0;82.83
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;369.0;0.0;914.0;0.0;40.4
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2014-01-02;377.0;0.0;563.0;0.0;66.94
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;2084.0;0.0;5402.0;0.0;38.58
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2014-01-02;71.0;128.0;261.0;459.0;27.23
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;171.0;0.0;268.0;0.0;63.77
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;7802.0;0.0;22782.0;0.0;34.25
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-02;2197.0;0.0;4459.0;0.0;49.28
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;1689.0;0.0;1728.0;0.0;97.74
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2014-01-02;2517.0;0.0;2985.0;0.0;84.33
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2014-01-02;125.0;0.0;304.0;0.0;40.99
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2014-01-02;96.0;114.0;113.0;144.0;84.82
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;12.0;0.0;13.0;0.0;94.1
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-02;761.0;0.0;1811.0;0.0;42.05
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-02;6.0;0.0;10.0;0.0;59.73
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-02;155.0;272.0;277.0;486.0;55.92
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-02;7.0;31.0;11.0;43.0;66.35
RONDON II;276;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2014-01-02;29.0;0.0;58.0;0.0;49.65
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;3329.0;0.0;6502.0;0.0;51.2
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-02;2100.0;0.0;3300.0;0.0;63.63
SAMUEL;279;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2014-01-02;92.0;0.0;232.0;0.0;39.63
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-02;319.0;0.0;442.0;0.0;72.25
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-02;240.0;0.0;371.0;0.0;64.75
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-02;1394.0;0.0;5028.0;0.0;27.73
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-02;233.0;0.0;461.0;0.0;50.43
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2014-01-02;10416.0;3455.0;35288.0;6470.0;29.52
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2014-01-02;10271.0;0.0;30184.0;0.0;34.03
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2014-01-02;571.0;4736.0;2315.0;16085.0;24.65
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;N;NORTE;2014-01-02;3317.0;0.0;7632.0;0.0;43.46
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;1734.0;0.0;4392.0;0.0;39.48
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;2119.0;0.0;2703.0;0.0;78.41
B.COQUEIROS;312;Fio dagua;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;25.0;0.0;;;25.35
BALBINA;277;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2014-01-03;339.0;0.0;773.0;0.0;43.88
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;1423.0;0.0;3019.0;0.0;47.14
BATALHA;20;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;0.0;0.0;0.0;0.0;0.0
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;1639.0;0.0;2433.0;0.0;67.35
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;NE;NORDESTE;2014-01-03;110.0;0.0;264.0;0.0;41.75
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;4.0;0.0;21.0;0.0;20.49
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;454.0;0.0;849.0;0.0;53.44
CACU;311;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;8.0;0.0;31.0;0.0;25.86
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;361.0;0.0;1560.0;0.0;23.12
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;69.0;0.0;232.0;0.0;29.59
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;3038.0;0.0;3954.0;0.0;76.84
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;1849.0;0.0;3444.0;0.0;53.67
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;1276.0;0.0;1523.0;0.0;83.78
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;122.0;0.0;425.0;0.0;28.68
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;210.0;0.0;1426.0;0.0;14.75
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2014-01-03;22.0;0.0;22.0;0.0;96.56
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;7820.0;0.0;21605.0;0.0;36.19
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;S;SUL;2014-01-03;210.0;0.0;212.0;0.0;99.38
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;34.0;0.0;114.0;0.0;30.03
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-03;368.0;0.0;794.0;0.0;46.38
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;16916.0;0.0;34926.0;0.0;48.43
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2014-01-03;2364.0;0.0;6095.0;0.0;38.79
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;S;SUL;2014-01-03;223.0;0.0;385.0;0.0;57.97
GARIBALDI;89;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;76.0;0.0;104.0;0.0;72.99
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;294.0;0.0;407.0;0.0;72.26
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;3259.0;0.0;6059.0;0.0;53.78
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2014-01-03;1703.0;866.0;2015.0;1009.0;84.47
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2014-01-03;1436.0;0.0;3434.0;0.0;41.82
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;5547.0;0.0;15698.0;0.0;35.34
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-03;588.0;0.0;1184.0;0.0;49.66
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2014-01-03;8.0;0.0;20.0;0.0;38.39
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;2859.0;0.0;4199.0;0.0;68.09
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-03;396.0;0.0;482.0;0.0;82.19
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;3628.0;0.0;4361.0;0.0;83.19
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;401.0;0.0;914.0;0.0;43.87
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2014-01-03;379.0;0.0;563.0;0.0;67.33
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;2090.0;0.0;5402.0;0.0;38.68
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2014-01-03;74.0;133.0;261.0;459.0;28.37
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;162.0;0.0;268.0;0.0;60.45
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2014-01-03;7807.0;0.0;22782.0;0.0;34.27
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2014-01-03;2204.0;0.0;4459.0;0.0;49.43
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;1710.0;0.0;1728.0;0.0;98.91
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2014-01-03;2525.0;0.0;2985.0;0.0;84.58
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2014-01-03;125.0;0.0;304.0;0.0;41.05
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2014-01-03;82.0;98.0;113.0;144.0;72.64
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;11.0;0.0;13.0;0.0;87.9
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2014-01-03;770.0;0.0;1811.0;0.0;42.5
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2014-01-03;6.0;0.0;10.0;0.0;55.83
