nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;857.202;0.0;4328.181;0.0;19.8051
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;1586.791;0.0;2713.259;0.0;58.4828
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;N;NORTE;2018-01-01;131.366;0.0;776.495;0.0;16.9178
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2018-01-01;1078.487;0.0;2991.338;0.0;36.0537
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;1168.565;0.0;2741.81;0.0;42.6202
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;SE;SUDESTE;2018-01-01;1939.121;0.0;2393.976;0.0;81.0
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;NE;NORDESTE;2018-01-01;123.278;0.0;264.113;0.0;46.6762
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;3.926;0.0;20.614;0.0;19.0453
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;137.767;0.0;849.696;0.0;16.2137
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;6.927;0.0;30.799;0.0;22.491
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;393.882;0.0;1564.513;0.0;25.176
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2018-01-01;178.115;0.0;228.019;0.0;78.1141
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;SE;SUDESTE;2018-01-01;3349.61;0.0;3894.239;0.0;86.0145
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;SE;SUDESTE;2018-01-01;2015.319;0.0;3372.027;0.0;59.7658
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;831.743;0.0;1524.151;0.0;54.5709
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;206.989;0.0;424.213;0.0;48.7936
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;521.651;0.0;1424.634;0.0;36.6165
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;N;NORTE;2018-01-01;3.476;0.0;27.275;0.0;12.7443
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;2597.785;0.0;21816.111;0.0;11.9076
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;S;SUL;2018-01-01;216.594;0.0;206.758;0.0;104.7573
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;36.158;0.0;112.636;0.0;32.1016
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;SE;SUDESTE;2018-01-01;188.225;0.0;799.962;0.0;23.5292
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2018-01-01;3901.981;0.0;35033.363;0.0;11.1379
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;S;SUL;2018-01-01;3012.321;0.0;5721.4;0.0;52.6501
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;S;SUL;2018-01-01;224.961;0.0;376.527;0.0;59.7463
