nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-01-02;1697.808;;2393.976;;70.92
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-01-02;43.984;;264.113;;16.6535
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;17.01;;20.614;;82.5167
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-02;310.958;;849.696;;36.5964
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;32.469;;30.799;;105.4223
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-02;388.084;;1564.513;;24.8054
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-02;117.418;;228.019;;51.4948
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-02;1501.729;;3894.239;;38.5628
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-02;513.622;;3372.027;;15.2318
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;400.367;;1524.151;;26.2682
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;93.017;;424.213;;21.927
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;320.174;;1424.634;;22.4741
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-01-02;3.907;;27.275;;14.3245
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;2562.472;;21816.111;;11.7458
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-01-02;191.012;;206.758;;92.3843
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;24.108;;112.636;;21.4035
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-02;285.158;;799.962;;35.6464
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-02;4504.066;;35033.363;;12.8565
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-02;1249.82;;5934.427;;21.0605
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-01-02;77.902;;376.527;;20.6896
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-02;21.646;;102.272;;21.1651
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-01-02;270.508;;400.219;;67.59
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-01-02;2189.078;;3680.139;;59.4836
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-02;409.969;231.118;1982.135;1006.172;20.6832
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-01-02;1254.519;;3415.157;;36.7339
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;2476.777;;15642.114;;15.834
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-02;575.788;;1195.024;;48.1821
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-01-02;7.059;;20.686;;34.1245
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-02;1213.375;;4115.205;;29.4852
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-02;405.059;;481.526;;84.1199
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-02;1629.466;;4341.564;;37.5318
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-02;178.997;;891.947;;20.0681
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-01-02;279.037;;558.313;;49.9786
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-02;1011.88;;5357.286;;18.8879
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-01-02;107.871;188.168;259.928;451.743;41.5003
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;251.31;;268.245;;93.6867
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;3561.545;;22650.266;;15.7241
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-02;1346.737;;4494.109;;29.9667
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-02;487.274;;1724.187;;28.2611
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-01-02;2061.282;;2916.33;;70.6807
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-01-02;254.79;;328.609;;77.5359
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-01-02;52.404;61.437;109.015;145.019;48.0704
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-01-02;4.534;;12.764;;35.5218
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-01-02;787.332;;1825.697;;43.125
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-02;6.131;;10.051;;60.9989
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-02;76.327;132.661;283.575;483.964;26.916
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-02;0.74;2.967;11.24;42.836;6.5836
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-01-02;25.444;;57.483;;44.2635
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;999.526;;6559.416;;15.238
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-02;609.816;;3403.291;;17.9184
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-01-02;50.734;;259.092;;19.5815
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-02;194.208;;445.957;;43.5486
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-02;161.616;;378.251;;42.7272
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-02;1378.051;;4999.433;;27.5641
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-02;113.962;;453.034;;25.1553
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-01-02;2870.481;949.082;34798.828;6529.708;8.2488
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-01-02;433.444;;875.144;;49.5283
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-01-02;8737.798;;30048.219;;29.0793
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-01-02;1421.199;;2320.346;;61.2494
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-02;1207.8;8992.437;2347.023;16013.0;51.4609
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-01-02;1082.595;;7686.39;;14.0846
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;1063.792;;4328.181;;24.5783
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-01-03;1355.981;;2713.259;;49.9761
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-01-03;199.061;;776.495;;25.6358
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;508.183;;2991.338;;16.9885
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;486.865;;2741.81;;17.7571
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-01-03;1706.426;;2393.976;;71.28
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-01-03;44.387;;264.113;;16.8061
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;4.191;;20.614;;20.3308
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;317.076;;849.696;;37.3164
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;32.788;;30.799;;106.458
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;390.871;;1564.513;;24.9836
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;107.951;;228.019;;47.343
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-03;1521.878;;3894.239;;39.0802
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-03;490.563;;3372.027;;14.548
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;410.052;;1524.151;;26.9036
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;111.983;;424.213;;26.3978
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;301.917;;1424.634;;21.1926
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-01-03;3.957;;27.275;;14.5078
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;2578.505;;21816.111;;11.8193
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-01-03;189.854;;206.758;;91.8243
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;23.335;;112.636;;20.7172
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-03;278.954;;799.962;;34.8709
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;4540.113;;35033.363;;12.9594
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-03;1263.519;;5934.427;;21.2913
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-01-03;76.781;;376.527;;20.3919
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;26.685;;102.272;;26.0922
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-01-03;273.19;;400.219;;68.2601
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-01-03;2128.95;;3680.139;;57.8497
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-03;410.341;231.319;1982.135;1006.172;20.702
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-01-03;1247.703;;3415.157;;36.5343
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;2518.386;;15642.114;;16.1
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-03;581.892;;1195.024;;48.6929
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-01-03;6.745;;20.686;;32.6066
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-01-03;1216.998;;4115.205;;29.5732
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-03;405.348;;481.526;;84.1799
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;1617.338;;4341.564;;37.2524
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;176.72;;891.947;;19.8128
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-01-03;278.812;;558.313;;49.9383
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-01-03;1002.326;;5357.286;;18.7096
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-01-03;106.139;185.232;259.928;451.743;40.834
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;235.795;;268.245;;87.9029
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;3561.556;;22650.266;;15.7241
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-03;1350.887;;4494.109;;30.0591
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;485.048;;1724.187;;28.132
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-01-03;2049.663;;2916.33;;70.2823
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-01-03;255.194;;328.609;;77.6589
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-01-03;49.148;57.644;109.015;145.019;45.0837
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-01-03;4.604;;12.764;;36.0702
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-01-03;763.847;;1825.697;;41.8387
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-01-03;5.534;;10.051;;55.0592
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-03;76.466;132.899;283.575;483.964;26.965
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-01-03;0.69;2.77;11.24;42.836;6.1388
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-01-03;27.164;;57.483;;47.2557
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;995.899;;6559.416;;15.1827
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-03;612.122;;3403.291;;17.9862
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-01-03;55.078;;259.092;;21.2581
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-01-03;195.343;;445.957;;43.8031
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-03;157.644;;378.251;;41.6771
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-01-03;1336.366;;4999.433;;26.7304
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-01-03;122.584;;453.034;;27.0585
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-01-03;2841.377;939.672;34798.828;6529.708;8.1652
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-01-03;435.288;;875.144;;49.739
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-01-03;8761.423;;30048.219;;29.1579
