nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;0.0;0.0;6059.0;0.0;-42.28
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2015-01-01;605.0;331.0;2015.0;1009.0;30.0
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2015-01-01;749.0;0.0;3434.0;0.0;21.82
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;2137.0;0.0;15698.0;0.0;13.61
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-01;25.0;0.0;1184.0;0.0;2.14
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2015-01-01;7.0;0.0;20.0;0.0;34.99
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;863.0;0.0;4199.0;0.0;20.55
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-01;344.0;0.0;482.0;0.0;71.45
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-01;850.0;0.0;4361.0;0.0;19.48
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-01;677.0;0.0;914.0;0.0;74.06
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2015-01-01;421.0;0.0;563.0;0.0;74.81
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-01;821.0;0.0;5402.0;0.0;15.19
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2015-01-01;199.0;345.0;261.0;459.0;76.33
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;166.0;0.0;268.0;0.0;62.02
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;2643.0;0.0;22782.0;0.0;11.6
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-01;27.0;0.0;4459.0;0.0;0.6
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-01;1473.0;0.0;1728.0;0.0;85.2
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2015-01-01;1925.0;0.0;2985.0;0.0;64.48
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2015-01-01;123.0;0.0;304.0;0.0;40.43
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2015-01-01;35.0;40.0;113.0;144.0;30.89
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2015-01-01;8.0;0.0;13.0;0.0;66.44
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-01;642.0;0.0;1811.0;0.0;35.45
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-01;8.0;0.0;10.0;0.0;76.13
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-01;23.0;42.0;277.0;486.0;8.29
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-01;1.0;6.0;11.0;43.0;12.49
RONDON II;276;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2015-01-01;35.0;0.0;58.0;0.0;60.14
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;1381.0;0.0;6502.0;0.0;21.23
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-01;1850.0;0.0;3300.0;0.0;56.06
SAMUEL;279;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2015-01-01;60.0;0.0;232.0;0.0;25.91
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-01;2.0;0.0;442.0;0.0;0.54
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-01;146.0;0.0;371.0;0.0;39.28
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-01;2861.0;0.0;5028.0;0.0;56.91
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-01;240.0;0.0;461.0;0.0;52.05
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2015-01-01;8903.0;2868.0;35288.0;6470.0;25.23
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2015-01-01;6157.0;0.0;30184.0;0.0;20.4
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-01;177.0;1603.0;2315.0;16085.0;7.64
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;N;NORTE;2015-01-01;1886.0;0.0;7632.0;0.0;24.72
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;1068.0;0.0;4392.0;0.0;24.32
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;1526.0;0.0;2703.0;0.0;56.44
B.COQUEIROS;312;Fio dagua;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;24.0;0.0;;;54.52
BALBINA;277;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2015-01-02;269.0;0.0;773.0;0.0;34.8
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;1765.0;0.0;3019.0;0.0;58.45
BATALHA;20;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;945.0;0.0;2718.0;0.0;34.78
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;1353.0;0.0;2433.0;0.0;55.61
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;NE;NORDESTE;2015-01-02;53.0;0.0;264.0;0.0;19.99
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;8.0;0.0;21.0;0.0;38.14
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;232.0;0.0;849.0;0.0;27.32
CACU;311;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;25.0;0.0;31.0;0.0;78.47
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;337.0;0.0;1560.0;0.0;21.63
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;227.0;0.0;232.0;0.0;97.7
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;952.0;0.0;3954.0;0.0;24.08
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;670.0;0.0;3444.0;0.0;19.44
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;690.0;0.0;1523.0;0.0;45.32
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;163.0;0.0;425.0;0.0;38.31
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;95.0;0.0;1426.0;0.0;6.67
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2015-01-02;22.0;0.0;22.0;0.0;98.21
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;3309.0;0.0;21605.0;0.0;15.31
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;S;SUL;2015-01-02;239.0;0.0;212.0;0.0;112.78
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;107.0;0.0;114.0;0.0;94.21
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-02;95.0;0.0;794.0;0.0;11.95
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;4411.0;0.0;34926.0;0.0;12.63
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-02;3456.0;0.0;6095.0;0.0;56.69
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;S;SUL;2015-01-02;147.0;0.0;385.0;0.0;38.05
GARIBALDI;89;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;131.0;0.0;104.0;0.0;126.06
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;189.0;0.0;407.0;0.0;46.42
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;0.0;0.0;6059.0;0.0;-42.6
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2015-01-02;603.0;330.0;2015.0;1009.0;29.94
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2015-01-02;749.0;0.0;3434.0;0.0;21.82
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;2172.0;0.0;15698.0;0.0;13.83
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-02;25.0;0.0;1184.0;0.0;2.14
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2015-01-02;12.0;0.0;20.0;0.0;57.67
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;868.0;0.0;4199.0;0.0;20.66
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-02;344.0;0.0;482.0;0.0;71.34
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;850.0;0.0;4361.0;0.0;19.49
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;750.0;0.0;914.0;0.0;81.99
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2015-01-02;417.0;0.0;563.0;0.0;74.16
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;866.0;0.0;5402.0;0.0;16.03
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2015-01-02;205.0;354.0;261.0;459.0;78.42
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;158.0;0.0;268.0;0.0;58.76
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;2643.0;0.0;22782.0;0.0;11.6
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-02;27.0;0.0;4459.0;0.0;0.6
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;1495.0;0.0;1728.0;0.0;86.49
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2015-01-02;1970.0;0.0;2985.0;0.0;65.99
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2015-01-02;122.0;0.0;304.0;0.0;40.16
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2015-01-02;39.0;45.0;113.0;144.0;34.77
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;8.0;0.0;13.0;0.0;67.21
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-02;646.0;0.0;1811.0;0.0;35.68
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-02;12.0;0.0;10.0;0.0;112.6
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-02;23.0;42.0;277.0;486.0;8.29
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-02;1.0;5.0;11.0;43.0;9.23
RONDON II;276;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2015-01-02;34.0;0.0;58.0;0.0;58.11
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;1389.0;0.0;6502.0;0.0;21.36
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-02;1873.0;0.0;3300.0;0.0;56.75
SAMUEL;279;Reservatório com Usina;AMAZONAS;;SE;SUDESTE;SE;SUDESTE;2015-01-02;66.0;0.0;232.0;0.0;28.49
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-02;3.0;0.0;442.0;0.0;0.73
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-02;157.0;0.0;371.0;0.0;42.39
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-02;2836.0;0.0;5028.0;0.0;56.41
SEGREDO;76;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-02;263.0;0.0;461.0;0.0;56.99
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2015-01-02;8912.0;2874.0;35288.0;6470.0;25.25
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2015-01-02;6214.0;0.0;30184.0;0.0;20.59
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;;SE;SUDESTE;NE;NORDESTE;2015-01-02;178.0;1609.0;2315.0;16085.0;7.68
TUCURUI;275;Reservatório com Usina;TOCANTINS;;N;NORTE;N;NORTE;2015-01-02;1925.0;0.0;7632.0;0.0;25.23
A. VERMELHA;18;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;1114.0;0.0;4392.0;0.0;25.37
B. BONITA;37;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;1531.0;0.0;2703.0;0.0;56.63
B.COQUEIROS;312;Fio dagua;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;22.0;0.0;;;51.03
BALBINA;277;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2015-01-03;266.0;0.0;773.0;0.0;34.43
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;1792.0;0.0;3019.0;0.0;59.35
BATALHA;20;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;944.0;0.0;2718.0;0.0;34.73
BILLINGS;118;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;1353.0;0.0;2433.0;0.0;55.61
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;;NE;NORDESTE;NE;NORDESTE;2015-01-03;49.0;0.0;264.0;0.0;18.69
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;8.0;0.0;21.0;0.0;40.92
CACONDE;14;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;235.0;0.0;849.0;0.0;27.66
CACU;311;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;24.0;0.0;31.0;0.0;75.91
CAMARGOS;1;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;337.0;0.0;1560.0;0.0;21.58
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;229.0;0.0;232.0;0.0;98.37
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;981.0;0.0;3954.0;0.0;24.82
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;677.0;0.0;3444.0;0.0;19.65
CORUMBA;30;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;709.0;0.0;1523.0;0.0;46.54
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;160.0;0.0;425.0;0.0;37.63
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;93.0;0.0;1426.0;0.0;6.5
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;;N;NORTE;N;NORTE;2015-01-03;22.0;0.0;22.0;0.0;98.05
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;3315.0;0.0;21605.0;0.0;15.34
ERNESTINA;110;Reservatório sem usina;JACUI;;S;SUL;S;SUL;2015-01-03;237.0;0.0;212.0;0.0;111.84
ESPORA;290;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;106.0;0.0;114.0;0.0;93.61
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-03;93.0;0.0;794.0;0.0;11.66
FURNAS;6;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;4439.0;0.0;34926.0;0.0;12.71
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;;S;SUL;S;SUL;2015-01-03;3613.0;0.0;6095.0;0.0;59.27
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;;S;SUL;S;SUL;2015-01-03;150.0;0.0;385.0;0.0;38.99
GARIBALDI;89;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;126.0;0.0;104.0;0.0;121.21
GUARAPIRANGA;117;Reservatório sem usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;188.0;0.0;407.0;0.0;46.2
I. SOLTEIRA;34;Reservatório com Usina;PARANA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;0.0;0.0;6059.0;0.0;-42.6
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;;SE;SUDESTE;NE;NORDESTE;2015-01-03;602.0;329.0;2015.0;1009.0;29.88
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;;NE;NORDESTE;NE;NORDESTE;2015-01-03;743.0;0.0;3434.0;0.0;21.62
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;2215.0;0.0;15698.0;0.0;14.11
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-03;25.0;0.0;1184.0;0.0;2.14
JORDÃO;73;Reservatório sem usina;IGUACU;;S;SUL;S;SUL;2015-01-03;16.0;0.0;20.0;0.0;77.52
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;872.0;0.0;4199.0;0.0;20.77
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-03;343.0;0.0;482.0;0.0;71.28
M. MORAES;7;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;859.0;0.0;4361.0;0.0;19.69
MACHADINHO;91;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;790.0;0.0;914.0;0.0;86.34
MANSO;278;Reservatório com Usina;PARAGUAI;;SE;SUDESTE;SE;SUDESTE;2015-01-03;414.0;0.0;563.0;0.0;73.64
MARIMBONDO;17;Reservatório com Usina;GRANDE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;882.0;0.0;5402.0;0.0;16.34
MAUA;57;Reservatório com Usina;PARANAPANEMA;;S;SUL;SE;SUDESTE;2015-01-03;210.0;363.0;261.0;459.0;80.51
MIRANDA;26;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;162.0;0.0;268.0;0.0;60.4
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;;SE;SUDESTE;SE;SUDESTE;2015-01-03;2643.0;0.0;22782.0;0.0;11.6
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;;SE;SUDESTE;SE;SUDESTE;2015-01-03;27.0;0.0;4459.0;0.0;0.6
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;1512.0;0.0;1728.0;0.0;87.51
PASSO REAL;111;Reservatório com Usina;JACUI;;S;SUL;S;SUL;2015-01-03;1999.0;0.0;2985.0;0.0;66.97
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;;NE;NORDESTE;NE;NORDESTE;2015-01-03;121.0;0.0;304.0;0.0;39.82
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;;SE;SUDESTE;N;NORTE;2015-01-03;43.0;50.0;113.0;144.0;38.18
PORTO ESTRELA;135;Reservatório com Usina;DOCE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;9.0;0.0;13.0;0.0;68.0
PROMISSÃO;40;Reservatório com Usina;TIETE;;SE;SUDESTE;SE;SUDESTE;2015-01-03;654.0;0.0;1811.0;0.0;36.12
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;;S;SUL;S;SUL;2015-01-03;12.0;0.0;10.0;0.0;113.8
