nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;1351.0;0.0;4392.0;0.0;30.77
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;1454.0;0.0;2703.0;0.0;53.8
BALBINA;277;Reservatório com Usina;AMAZONAS;NORTE;N;NORTE;N;NORTE;2017-01-01;0.0;0.0;773.0;0.0;-2.52
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2017-01-01;1818.0;0.0;3019.0;0.0;60.22
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;909.0;0.0;2718.0;0.0;33.44
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;2066.0;0.0;2433.0;0.0;84.92
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;NE;NORDESTE;2017-01-01;64.0;0.0;264.0;0.0;24.25
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;13.0;0.0;21.0;0.0;64.71
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;352.0;0.0;849.0;0.0;41.5
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;9.0;0.0;31.0;0.0;28.79
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;434.0;0.0;1560.0;0.0;27.8
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2017-01-01;154.0;0.0;232.0;0.0;66.22
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;2249.0;0.0;3954.0;0.0;56.87
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;1983.0;0.0;3444.0;0.0;57.56
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;576.0;0.0;1523.0;0.0;37.84
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;128.0;0.0;425.0;0.0;30.04
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;118.0;0.0;1426.0;0.0;8.25
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;N;NORTE;2017-01-01;5.0;0.0;22.0;0.0;23.04
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;7282.0;0.0;21605.0;0.0;33.71
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;S;SUL;2017-01-01;220.0;0.0;212.0;0.0;104.12
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;21.0;0.0;114.0;0.0;18.68
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;415.0;0.0;794.0;0.0;52.28
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;15945.0;0.0;34926.0;0.0;45.65
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;SUL;S;SUL;S;SUL;2017-01-01;2752.0;0.0;6095.0;0.0;45.16
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;S;SUL;2017-01-01;240.0;0.0;385.0;0.0;62.35
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2017-01-01;83.0;0.0;104.0;0.0;79.65
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;304.0;0.0;407.0;0.0;74.69
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;3304.0;0.0;6059.0;0.0;54.53
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2017-01-01;285.0;160.0;2015.0;1009.0;14.13
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;NE;NORDESTE;2017-01-01;352.0;0.0;3434.0;0.0;10.25
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;3251.0;0.0;15698.0;0.0;20.71
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;674.0;0.0;1184.0;0.0;56.94
JORDÃO;73;Reservatório sem usina;IGUACU;SUL;S;SUL;S;SUL;2017-01-01;16.0;0.0;20.0;0.0;79.7
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;2506.0;0.0;4199.0;0.0;59.68
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;415.0;0.0;482.0;0.0;86.24
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;3247.0;0.0;4361.0;0.0;74.45
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2017-01-01;393.0;0.0;914.0;0.0;42.99
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;310.0;0.0;563.0;0.0;55.11
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;2711.0;0.0;5402.0;0.0;50.18
MAUA;57;Reservatório com Usina;PARANAPANEMA;SUL;S;SUL;SE;SUDESTE;2017-01-01;131.0;231.0;261.0;459.0;50.14
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;161.0;0.0;268.0;0.0;59.97
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;SE;SUDESTE;2017-01-01;5594.0;0.0;22782.0;0.0;24.55
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;SE;SUDESTE;2017-01-01;2155.0;0.0;4459.0;0.0;48.33
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;S;SUL;2017-01-01;1447.0;0.0;1728.0;0.0;83.7
