nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;539.332;;4340.282;;12.4262
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2022-01-02;1439.411;;2713.786;;53.0407
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2022-01-02;400.212;;785.737;;50.9346
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;1188.694;;2991.427;;39.7367
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;1267.837;;2751.514;;46.0778
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2022-01-02;1595.073;;2444.556;;65.25
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2022-01-02;207.486;;264.178;;78.5402
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;3.66;;20.753;;17.636
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;447.182;;853.4;;52.4
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;29.964;;30.877;;97.0431
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;651.239;;1566.693;;41.5677
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;105.997;;227.826;;46.5254
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-02;1203.992;;3889.672;;30.9536
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-02;1339.412;;3370.499;;39.7393
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;1007.338;;1531.054;;65.7938
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;221.908;;425.126;;52.1982
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;722.647;;1415.959;;51.0359
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2022-01-02;27.359;;28.109;;97.3318
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;4203.245;;21873.496;;19.2162
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2022-01-02;120.062;;200.552;;59.8658
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;68.278;;112.927;;60.4621
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-02;456.548;;813.622;;56.113
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;10301.977;;34989.943;;29.4427
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-02;2642.391;;5880.363;;44.9358
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2022-01-02;190.168;;374.956;;50.7174
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;34.464;;101.775;;33.8629
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2022-01-02;267.028;;408.675;;65.3399
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2022-01-02;0.0;;3691.575;;0.0
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-02;1079.368;581.029;1962.895;1004.893;54.9886
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2022-01-02;2045.449;;3418.033;;59.8429
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;4319.989;;15706.409;;27.5046
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-02;349.742;;1213.775;;28.8144
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2022-01-02;4.126;;20.306;;20.3191
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-02;817.781;;4121.37;;19.8425
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-02;464.192;;512.183;;90.6301
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;1397.851;;4332.942;;32.261
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;330.502;;890.994;;37.0936
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2022-01-02;178.391;;555.798;;32.0964
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-02;560.994;;5393.697;;10.4009
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2022-01-02;97.007;167.697;261.737;451.213;37.0628
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;153.189;;269.778;;56.7834
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;3541.286;;22766.333;;15.5549
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-02;889.933;;4561.222;;19.5108
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;771.759;;1706.162;;45.2336
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2022-01-02;1180.817;;2828.801;;41.7427
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2022-01-02;349.087;;335.383;;104.0861
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2022-01-02;90.324;111.986;114.392;147.034;78.9601
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2022-01-02;11.267;;12.899;;87.3479
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2022-01-02;571.925;;1829.65;;31.2587
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-02;5.811;;10.163;;57.178
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-02;163.202;281.03;283.402;484.803;57.5867
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-02;7.31;28.909;11.43;42.91;63.9545
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2022-01-02;19.741;;56.442;;34.9757
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;701.283;;6581.918;;10.6547
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-02;1353.603;;3340.803;;40.5173
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2022-01-02;30.093;;257.288;;11.6962
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-02;94.911;;454.095;;20.9011
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-02;229.586;;373.966;;61.3922
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-02;818.182;;5014.801;;16.3153
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-02;143.699;;447.497;;32.1117
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2022-01-02;10912.394;3817.833;35277.664;6620.419;30.9329
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2022-01-02;580.712;;900.655;;64.4766
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2022-01-02;15844.426;;30100.282;;52.6388
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2022-01-02;0.0;;2328.579;;0.0
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-02;1161.36;8773.535;2345.606;16040.745;49.5122
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2022-01-02;4927.726;;7721.097;;63.8216
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;542.293;;4340.282;;12.4944
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2022-01-03;1464.663;;2713.786;;53.9712
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2022-01-03;400.212;;785.737;;50.9346
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;1182.018;;2991.427;;39.5135
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;1308.338;;2751.514;;47.5497
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2022-01-03;1599.228;;2444.556;;65.42
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2022-01-03;208.92;;264.178;;79.083
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;4.502;;20.753;;21.6932
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;460.417;;853.4;;53.9509
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;29.642;;30.877;;96.0003
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;677.36;;1566.693;;43.235
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;108.682;;227.826;;47.7039
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-03;1202.837;;3889.672;;30.9239
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-03;1342.39;;3370.499;;39.8276
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;1026.019;;1531.054;;67.0139
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;224.057;;425.126;;52.7037
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;740.149;;1415.959;;52.2719
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2022-01-03;26.885;;28.109;;95.6455
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;4290.454;;21873.496;;19.6149
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2022-01-03;119.636;;200.552;;59.6534
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;69.041;;112.927;;61.1377
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-03;470.047;;813.622;;57.7722
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;10591.133;;34989.943;;30.2691
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-03;2606.952;;5880.363;;44.3332
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2022-01-03;188.214;;374.956;;50.1963
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;27.026;;101.775;;26.5547
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2022-01-03;268.132;;408.675;;65.6101
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2022-01-03;0.0;;3691.575;;0.0
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-03;1114.656;598.615;1962.895;1004.893;56.7863
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2022-01-03;2045.449;;3418.033;;59.8429
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;4364.454;;15706.409;;27.7877
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-03;353.589;;1213.775;;29.1313
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2022-01-03;3.836;;20.306;;18.891
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2022-01-03;817.786;;4121.37;;19.8426
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-03;465.882;;512.183;;90.9601
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;1421.99;;4332.942;;32.8181
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;322.983;;890.994;;36.2497
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2022-01-03;185.62;;555.798;;33.397
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2022-01-03;554.346;;5393.697;;10.2777
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2022-01-03;94.777;163.899;261.737;451.213;36.2108
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;164.682;;269.778;;61.0435
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;3616.031;;22766.333;;15.8832
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-03;898.217;;4561.222;;19.6925
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;765.277;;1706.162;;44.8537
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2022-01-03;1174.884;;2828.801;;41.5329
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2022-01-03;350.973;;335.383;;104.6484
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2022-01-03;83.104;103.662;114.392;147.034;72.6484
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2022-01-03;11.34;;12.899;;87.9138
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2022-01-03;572.828;;1829.65;;31.3081
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2022-01-03;5.751;;10.163;;56.5876
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-03;166.157;286.027;283.402;484.803;58.6294
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2022-01-03;8.11;31.97;11.43;42.91;70.9536
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2022-01-03;18.848;;56.442;;33.3936
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;719.147;;6581.918;;10.9261
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-03;1350.948;;3340.803;;40.4378
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2022-01-03;28.32;;257.288;;11.0071
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2022-01-03;95.175;;454.095;;20.9593
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-03;230.763;;373.966;;61.7069
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2022-01-03;839.258;;5014.801;;16.7356
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2022-01-03;137.712;;447.497;;30.7738
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2022-01-03;11095.776;3900.064;35277.664;6620.419;31.4527
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2022-01-03;586.37;;900.655;;65.1048
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2022-01-03;16145.386;;30100.282;;53.6387
