,Date,Price,change
3421,2008-11-11,14681.39,2.0
3422,2008-11-10,14393.27,-0.7
3423,2008-11-07,14504.59,1.54
3424,2008-11-06,14284.13,0.24
3425,2008-11-05,14249.78,-3.3
3426,2008-11-04,14741.3,2.14
3427,2008-11-03,14431.89,0.39
3428,2008-10-31,14375.72,1.2
3429,2008-10-30,14205.22,0.9
3430,2008-10-29,14078.76,1.21
3431,2008-10-28,13910.87,9.67
3432,2008-10-27,12683.83,-1.8
3433,2008-10-24,12924.14,-4.9
3434,2008-10-23,13601.09,-1.5
3435,2008-10-22,13819.65,-6.9
3436,2008-10-21,14853.73,-0.3
3437,2008-10-20,14908.7,4.09
3438,2008-10-17,14322.56,-1.1
3439,2008-10-16,14485.37,2.02
3440,2008-10-15,14198.04,-6.4
3441,2008-10-14,15176.78,3.38
3442,2008-10-13,14680.05,12.3
3443,2008-10-10,13072.37,-3.4
3444,2008-10-09,13539.62,-1.8
3445,2008-10-08,13789.12,-6.5
3446,2008-10-07,14758.74,-3.8
3447,2008-10-06,15346.43,-4.1
3448,2008-10-03,16010.06,-1.2
3449,2008-10-02,16210.94,-3.0
3450,2008-10-01,16711.82,1.95
3451,2008-09-30,16392.7,5.92
3452,2008-09-29,15476.59,-6.7
3453,2008-09-26,16590.08,0.66
3454,2008-09-25,16481.1,3.14
3455,2008-09-24,15979.44,-0.5
3456,2008-09-23,16065.16,-0.5
3457,2008-09-22,16156.65,-1.2
3458,2008-09-19,16368.44,8.05
3459,2008-09-18,15149.56,2.85
3460,2008-09-17,14729.72,-4.8
3461,2008-09-16,15473.82,-0.7
3462,2008-09-15,15595.45,-2.9
3463,2008-09-12,16068.81,1.75
3464,2008-09-11,15792.21,1.43
3465,2008-09-10,15569.61,-0.3
3466,2008-09-09,15622.69,-2.6
3467,2008-09-08,16046.55,-1.2
3468,2008-09-05,16248.79,-0.3
3469,2008-09-04,16299.81,-3.3
3470,2008-09-03,16865.61,-1.8
3471,2008-09-02,17174.56,-1.1
3472,2008-09-01,17377.42,-0.6
3473,2008-08-29,17483.2,-1.6
3474,2008-08-28,17769.5,0.47
3475,2008-08-27,17685.69,0.38
3476,2008-08-26,17618.31,-0.0
3477,2008-08-25,17633.4,-1.3
3478,2008-08-22,17874.0,0.0
3479,2008-08-21,17874.39,-0.6
3480,2008-08-20,17981.73,0.85
3481,2008-08-19,17830.35,0.65
3482,2008-08-18,17715.09,-0.8
3483,2008-08-15,17866.87,-0.5
3484,2008-08-14,17968.58,1.18
3485,2008-08-13,17759.67,-0.3
3486,2008-08-12,17826.8,-0.8
3487,2008-08-11,17977.67,-4.6
3488,2008-08-08,18858.23,-0.9
3489,2008-08-07,19045.88,-1.2
3490,2008-08-06,19276.63,0.97
3491,2008-08-05,19090.8,0.71
3492,2008-08-04,18956.99,-0.3
3493,2008-08-01,19023.94,-0.7
3494,2008-07-31,19167.96,0.46
3495,2008-07-30,19079.28,0.17
3496,2008-07-29,19046.84,1.63
3497,2008-07-28,18741.28,-1.0
3498,2008-07-25,18937.1,0.24
3499,2008-07-24,18892.66,-1.7
3500,2008-07-23,19236.94,-0.3
3501,2008-07-22,19309.24,-1.0
3502,2008-07-21,19517.23,1.82
3503,2008-07-18,19169.06,-0.4
3504,2008-07-17,19250.82,-1.9
3505,2008-07-16,19634.44,0.93
3506,2008-07-15,19453.13,1.63
3507,2008-07-14,19142.0,1.49
3508,2008-07-11,18860.11,0.26
3509,2008-07-10,18811.29,2.23
3510,2008-07-08,18400.85,1.78
3511,2008-07-07,18079.85,-0.9
3512,2008-07-04,18253.77,0.02
3513,2008-07-03,18249.37,-1.1
3514,2008-07-02,18462.92,-1.8
3515,2008-07-01,18818.74,-1.8
3516,2008-06-30,19166.32,0.98
3517,2008-06-27,18979.93,1.46
3518,2008-06-26,18706.83,-1.3
3519,2008-06-25,18959.79,2.49
3520,2008-06-24,18499.47,-0.6
3521,2008-06-23,18619.02,0.08
3522,2008-06-20,18604.77,-1.3
3523,2008-06-19,18849.15,0.95
3524,2008-06-18,18672.55,-2.1
3525,2008-06-17,19087.53,-0.4
3526,2008-06-16,19164.42,0.06
3527,2008-06-13,19153.61,-1.1
3528,2008-06-12,19380.68,0.44
3529,2008-06-11,19295.37,0.37
3530,2008-06-10,19224.21,-1.0
3531,2008-06-09,19432.65,1.88
3532,2008-06-06,19073.25,-2.1
3533,2008-06-05,19489.21,2.24
3534,2008-06-04,19062.25,1.04
3535,2008-06-03,18866.45,-0.7
3536,2008-06-02,19004.96,-0.8
3537,2008-05-30,19174.93,1.87
3538,2008-05-29,18822.43,-0.5
3539,2008-05-28,18934.46,3.49
3540,2008-05-27,18295.16,-0.9
3541,2008-05-26,18471.06,-0.3
3542,2008-05-23,18537.94,-0.3
3543,2008-05-21,18604.79,-1.3
3544,2008-05-20,18866.79,-0.6
3545,2008-05-19,18996.56,-0.3
3546,2008-05-16,19063.24,1.82
3547,2008-05-15,18723.37,1.76
3548,2008-05-14,18400.36,-0.7
3549,2008-05-13,18538.14,-0.6
3550,2008-05-12,18657.86,1.3
3551,2008-05-09,18418.32,-0.3
3552,2008-05-08,18480.16,0.51
3553,2008-05-07,18386.73,-2.3
3554,2008-05-06,18826.32,-0.8
3555,2008-05-05,18992.35,2.96
3556,2008-05-02,18446.99,2.34
3557,2008-04-30,18024.52,4.15
3558,2008-04-29,17306.61,-2.7
3559,2008-04-28,17790.82,0.3
3560,2008-04-25,17737.49,0.98
3561,2008-04-24,17565.5,0.6
3562,2008-04-23,17461.47,-0.2
3563,2008-04-22,17511.29,-0.0
3564,2008-04-18,17525.56,0.72
3565,2008-04-17,17399.52,0.96
3566,2008-04-16,17233.65,1.11
3567,2008-04-15,17043.93,-0.2
3568,2008-04-14,17094.1,-1.3
3569,2008-04-11,17329.5,-0.9
3570,2008-04-10,17498.21,0.51
3571,2008-04-09,17409.86,-1.4
3572,2008-04-08,17664.15,0.47
3573,2008-04-07,17581.55,-1.2
3574,2008-04-04,17795.22,0.07
3575,2008-04-03,17783.27,1.07
3576,2008-04-02,17595.35,1.7
3577,2008-04-01,17301.09,2.62
3578,2008-03-31,16859.0,2.13
3579,2008-03-28,16507.74,-1.0
3580,2008-03-27,16676.06,0.31
3581,2008-03-26,16624.97,-0.4
3582,2008-03-25,16695.05,-0.9
3583,2008-03-24,16852.97,-0.0
3584,2008-03-20,16867.74,0.86
3585,2008-03-19,16724.71,-1.7
3586,2008-03-18,17017.8,1.51
3587,2008-03-17,16764.65,-1.7
3588,2008-03-14,17068.63,-0.1
3589,2008-03-13,17088.47,-0.3
3590,2008-03-12,17149.66,-0.1
3591,2008-03-11,17171.1,1.81
3592,2008-03-10,16866.22,-2.0
3593,2008-03-07,17220.38,-1.6
3594,2008-03-06,17512.18,-2.0
3595,2008-03-05,17879.79,0.89
3596,2008-03-04,17721.61,-1.0
3597,2008-03-03,17914.8,2.56
3598,2008-02-29,17467.5,-0.9
3599,2008-02-28,17630.94,-0.3
3600,2008-02-27,17697.79,0.18
3601,2008-02-26,17665.56,1.12
3602,2008-02-25,17469.08,0.66
3603,2008-02-22,17354.56,1.85
3604,2008-02-21,17039.65,-0.5
3605,2008-02-20,17127.54,1.99
3606,2008-02-19,16792.65,-0.8
3607,2008-02-18,16940.05,1.54
3608,2008-02-15,16682.78,-0.3
3609,2008-02-14,16739.67,-0.7
3610,2008-02-13,16868.03,1.76
3611,2008-02-12,16576.18,1.69
3612,2008-02-11,16301.24,2.47
3613,2008-02-08,15908.74,-0.4
3614,2008-02-07,15976.08,-0.3
3615,2008-02-06,16029.98,-2.0
3616,2008-02-01,16358.64,1.67
3617,2008-01-31,16089.95,-0.4
3618,2008-01-30,16168.05,-0.5
3619,2008-01-29,16261.43,-0.4
3620,2008-01-28,16341.31,2.21
3621,2008-01-24,15987.42,2.9
3622,2008-01-23,15537.14,-2.6
3623,2008-01-22,15957.79,3.33
3624,2008-01-21,15443.79,-4.7
3625,2008-01-18,16211.9,0.05
3626,2008-01-17,16203.85,-1.4
3627,2008-01-16,16448.88,-0.9
3628,2008-01-15,16602.09,-2.5
3629,2008-01-14,17027.87,0.52
3630,2008-01-11,16940.24,-2.4
3631,2008-01-10,17365.78,0.88
3632,2008-01-09,17213.81,0.94
3633,2008-01-08,17054.26,0.71
3634,2008-01-07,16934.5,0.24
3635,2008-01-04,16893.17,-2.0
3636,2008-01-03,17241.1,1.39
3637,2008-01-02,17005.44,-1.7
3638,2007-12-28,17305.63,-0.3
3639,2007-12-27,17364.75,0.83
3640,2007-12-26,17222.48,3.72
3641,2007-12-21,16605.22,1.77
3642,2007-12-20,16316.94,-0.6
3643,2007-12-19,16429.45,0.32
3644,2007-12-18,16377.72,1.83
3645,2007-12-17,16083.58,-3.2
3646,2007-12-14,16623.08,-0.1
3647,2007-12-13,16642.83,-1.4
3648,2007-12-12,16889.31,-0.1
3649,2007-12-11,16918.52,-2.1
3650,2007-12-10,17289.35,-0.6
3651,2007-12-07,17404.63,-1.0
3652,2007-12-06,17581.21,0.53
3653,2007-12-05,17488.58,0.85
3654,2007-12-04,17341.79,0.57
3655,2007-12-03,17242.76,0.57
3656,2007-11-30,17145.07,3.16
3657,2007-11-29,16619.66,0.22
3658,2007-11-28,16583.19,3.64
3659,2007-11-27,16000.58,-0.1
3660,2007-11-26,16021.5,-3.7
3661,2007-11-23,16648.11,0.29
3662,2007-11-22,16600.36,0.49
3663,2007-11-21,16518.83,-3.4
3664,2007-11-19,17110.13,-2.7
3665,2007-11-16,17586.26,-0.2
3666,2007-11-14,17637.98,2.28
3667,2007-11-13,17244.78,1.84
3668,2007-11-12,16932.54,-3.0
3669,2007-11-09,17457.72,-0.0
3670,2007-11-08,17467.13,-2.0
3671,2007-11-07,17835.75,-1.3
3672,2007-11-06,18087.81,0.9
3673,2007-11-05,17926.0,1.2
3674,2007-11-01,17713.63,-1.0
3675,2007-10-31,17897.86,1.17
3676,2007-10-30,17691.22,-0.0
3677,2007-10-29,17698.27,-0.3
3678,2007-10-26,17763.65,1.67
3679,2007-10-25,17471.73,0.0
3680,2007-10-24,17472.09,-0.5
3681,2007-10-23,17568.98,2.28
3682,2007-10-22,17177.67,0.89
3683,2007-10-19,17026.08,-2.8
3684,2007-10-18,17526.14,0.18
3685,2007-10-17,17493.8,2.23
3686,2007-10-16,17111.61,-2.1
3687,2007-10-15,17489.0,-0.4
3688,2007-10-11,17564.0,-1.0
3689,2007-10-10,17750.35,-1.0
3690,2007-10-09,17945.44,1.01
3691,2007-10-08,17766.54,1.19
3692,2007-10-05,17557.41,0.66
3693,2007-10-04,17442.5,0.61
3694,2007-10-03,17336.87,-1.0
3695,2007-10-02,17521.35,0.3
3696,2007-10-01,17468.79,1.58
3697,2007-09-28,17196.38,-0.2
3698,2007-09-27,17241.61,0.18
3699,2007-09-26,17210.62,1.08
3700,2007-09-25,17026.14,0.71
3701,2007-09-24,16906.0,1.29
3702,2007-09-21,16690.96,1.26
3703,2007-09-20,16482.93,-1.1
3704,2007-09-19,16672.17,0.74
3705,2007-09-18,16549.86,2.41
3706,2007-09-17,16160.74,-1.7
3707,2007-09-14,16444.3,-0.5
3708,2007-09-13,16539.61,0.59
3709,2007-09-12,16443.39,-0.7
3710,2007-09-11,16571.24,1.7
3711,2007-09-10,16294.82,-2.7
3712,2007-09-06,16746.81,0.43
3713,2007-09-05,16675.53,-1.2
3714,2007-09-04,16878.74,0.1
3715,2007-09-03,16861.12,0.1
3716,2007-08-31,16843.85,3.0
3717,2007-08-30,16353.09,-1.7
3718,2007-08-29,16646.83,2.7
3719,2007-08-28,16209.95,-2.9
3720,2007-08-27,16694.05,0.18
3721,2007-08-24,16663.95,1.58
3722,2007-08-23,16405.42,-0.9
3723,2007-08-22,16559.12,3.19
3724,2007-08-21,16046.57,1.67
3725,2007-08-20,15782.66,2.68
3726,2007-08-17,15371.16,3.74
3727,2007-08-16,14816.4,-4.9
3728,2007-08-15,15588.98,-3.3
3729,2007-08-14,16130.04,-3.1
3730,2007-08-13,16645.61,-0.2
3731,2007-08-10,16680.45,-1.7
3732,2007-08-09,16983.42,-3.0
3733,2007-08-08,17513.83,2.66
3734,2007-08-07,17060.68,1.72
3735,2007-08-06,16772.05,1.5
3736,2007-08-03,16523.67,-2.9
3737,2007-08-02,17017.71,-0.1
3738,2007-08-01,17047.69,-0.0
3739,2007-07-31,17052.75,-0.4
3740,2007-07-30,17124.32,2.01
3741,2007-07-27,16786.09,-0.4
3742,2007-07-26,16863.07,-4.1
3743,2007-07-25,17592.06,0.92
3744,2007-07-24,17431.1,-3.0
3745,2007-07-23,17984.22,-0.5
3746,2007-07-20,18085.96,-0.6
3747,2007-07-19,18199.24,0.05
3748,2007-07-18,18190.29,0.03
3749,2007-07-17,18185.37,0.44
3750,2007-07-16,18106.36,-0.8
3751,2007-07-13,18260.82,-0.3
3752,2007-07-12,18323.86,1.49
3753,2007-07-11,18055.4,1.0
3754,2007-07-10,17876.31,-1.2
3755,2007-07-06,18109.0,0.75
3756,2007-07-05,17974.31,0.11
3757,2007-07-04,17955.25,0.01
3758,2007-07-03,17954.29,-0.7
3759,2007-07-02,18097.4,1.92
3760,2007-06-29,17756.28,0.54
3761,2007-06-28,17661.18,0.93
3762,2007-06-27,17497.83,-0.0
3763,2007-06-26,17512.13,-0.0
3764,2007-06-25,17528.33,-0.7
3765,2007-06-22,17661.68,-1.1
3766,2007-06-21,17868.2,1.73
3767,2007-06-20,17564.18,-0.4
3768,2007-06-19,17645.9,-0.1
3769,2007-06-18,17674.02,0.16
3770,2007-06-15,17645.18,1.42
3771,2007-06-14,17398.1,0.35
3772,2007-06-13,17338.11,1.21
3773,2007-06-12,17129.98,-1.2
3774,2007-06-11,17348.41,1.28
3775,2007-06-08,17128.74,1.92
3776,2007-06-06,16805.4,-1.5
3777,2007-06-05,17063.76,-0.7
3778,2007-06-04,17190.03,0.43
3779,2007-06-01,17117.12,1.6
3780,2007-05-31,16847.5,-0.3
3781,2007-05-30,16899.87,1.23
3782,2007-05-29,16694.87,-0.3
3783,2007-05-28,16758.43,1.59
3784,2007-05-25,16496.75,2.16
3785,2007-05-24,16148.12,-1.8
3786,2007-05-23,16449.5,0.17
3787,2007-05-22,16422.07,-0.1
3788,2007-05-21,16449.86,0.33
3789,2007-05-18,16396.56,-0.0
3790,2007-05-17,16402.51,0.07
3791,2007-05-16,16391.75,2.58
3792,2007-05-15,15979.83,0.51
3793,2007-05-14,15899.29,-1.3
3794,2007-05-11,16111.62,0.8
3795,2007-05-10,15983.27,-0.8
3796,2007-05-09,16118.87,1.35
3797,2007-05-08,15904.78,-0.2
3798,2007-05-07,15944.48,0.24
3799,2007-05-04,15906.15,0.73
3800,2007-05-03,15790.99,1.6
3801,2007-05-02,15542.49,-0.0
3802,2007-04-30,15546.6,0.83
3803,2007-04-27,15418.76,0.87
3804,2007-04-26,15285.1,-0.3
3805,2007-04-25,15331.99,1.59
3806,2007-04-24,15092.11,0.06
3807,2007-04-23,15083.74,-0.6
3808,2007-04-20,15184.54,1.08
3809,2007-04-19,15021.76,0.69
3810,2007-04-18,14918.45,0.91
3811,2007-04-17,14784.48,0.08
3812,2007-04-16,14772.46,1.16
3813,2007-04-13,14602.72,0.98
3814,2007-04-12,14461.11,0.09
3815,2007-04-11,14447.65,-0.3
3816,2007-04-10,14500.53,0.75
3817,2007-04-09,14392.55,0.88
3818,2007-04-05,14267.65,0.38
3819,2007-04-04,14213.01,0.03
3820,2007-04-03,14208.16,1.47
3821,2007-04-02,14002.4,-0.0
3822,2007-03-30,14011.55,-0.0
3823,2007-03-29,14015.59,1.15
3824,2007-03-28,13856.36,-1.1
3825,2007-03-27,14022.03,-0.3
3826,2007-03-26,14073.36,0.61
3827,2007-03-23,13987.87,1.03
3828,2007-03-22,13845.41,-0.3
3829,2007-03-21,13895.49,1.87
3830,2007-03-20,13640.56,1.64
3831,2007-03-19,13420.84,1.49
3832,2007-03-16,13224.18,-0.9
3833,2007-03-15,13349.77,-0.2
3834,2007-03-14,13387.58,1.21
3835,2007-03-13,13227.23,-2.7
3836,2007-03-12,13599.6,-0.7
3837,2007-03-09,13704.86,0.68
3838,2007-03-08,13612.4,1.73
3839,2007-03-07,13381.51,-1.0
3840,2007-03-06,13528.78,3.09
3841,2007-03-05,13123.32,-2.6
3842,2007-03-02,13484.7,-1.9
3843,2007-03-01,13756.0,-0.0
3844,2007-02-28,13761.64,1.6
3845,2007-02-27,13544.38,-4.9
3846,2007-02-26,14253.81,0.24
3847,2007-02-23,14220.27,-0.5
3848,2007-02-22,14299.41,0.54
3849,2007-02-21,14222.4,0.11
3850,2007-02-20,14206.13,0.0
3851,2007-02-16,14206.13,0.18
3852,2007-02-15,14180.73,0.37
3853,2007-02-14,14127.94,1.71
3854,2007-02-13,13890.64,1.03
3855,2007-02-12,13749.64,-0.3
3856,2007-02-09,13798.85,-1.3
3857,2007-02-08,13982.92,1.36
3858,2007-02-07,13795.71,-0.5
3859,2007-02-06,13876.27,-0.8
3860,2007-02-05,13996.9,0.4
3861,2007-02-02,13940.93,-0.3
3862,2007-02-01,13986.85,0.08
3863,2007-01-31,13975.11,0.35
3864,2007-01-30,13926.66,0.87
3865,2007-01-29,13806.57,-1.1
3866,2007-01-26,13971.64,-0.0
3867,2007-01-24,13983.46,0.26
3868,2007-01-23,13946.57,0.99
3869,2007-01-22,13810.37,0.94
3870,2007-01-19,13682.33,1.71
3871,2007-01-18,13452.06,-0.6
3872,2007-01-17,13537.51,0.8
3873,2007-01-16,13430.23,-1.0
3874,2007-01-15,13573.46,-0.3
3875,2007-01-12,13626.46,-0.0
3876,2007-01-11,13634.71,0.76
3877,2007-01-10,13532.29,0.93
3878,2007-01-09,13408.2,-1.3
3879,2007-01-08,13596.95,1.13
3880,2007-01-05,13444.89,-3.5
3881,2007-01-04,13940.04,-0.4
3882,2007-01-03,13999.45,-0.4
3883,2007-01-02,14063.39,0.56
3884,2006-12-28,13985.46,0.56
3885,2006-12-27,13907.59,2.06
3886,2006-12-26,13626.41,0.47
3887,2006-12-22,13562.93,-0.0
3888,2006-12-21,13567.69,-0.7
3889,2006-12-20,13666.72,-0.3
3890,2006-12-19,13709.01,-0.3
3891,2006-12-18,13762.09,0.39
3892,2006-12-15,13708.18,-0.2
3893,2006-12-14,13740.97,0.8
3894,2006-12-13,13632.33,1.35
3895,2006-12-12,13450.63,-0.5
3896,2006-12-11,13523.08,0.95
3897,2006-12-08,13396.31,0.55
3898,2006-12-07,13322.95,0.13
3899,2006-12-06,13306.13,0.4
3900,2006-12-05,13253.11,1.53
3901,2006-12-04,13053.24,2.27
3902,2006-12-01,12764.12,-0.8
3903,2006-11-30,12866.54,-0.3
3904,2006-11-29,12914.94,1.12
3905,2006-11-28,12772.06,1.34
3906,2006-11-27,12602.91,-1.7
3907,2006-11-24,12825.68,-0.8
3908,2006-11-23,12936.77,1.03
3909,2006-11-22,12805.11,1.74
3910,2006-11-21,12585.87,1.18
3911,2006-11-17,12438.81,-0.1
3912,2006-11-16,12456.91,-0.5
3913,2006-11-14,12529.01,1.74
3914,2006-11-13,12314.7,-0.5
3915,2006-11-10,12379.1,0.04
3916,2006-11-09,12374.52,-0.8
3917,2006-11-08,12484.74,-0.6
3918,2006-11-07,12564.98,-1.3
3919,2006-11-06,12734.69,-0.0
3920,2006-11-03,12741.24,1.92
3921,2006-11-01,12501.28,0.47
3922,2006-10-31,12442.95,0.96
3923,2006-10-30,12324.86,0.13
3924,2006-10-27,12308.62,-0.6
3925,2006-10-26,12383.44,0.31
3926,2006-10-25,12345.05,-0.4
3927,2006-10-24,12401.12,-0.6
3928,2006-10-23,12479.08,1.95
3929,2006-10-20,12239.92,-0.6
3930,2006-10-19,12315.11,0.51
3931,2006-10-18,12253.2,-1.0
3932,2006-10-17,12387.9,-0.7
3933,2006-10-16,12480.34,-0.4
3934,2006-10-13,12541.25,-0.0
3935,2006-10-11,12544.7,-1.2
3936,2006-10-10,12701.64,0.55
3937,2006-10-09,12631.83,1.24
3938,2006-10-06,12477.15,-0.4
3939,2006-10-05,12532.27,0.19
3940,2006-10-04,12508.91,3.01
3941,2006-10-03,12143.97,-0.7
3942,2006-10-02,12238.99,2.26
3943,2006-09-29,11968.24,0.04
3944,2006-09-28,11962.95,1.68
3945,2006-09-27,11765.01,0.12
3946,2006-09-26,11750.89,2.54
3947,2006-09-25,11460.08,1.05
3948,2006-09-22,11340.62,0.12
3949,2006-09-21,11327.23,-2.1
3950,2006-09-20,11580.2,-1.9
3951,2006-09-19,11814.98,-1.3
3952,2006-09-18,11970.2,1.38
3953,2006-09-15,11807.64,0.21
3954,2006-09-14,11782.99,-1.0
3955,2006-09-13,11910.25,-0.5
3956,2006-09-12,11975.23,-0.0
3957,2006-09-11,11982.88,-1.4
3958,2006-09-08,12157.65,-0.0
3959,2006-09-06,12166.91,-0.3
3960,2006-09-05,12210.64,-0.2
3961,2006-09-04,12239.97,0.76
3962,2006-09-01,12147.42,2.37
3963,2006-08-31,11865.77,0.96
3964,2006-08-30,11753.05,-0.1
3965,2006-08-29,11767.53,0.77
3966,2006-08-28,11677.07,-0.2
3967,2006-08-25,11701.26,1.48
3968,2006-08-24,11530.15,0.98
3969,2006-08-23,11417.86,-2.3
3970,2006-08-22,11690.07,-1.7
3971,2006-08-21,11903.22,-1.0
3972,2006-08-18,12034.75,-0.4
3973,2006-08-17,12086.91,-0.0
3974,2006-08-16,12092.16,0.87
3975,2006-08-15,11987.42,2.37
3976,2006-08-14,11709.9,-0.9
3977,2006-08-11,11818.63,-1.0
3978,2006-08-10,11944.88,2.21
3979,2006-08-09,11686.76,-0.4
3980,2006-08-08,11735.83,0.41
3981,2006-08-07,11688.39,0.91
3982,2006-08-04,11582.67,0.86
3983,2006-08-03,11483.94,0.51
3984,2006-08-02,11425.95,1.15
3985,2006-08-01,11295.65,0.49
3986,2006-07-31,11240.48,-1.1
3987,2006-07-28,11373.6,1.2
3988,2006-07-27,11238.96,-0.3
3989,2006-07-26,11275.69,-1.5
3990,2006-07-25,11448.14,-0.1
3991,2006-07-24,11462.7,1.19
3992,2006-07-21,11327.64,-1.2
3993,2006-07-20,11473.63,-0.8
3994,2006-07-19,11567.81,4.54
3995,2006-07-18,11065.02,2.28
3996,2006-07-17,10818.56,-1.1
3997,2006-07-14,10943.13,-0.4
3998,2006-07-13,10993.54,-2.5
3999,2006-07-12,11276.11,-0.9
4000,2006-07-11,11384.82,0.52
4001,2006-07-10,11326.05,0.64
4002,2006-07-07,11254.17,-1.1
4003,2006-07-06,11380.44,0.79
4004,2006-07-05,11291.64,-2.3
4005,2006-07-04,11560.73,0.01
4006,2006-07-03,11560.13,2.59
4007,2006-06-30,11268.62,0.82
4008,2006-06-29,11176.64,4.3
4009,2006-06-28,10716.19,1.17
4010,2006-06-27,10592.11,0.53
4011,2006-06-26,10535.75,0.36
4012,2006-06-23,10498.22,0.58
4013,2006-06-22,10437.51,-0.6
4014,2006-06-21,10500.2,0.85
4015,2006-06-20,10411.43,-0.7
4016,2006-06-19,10488.21,-0.9
4017,2006-06-16,10591.4,3.53
4018,2006-06-14,10229.87,-2.4
4019,2006-06-13,10488.94,-0.9
4020,2006-06-12,10593.55,-4.7
4021,2006-06-09,11124.96,-1.0
4022,2006-06-08,11245.22,0.64
4023,2006-06-07,11173.3,-1.6
4024,2006-06-06,11358.79,1.04
4025,2006-06-05,11241.34,-2.4
4026,2006-06-02,11521.94,0.14
4027,2006-06-01,11505.33,4.31
4028,2006-05-31,11029.75,-0.3
4029,2006-05-30,11066.01,-4.6
4030,2006-05-29,11599.44,-1.0
4031,2006-05-26,11722.92,1.6
4032,2006-05-25,11538.67,6.07
4033,2006-05-24,10878.38,-2.8
4034,2006-05-23,11191.44,-1.8
4035,2006-05-22,11403.77,-3.7
4036,2006-05-19,11849.47,-0.5
4037,2006-05-18,11915.96,1.21
4038,2006-05-17,11773.93,-3.0
4039,2006-05-16,12147.42,0.94
4040,2006-05-15,12033.85,-1.8
4041,2006-05-12,12259.25,-0.5
4042,2006-05-11,12323.65,-1.5
4043,2006-05-10,12512.53,0.52
4044,2006-05-09,12447.29,0.11
4045,2006-05-08,12433.96,-0.8
4046,2006-05-05,12545.31,0.71
4047,2006-05-04,12456.63,0.3
4048,2006-05-03,12419.54,-0.7
4049,2006-05-02,12516.89,1.01
4050,2006-04-28,12392.22,0.71
4051,2006-04-27,12305.32,-0.5
4052,2006-04-26,12377.96,1.7
4053,2006-04-25,12171.24,0.13
4054,2006-04-24,12154.89,0.32
4055,2006-04-20,12115.9,0.35
4056,2006-04-19,12074.07,1.32
4057,2006-04-18,11916.63,1.76
4058,2006-04-17,11710.36,-1.7
4059,2006-04-13,11919.58,-2.1
4060,2006-04-12,12186.23,1.75
4061,2006-04-11,11976.45,-1.0
4062,2006-04-10,12103.57,-1.5
4063,2006-04-07,12294.33,-1.5
4064,2006-04-06,12492.01,0.52
4065,2006-04-05,12426.9,1.1
4066,2006-04-04,12292.14,0.42
4067,2006-04-03,12240.19,0.76
4068,2006-03-31,12147.41,0.82
4069,2006-03-30,12048.08,-1.0
4070,2006-03-29,12174.56,0.44
4071,2006-03-28,12121.58,-4.2
4072,2006-03-27,12655.82,-0.8
4073,2006-03-24,12763.37,-1.3
4074,2006-03-23,12932.96,-1.6
4075,2006-03-22,13147.96,2.73
4076,2006-03-21,12799.11,-1.9
4077,2006-03-20,13046.82,0.34
4078,2006-03-17,13002.27,0.29
4079,2006-03-16,12964.97,-0.0
4080,2006-03-15,12972.83,1.78
4081,2006-03-14,12746.02,2.23
4082,2006-03-13,12467.75,0.26
4083,2006-03-10,12435.32,2.25
4084,2006-03-09,12161.6,-2.2
4085,2006-03-08,12435.37,-2.7
4086,2006-03-06,12792.19,-1.8
4087,2006-03-03,13032.43,1.13
4088,2006-03-02,12886.41,0.66
4089,2006-03-01,12801.67,1.78
4090,2006-02-24,12577.95,1.27
4091,2006-02-23,12419.95,0.64
4092,2006-02-22,12340.64,2.27
4093,2006-02-21,12066.3,-1.8
4094,2006-02-20,12298.08,1.68
4095,2006-02-17,12095.17,0.75
4096,2006-02-16,12005.07,-0.6
4097,2006-02-15,12079.22,0.52
4098,2006-02-14,12017.11,2.3
4099,2006-02-13,11747.44,1.3
4100,2006-02-10,11596.13,2.45
4101,2006-02-09,11318.76,2.05
4102,2006-02-08,11091.9,1.6
4103,2006-02-07,10917.02,-1.2
4104,2006-02-06,11054.79,-0.1
4105,2006-02-03,11069.08,0.01
4106,2006-02-02,11067.95,-1.4
4107,2006-02-01,11226.31,0.44
4108,2006-01-31,11177.25,-2.4
4109,2006-01-30,11460.89,-0.0
4110,2006-01-27,11462.85,-2.1
4111,2006-01-26,11708.53,1.02
4112,2006-01-24,11590.8,1.74
4113,2006-01-23,11392.59,0.51
4114,2006-01-20,11334.73,0.87
4115,2006-01-19,11236.86,2.64
4116,2006-01-18,10947.67,-0.1
4117,2006-01-17,10959.06,-0.2
4118,2006-01-16,10985.12,3.35
4119,2006-01-13,10628.76,1.2
4120,2006-01-12,10502.81,-1.0
4121,2006-01-11,10614.28,2.55
4122,2006-01-10,10350.81,-0.6
4123,2006-01-09,10415.65,0.54
4124,2006-01-06,10360.06,0.9
4125,2006-01-05,10267.95,-0.1
4126,2006-01-04,10278.63,1.19
4127,2006-01-03,10157.92,1.87
4128,2006-01-02,9970.97,0.41
4129,2005-12-29,9930.19,1.88
4130,2005-12-28,9747.17,-0.6
4131,2005-12-27,9815.11,0.22
4132,2005-12-26,9793.33,0.31
4133,2005-12-23,9763.14,-0.8
4134,2005-12-22,9849.21,-0.1
4135,2005-12-21,9867.0,1.44
4136,2005-12-20,9727.33,1.53
4137,2005-12-19,9580.3,-0.4
4138,2005-12-16,9620.38,0.58
