,Date,Price,change
2702,2011-10-10,27533.3,2.49
2703,2011-10-07,26864.7,-1.3
2704,2011-10-06,27239.66,0.22
2705,2011-10-05,27179.37,0.24
2706,2011-10-04,27114.24,-1.6
2707,2011-10-03,27568.7,-0.8
2708,2011-09-30,27810.66,-0.3
2709,2011-09-29,27902.96,0.12
2710,2011-09-28,27868.78,0.73
2711,2011-09-27,27667.42,-0.2
2712,2011-09-26,27747.96,-0.2
2713,2011-09-23,27823.43,-1.1
2714,2011-09-22,28157.46,-3.4
2715,2011-09-21,29162.96,0.52
2716,2011-09-20,29012.03,0.58
2717,2011-09-19,28843.9,-0.0
2718,2011-09-16,28857.71,1.21
2719,2011-09-15,28512.26,0.26
2720,2011-09-14,28439.27,0.3
2721,2011-09-13,28353.25,-0.1
2722,2011-09-12,28400.32,-0.0
2723,2011-09-09,28413.28,-1.3
2724,2011-09-08,28788.48,0.5
2725,2011-09-06,28645.99,1.96
2726,2011-09-05,28096.14,-0.7
2727,2011-09-02,28315.82,-0.4
2728,2011-09-01,28453.21,0.92
2729,2011-08-31,28195.12,2.2
2730,2011-08-30,27587.74,0.32
2731,2011-08-29,27498.45,1.21
2732,2011-08-26,27170.28,1.13
2733,2011-08-25,26866.31,-0.5
2734,2011-08-24,27010.54,-0.5
2735,2011-08-23,27164.64,0.04
2736,2011-08-22,27155.01,0.29
2737,2011-08-19,27076.73,-1.6
2738,2011-08-18,27541.86,-0.7
2739,2011-08-17,27745.57,0.17
2740,2011-08-16,27698.87,1.2
2741,2011-08-15,27371.09,1.91
2742,2011-08-12,26858.41,-1.4
2743,2011-08-11,27238.61,0.47
2744,2011-08-10,27110.22,0.6
2745,2011-08-09,26948.67,1.63
2746,2011-08-08,26515.37,-5.0
2747,2011-08-05,27926.7,-0.3
2748,2011-08-04,28033.9,-2.8
2749,2011-08-03,28852.24,-1.1
2750,2011-08-02,29194.64,-0.5
2751,2011-08-01,29353.19,-0.3
2752,2011-07-29,29463.11,0.74
2753,2011-07-28,29245.32,0.56
2754,2011-07-27,29081.37,-1.3
2755,2011-07-26,29485.91,-0.1
2756,2011-07-25,29521.26,-0.0
2757,2011-07-22,29543.6,0.85
2758,2011-07-21,29293.3,0.36
2759,2011-07-20,29187.5,-0.2
2760,2011-07-19,29270.26,-0.5
2761,2011-07-18,29425.76,-0.3
2762,2011-07-15,29536.78,-0.4
2763,2011-07-14,29660.01,-0.0
2764,2011-07-13,29673.6,0.57
2765,2011-07-12,29504.24,-0.0
2766,2011-07-11,29511.17,-1.1
2767,2011-07-08,29854.84,0.12
2768,2011-07-07,29817.88,-0.6
2769,2011-07-06,30000.3,-0.3
2770,2011-07-05,30107.05,0.17
2771,2011-07-04,30055.29,0.25
2772,2011-07-01,29981.07,-0.3
2773,2011-06-30,30073.77,0.04
2774,2011-06-29,30060.98,0.38
2775,2011-06-28,29947.21,0.43
2776,2011-06-27,29817.58,-0.2
2777,2011-06-24,29896.84,1.04
2778,2011-06-22,29589.67,-0.6
2779,2011-06-21,29793.86,0.65
2780,2011-06-20,29601.46,0.28
2781,2011-06-17,29518.01,0.33
2782,2011-06-16,29419.92,0.91
2783,2011-06-15,29155.46,0.03
2784,2011-06-14,29145.33,0.02
2785,2011-06-13,29139.29,-0.6
2786,2011-06-10,29333.64,-0.5
2787,2011-06-09,29498.86,0.06
2788,2011-06-08,29482.1,-0.6
2789,2011-06-07,29667.39,-0.6
2790,2011-06-06,29861.18,-0.6
2791,2011-06-03,30069.53,0.71
2792,2011-06-02,29856.5,1.06
2793,2011-06-01,29543.63,-0.8
2794,2011-05-31,29795.77,0.97
2795,2011-05-30,29510.64,-0.3
2796,2011-05-27,29614.52,-0.2
2797,2011-05-26,29688.69,-0.4
2798,2011-05-25,29806.59,0.05
2799,2011-05-24,29792.43,0.23
2800,2011-05-23,29724.72,-0.6
2801,2011-05-20,29918.08,0.34
2802,2011-05-19,29818.01,0.4
2803,2011-05-18,29700.64,-0.0
2804,2011-05-17,29711.78,-0.3
2805,2011-05-16,29822.93,-0.0
2806,2011-05-13,29835.49,-0.3
2807,2011-05-12,29924.47,0.58
2808,2011-05-11,29751.63,-0.7
2809,2011-05-10,29980.42,-0.1
2810,2011-05-09,30026.02,0.28
2811,2011-05-06,29942.64,1.53
2812,2011-05-05,29492.44,0.87
2813,2011-05-04,29237.59,0.4
2814,2011-05-03,29120.98,-0.5
2815,2011-05-02,29284.35,-1.0
2816,2011-04-29,29581.66,-0.0
2817,2011-04-28,29587.81,-0.1
2818,2011-04-27,29629.88,-0.1
2819,2011-04-26,29659.69,-0.2
2820,2011-04-25,29747.14,-0.2
2821,2011-04-20,29816.2,0.09
2822,2011-04-19,29788.2,0.36
2823,2011-04-18,29680.79,0.33
2824,2011-04-15,29584.6,0.04
2825,2011-04-14,29572.76,0.05
2826,2011-04-13,29557.38,0.16
2827,2011-04-12,29509.44,-0.6
2828,2011-04-11,29713.04,-0.6
2829,2011-04-08,29901.84,-0.5
2830,2011-04-07,30073.86,-0.6
2831,2011-04-06,30280.31,-0.6
2832,2011-04-05,30483.39,0.2
2833,2011-04-04,30423.35,0.49
2834,2011-04-01,30274.87,1.28
2835,2011-03-31,29892.13,0.39
2836,2011-03-30,29776.77,1.89
2837,2011-03-29,29223.47,0.87
2838,2011-03-28,28970.04,-0.6
2839,2011-03-25,29156.24,0.91
2840,2011-03-24,28894.16,0.07
2841,2011-03-23,28873.84,0.07
2842,2011-03-22,28854.84,1.5
2843,2011-03-21,28427.1,0.0
2844,2011-03-18,28427.27,0.26
2845,2011-03-17,28352.94,0.11
2846,2011-03-16,28321.65,-1.8
2847,2011-03-15,28855.23,-0.7
2848,2011-03-14,29068.41,0.62
2849,2011-03-11,28889.83,1.2
2850,2011-03-10,28547.82,-0.9
2851,2011-03-09,28811.02,0.48
2852,2011-03-04,28672.67,0.58
2853,2011-03-03,28508.34,0.85
2854,2011-03-02,28268.1,0.91
2855,2011-03-01,28012.02,-0.4
2856,2011-02-28,28124.74,1.51
2857,2011-02-25,27707.66,-0.1
2858,2011-02-24,27752.94,0.38
2859,2011-02-23,27648.47,-0.3
2860,2011-02-22,27737.15,-0.4
2861,2011-02-21,27869.1,0.21
2862,2011-02-18,27811.45,0.46
2863,2011-02-17,27682.8,-0.0
2864,2011-02-16,27697.32,1.69
2865,2011-02-15,27236.99,-0.1
2866,2011-02-14,27279.19,-0.2
2867,2011-02-11,27345.28,0.33
2868,2011-02-10,27256.16,0.31
2869,2011-02-09,27172.91,-1.1
2870,2011-02-08,27497.5,0.65
2871,2011-02-07,27320.4,0.47
2872,2011-02-04,27192.43,-0.9
2873,2011-02-03,27450.78,0.33
2874,2011-02-02,27360.23,-0.8
2875,2011-02-01,27591.52,0.72
2876,2011-01-31,27394.62,0.91
2877,2011-01-28,27148.43,-1.5
2878,2011-01-27,27567.97,-0.8
2879,2011-01-26,27806.85,-0.7
2880,2011-01-24,28006.12,0.37
2881,2011-01-21,27903.57,-0.5
2882,2011-01-20,28067.24,0.22
2883,2011-01-19,28005.18,-0.7
2884,2011-01-18,28204.91,-0.3
2885,2011-01-17,28289.63,-0.3
2886,2011-01-14,28401.45,0.59
2887,2011-01-13,28234.94,0.55
2888,2011-01-12,28080.36,1.27
2889,2011-01-11,27728.6,0.16
2890,2011-01-10,27684.75,-0.3
2891,2011-01-07,27791.92,0.03
2892,2011-01-06,27783.24,-0.3
2893,2011-01-05,27886.78,1.19
2894,2011-01-04,27558.11,0.41
2895,2011-01-03,27446.4,0.75
2896,2010-12-30,27242.57,0.57
2897,2010-12-29,27088.05,0.87
2898,2010-12-28,26854.74,0.5
2899,2010-12-27,26720.81,-0.6
2900,2010-12-23,26883.75,0.47
2901,2010-12-22,26758.81,-0.4
2902,2010-12-21,26881.67,0.09
2903,2010-12-20,26857.19,0.2
2904,2010-12-17,26804.46,0.73
2905,2010-12-16,26611.07,-0.1
2906,2010-12-15,26650.89,-0.5
2907,2010-12-14,26796.47,-0.6
2908,2010-12-13,26962.02,0.05
2909,2010-12-10,26948.38,0.34
2910,2010-12-09,26857.21,-0.7
2911,2010-12-08,27059.66,-0.2
2912,2010-12-07,27114.7,-0.5
2913,2010-12-06,27253.66,-1.0
2914,2010-12-03,27533.01,1.43
2915,2010-12-02,27144.33,0.44
2916,2010-12-01,27025.09,1.3
2917,2010-11-30,26677.46,0.6
2918,2010-11-29,26519.64,-0.3
2919,2010-11-26,26613.19,-0.5
2920,2010-11-25,26764.09,-0.5
2921,2010-11-24,26911.52,1.37
2922,2010-11-23,26547.63,-0.3
2923,2010-11-22,26632.54,-1.1
2924,2010-11-19,26947.05,0.76
2925,2010-11-18,26742.87,1.01
2926,2010-11-17,26474.7,1.11
2927,2010-11-16,26184.37,-0.5
2928,2010-11-12,26335.93,-0.6
2929,2010-11-11,26506.98,-1.0
2930,2010-11-10,26789.96,-0.0
2931,2010-11-09,26809.33,0.06
2932,2010-11-08,26792.65,0.77
2933,2010-11-05,26589.07,-0.4
2934,2010-11-04,26702.82,0.47
2935,2010-11-03,26579.18,-0.2
2936,2010-11-01,26654.31,0.68
2937,2010-10-29,26473.24,0.24
2938,2010-10-28,26408.57,-0.6
2939,2010-10-27,26571.45,-0.8
2940,2010-10-26,26795.96,1.67
2941,2010-10-25,26355.22,-0.3
2942,2010-10-22,26443.56,-1.2
2943,2010-10-21,26766.7,0.48
2944,2010-10-20,26640.0,0.61
2945,2010-10-19,26477.21,-0.6
2946,2010-10-18,26644.58,-0.7
2947,2010-10-15,26841.7,0.21
2948,2010-10-14,26784.53,-0.3
2949,2010-10-13,26873.32,0.84
2950,2010-10-11,26649.62,0.98
2951,2010-10-08,26391.38,0.68
2952,2010-10-07,26212.54,-0.6
2953,2010-10-06,26371.73,0.11
2954,2010-10-05,26343.33,1.24
2955,2010-10-04,26021.46,1.37
2956,2010-10-01,25670.57,0.68
2957,2010-09-30,25497.24,0.63
2958,2010-09-29,25337.0,-0.3
2959,2010-09-28,25425.09,0.29
2960,2010-09-27,25351.39,0.16
2961,2010-09-24,25311.54,-1.2
2962,2010-09-23,25620.27,-0.4
2963,2010-09-22,25742.29,0.44
2964,2010-09-21,25629.26,-0.0
2965,2010-09-20,25644.34,0.2
2966,2010-09-17,25592.71,-0.6
2967,2010-09-16,25760.78,-0.6
2968,2010-09-15,25920.6,0.93
2969,2010-09-14,25680.49,0.41
2970,2010-09-13,25576.0,0.65
2971,2010-09-10,25410.43,0.64
2972,2010-09-09,25248.92,-0.4
2973,2010-09-08,25372.1,-1.9
2974,2010-09-06,25865.34,0.29
2975,2010-09-03,25790.68,-0.3
2976,2010-09-02,25871.0,-0.5
2977,2010-09-01,26017.41,1.08
2978,2010-08-31,25738.7,-1.2
2979,2010-08-30,26052.97,-0.1
2980,2010-08-27,26098.16,1.28
2981,2010-08-26,25767.24,0.1
2982,2010-08-25,25741.53,-0.2
2983,2010-08-24,25805.75,0.49
2984,2010-08-23,25678.76,-0.9
2985,2010-08-20,25923.88,0.43
2986,2010-08-19,25811.7,0.04
2987,2010-08-18,25801.9,1.9
2988,2010-08-17,25320.94,0.09
2989,2010-08-16,25298.93,1.42
2990,2010-08-13,24945.65,-0.2
2991,2010-08-12,25001.45,0.26
2992,2010-08-11,24936.11,-0.5
2993,2010-08-10,25084.39,0.22
2994,2010-08-09,25028.96,-0.8
2995,2010-08-06,25249.67,0.09
2996,2010-08-05,25225.9,0.69
2997,2010-08-04,25052.01,0.26
2998,2010-08-03,24986.76,-0.3
2999,2010-08-02,25068.65,0.8
3000,2010-07-30,24870.22,0.95
3001,2010-07-29,24636.66,0.73
3002,2010-07-28,24456.91,-0.0
3003,2010-07-27,24477.86,-0.3
3004,2010-07-26,24562.68,0.42
3005,2010-07-23,24459.06,0.72
3006,2010-07-22,24284.43,1.59
3007,2010-07-21,23904.72,0.1
3008,2010-07-20,23880.63,0.09
3009,2010-07-19,23858.72,0.55
3010,2010-07-16,23728.05,-0.7
3011,2010-07-15,23902.68,0.11
3012,2010-07-14,23877.42,-1.6
3013,2010-07-13,24272.84,1.05
3014,2010-07-12,24021.66,-0.7
3015,2010-07-08,24197.0,-0.6
3016,2010-07-07,24357.02,0.0
3017,2010-07-06,24358.15,0.98
3018,2010-07-05,24121.23,0.31
3019,2010-07-02,24045.52,0.59
3020,2010-07-01,23904.07,-0.7
3021,2010-06-30,24080.73,-0.4
3022,2010-06-29,24190.29,-1.1
3023,2010-06-28,24462.8,0.52
3024,2010-06-25,24336.44,1.41
3025,2010-06-24,23997.45,-0.3
3026,2010-06-23,24088.55,-0.0
3027,2010-06-22,24105.03,0.51
3028,2010-06-21,23981.95,0.24
3029,2010-06-18,23924.8,0.61
3030,2010-06-17,23779.02,0.02
3031,2010-06-16,23774.33,0.42
3032,2010-06-15,23674.56,1.21
3033,2010-06-14,23392.04,0.65
3034,2010-06-11,23239.98,0.41
3035,2010-06-10,23144.56,0.31
3036,2010-06-09,23074.1,-0.0
3037,2010-06-08,23083.49,0.48
3038,2010-06-07,22972.88,0.7
3039,2010-06-04,22813.6,0.68
3040,2010-06-02,22658.82,1.14
3041,2010-06-01,22403.79,-1.9
3042,2010-05-31,22838.16,1.13
3043,2010-05-28,22582.93,-0.4
3044,2010-05-27,22693.06,0.89
3045,2010-05-26,22491.82,1.72
3046,2010-05-25,22111.03,-1.1
3047,2010-05-24,22364.02,0.33
3048,2010-05-21,22289.36,1.11
3049,2010-05-20,22045.42,-2.4
3050,2010-05-19,22587.55,-1.3
3051,2010-05-18,22893.27,-1.4
3052,2010-05-17,23230.9,0.15
3053,2010-05-14,23195.67,-1.4
3054,2010-05-13,23538.51,-0.2
3055,2010-05-12,23599.48,1.1
3056,2010-05-11,23341.83,-1.8
3057,2010-05-10,23788.02,2.16
3058,2010-05-07,23286.17,-0.6
3059,2010-05-06,23425.76,-1.8
3060,2010-05-05,23877.1,-0.2
3061,2010-05-04,23935.05,-1.4
3062,2010-05-03,24274.33,0.17
3063,2010-04-30,24233.19,0.24
3064,2010-04-29,24175.67,0.76
3065,2010-04-28,23994.05,0.2
3066,2010-04-27,23946.56,-1.0
3067,2010-04-26,24204.47,0.17
3068,2010-04-23,24162.77,0.47
3069,2010-04-22,24048.88,0.43
3070,2010-04-20,23945.11,-0.3
3071,2010-04-19,24020.59,-0.0
3072,2010-04-16,24040.14,-0.4
3073,2010-04-15,24138.25,-0.6
3074,2010-04-14,24284.6,0.73
3075,2010-04-13,24108.87,0.39
3076,2010-04-12,24014.77,-0.4
3077,2010-04-09,24128.61,-0.6
3078,2010-04-08,24286.14,0.25
3079,2010-04-07,24226.41,-0.4
3080,2010-04-06,24336.15,-0.0
3081,2010-04-05,24353.27,0.25
3082,2010-04-01,24291.77,0.29
3083,2010-03-31,24220.61,-0.8
3084,2010-03-30,24424.42,-0.2
3085,2010-03-29,24476.78,-0.0
3086,2010-03-26,24479.69,0.29
3087,2010-03-25,24410.06,-0.2
3088,2010-03-24,24462.86,-1.0
3089,2010-03-23,24718.86,-0.0
3090,2010-03-22,24723.2,-0.1
3091,2010-03-19,24752.45,-0.2
3092,2010-03-18,24819.63,-0.2
3093,2010-03-17,24871.39,0.34
3094,2010-03-16,24787.04,0.71
3095,2010-03-15,24612.68,0.06
3096,2010-03-12,24597.61,-1.3
3097,2010-03-11,24937.93,-0.1
3098,2010-03-10,24966.32,0.54
3099,2010-03-09,24832.42,0.96
3100,2010-03-08,24597.39,-0.3
3101,2010-03-05,24682.34,0.56
3102,2010-03-04,24545.14,-0.4
3103,2010-03-03,24662.1,-0.4
3104,2010-03-02,24770.57,0.46
3105,2010-03-01,24657.17,0.9
3106,2010-02-26,24437.8,0.41
3107,2010-02-25,24337.92,0.45
3108,2010-02-24,24230.07,-0.2
3109,2010-02-23,24297.44,-0.7
3110,2010-02-22,24470.89,-0.0
3111,2010-02-19,24474.72,-1.1
3112,2010-02-18,24746.17,0.35
3113,2010-02-17,24659.56,0.79
3114,2010-02-12,24465.42,-0.3
3115,2010-02-11,24558.5,0.76
3116,2010-02-10,24374.34,0.47
3117,2010-02-09,24259.73,0.88
3118,2010-02-08,24048.32,1.24
3119,2010-02-05,23753.28,-0.5
3120,2010-02-04,23887.98,-1.8
3121,2010-02-03,24335.3,0.04
3122,2010-02-02,24325.62,-0.3
3123,2010-02-01,24407.99,0.43
3124,2010-01-29,24304.52,0.9
3125,2010-01-28,24087.84,-0.6
3126,2010-01-27,24248.23,-0.2
3127,2010-01-26,24300.36,1.17
3128,2010-01-22,24020.33,1.03
3129,2010-01-21,23774.38,-1.0
3130,2010-01-20,24017.73,-1.3
3131,2010-01-19,24342.15,0.71
3132,2010-01-18,24170.35,-0.6
3133,2010-01-15,24329.05,-1.0
3134,2010-01-14,24581.89,-1.1
3135,2010-01-13,24867.38,0.04
3136,2010-01-12,24857.8,0.46
3137,2010-01-11,24743.46,0.38
3138,2010-01-08,24649.72,0.05
3139,2010-01-07,24636.47,0.25
3140,2010-01-06,24574.42,-0.1
3141,2010-01-05,24601.36,0.04
3142,2010-01-04,24590.6,1.08
3143,2009-12-30,24327.08,1.57
3144,2009-12-29,23950.83,0.35
3145,2009-12-28,23867.0,-0.0
3146,2009-12-23,23879.09,-0.1
3147,2009-12-22,23902.66,0.29
3148,2009-12-21,23833.4,0.07
3149,2009-12-18,23817.1,-0.4
3150,2009-12-17,23933.78,-0.4
3151,2009-12-16,24044.0,-2.1
3152,2009-12-15,24574.44,-0.4
3153,2009-12-14,24690.09,-0.9
3154,2009-12-11,24917.45,0.41
3155,2009-12-10,24815.65,1.47
3156,2009-12-09,24456.63,0.81
3157,2009-12-08,24260.02,0.34
3158,2009-12-07,24178.3,1.59
3159,2009-12-04,23800.76,-0.5
3160,2009-12-03,23926.18,0.43
3161,2009-12-02,23823.52,2.15
3162,2009-12-01,23321.77,2.05
3163,2009-11-30,22852.52,-0.8
3164,2009-11-27,23044.35,1.01
3165,2009-11-26,22814.79,-1.2
3166,2009-11-25,23092.81,0.87
3167,2009-11-24,22892.97,0.18
3168,2009-11-23,22851.35,-0.2
3169,2009-11-19,22917.88,-0.7
3170,2009-11-18,23082.58,-1.2
3171,2009-11-17,23367.86,0.12
3172,2009-11-16,23338.8,0.99
3173,2009-11-13,23110.01,1.92
3174,2009-11-12,22673.71,-1.6
3175,2009-11-11,23051.32,0.44
3176,2009-11-10,22950.64,-0.7
3177,2009-11-09,23120.19,2.43
3178,2009-11-06,22571.65,-0.1
3179,2009-11-05,22611.7,0.74
3180,2009-11-04,22445.39,1.04
3181,2009-11-03,22213.63,0.57
3182,2009-10-30,22086.96,-1.7
3183,2009-10-29,22477.12,1.98
3184,2009-10-28,22040.5,-2.1
3185,2009-10-27,22535.12,-1.4
3186,2009-10-26,22870.2,-0.3
3187,2009-10-23,22943.15,-0.8
3188,2009-10-22,23145.57,0.18
3189,2009-10-21,23104.49,-0.2
3190,2009-10-20,23161.79,-2.2
3191,2009-10-19,23705.5,0.89
3192,2009-10-16,23497.0,0.12
3193,2009-10-15,23469.73,0.67
3194,2009-10-14,23313.38,0.52
3195,2009-10-13,23192.59,0.28
3196,2009-10-09,23127.24,0.01
3197,2009-10-08,23125.58,0.26
3198,2009-10-07,23064.55,0.11
3199,2009-10-06,23038.73,0.45
3200,2009-10-05,22935.83,2.02
3201,2009-10-02,22481.38,1.11
3202,2009-10-01,22234.12,-0.4
3203,2009-09-30,22330.57,0.39
3204,2009-09-29,22244.44,-0.2
3205,2009-09-28,22294.92,0.09
3206,2009-09-25,22274.41,0.81
3207,2009-09-24,22095.59,0.03
3208,2009-09-23,22088.87,-1.2
3209,2009-09-22,22358.55,0.16
3210,2009-09-21,22323.47,0.08
3211,2009-09-18,22305.22,-0.1
3212,2009-09-17,22340.8,0.34
3213,2009-09-16,22266.17,0.52
3214,2009-09-15,22151.98,0.06
3215,2009-09-14,22138.38,0.63
3216,2009-09-11,21999.58,-0.3
3217,2009-09-10,22078.14,0.94
3218,2009-09-09,21872.04,0.72
3219,2009-09-08,21715.08,1.73
3220,2009-09-04,21345.29,0.33
3221,2009-09-03,21276.02,0.46
3222,2009-09-02,21178.68,-0.3
3223,2009-09-01,21249.24,-0.4
3224,2009-08-31,21351.79,0.07
3225,2009-08-28,21336.47,0.63
3226,2009-08-27,21202.16,0.35
3227,2009-08-26,21128.31,0.69
3228,2009-08-25,20984.14,-0.3
3229,2009-08-24,21050.9,-0.0
3230,2009-08-21,21066.82,0.68
3231,2009-08-20,20925.08,-0.0
3232,2009-08-19,20926.46,-0.2
3233,2009-08-18,20977.43,1.19
3234,2009-08-17,20731.03,-1.8
3235,2009-08-14,21114.58,0.07
3236,2009-08-13,21099.1,-1.1
3237,2009-08-12,21333.33,0.72
3238,2009-08-11,21181.09,-1.1
3239,2009-08-10,21429.11,-0.5
3240,2009-08-07,21556.69,0.47
3241,2009-08-06,21456.37,0.54
3242,2009-08-05,21340.68,0.17
3243,2009-08-04,21305.31,0.39
3244,2009-08-03,21222.09,1.17
3245,2009-07-31,20975.64,-0.3
3246,2009-07-30,21039.06,1.22
3247,2009-07-29,20784.96,0.01
3248,2009-07-28,20783.35,0.2
3249,2009-07-27,20742.75,-0.4
3250,2009-07-24,20830.34,0.23
3251,2009-07-23,20782.27,0.31
3252,2009-07-22,20718.17,-0.3
3253,2009-07-21,20795.59,-0.5
3254,2009-07-20,20913.26,0.82
3255,2009-07-17,20744.14,0.23
3256,2009-07-16,20696.34,1.35
3257,2009-07-15,20419.94,1.79
3258,2009-07-14,20060.19,-2.0
3259,2009-07-13,20469.63,-0.8
3260,2009-07-10,20648.25,0.02
3261,2009-07-08,20643.51,-0.2
3262,2009-07-07,20699.39,-0.5
3263,2009-07-06,20803.02,-0.0
3264,2009-07-03,20814.99,0.25
3265,2009-07-02,20762.6,0.57
3266,2009-07-01,20645.62,1.01
3267,2009-06-30,20438.25,-0.4
3268,2009-06-29,20539.53,0.18
3269,2009-06-26,20503.02,0.37
3270,2009-06-25,20426.47,1.22
3271,2009-06-24,20180.3,-0.6
3272,2009-06-23,20303.03,0.38
3273,2009-06-22,20226.36,-0.8
3274,2009-06-19,20404.95,2.02
3275,2009-06-18,20000.37,0.08
3276,2009-06-17,19984.83,0.12
3277,2009-06-16,19961.24,-0.2
3278,2009-06-15,20006.22,-0.9
3279,2009-06-12,20197.47,1.66
3280,2009-06-10,19867.54,0.98
3281,2009-06-09,19674.76,-0.4
3282,2009-06-08,19763.62,0.05
3283,2009-06-05,19753.8,0.36
3284,2009-06-04,19682.69,1.3
3285,2009-06-03,19429.83,-0.8
3286,2009-06-02,19599.37,-0.9
3287,2009-06-01,19794.04,0.42
3288,2009-05-29,19710.72,0.48
3289,2009-05-28,19617.33,0.29
3290,2009-05-27,19560.85,-0.6
3291,2009-05-26,19680.78,0.37
3292,2009-05-25,19607.52,0.33
3293,2009-05-22,19542.95,0.88
3294,2009-05-21,19371.62,-0.7
3295,2009-05-20,19508.33,-0.8
3296,2009-05-19,19673.05,-1.3
3297,2009-05-18,19938.3,1.65
3298,2009-05-15,19614.87,-0.1
3299,2009-05-14,19637.39,1.65
3300,2009-05-13,19317.69,-0.9
3301,2009-05-12,19500.98,0.67
3302,2009-05-11,19371.98,-0.4
3303,2009-05-08,19465.88,2.58
3304,2009-05-07,18975.53,-1.2
3305,2009-05-06,19224.26,0.97
3306,2009-05-05,19039.56,-0.4
3307,2009-05-04,19115.42,1.42
3308,2009-04-30,18847.68,-1.0
3309,2009-04-29,19043.13,1.16
3310,2009-04-28,18824.33,1.83
3311,2009-04-27,18486.27,0.11
3312,2009-04-24,18466.21,1.79
3313,2009-04-23,18141.2,1.26
3314,2009-04-22,17916.26,1.96
3315,2009-04-20,17572.13,-1.1
3316,2009-04-17,17784.65,-0.1
3317,2009-04-16,17818.38,1.3
3318,2009-04-15,17590.26,0.45
3319,2009-04-14,17512.07,-1.5
3320,2009-04-13,17794.88,-0.1
3321,2009-04-09,17813.42,1.28
3322,2009-04-08,17588.51,0.8
3323,2009-04-07,17449.13,-0.9
3324,2009-04-06,17607.45,-0.3
3325,2009-04-03,17670.34,1.74
3326,2009-04-02,17367.69,0.97
3327,2009-04-01,17200.38,2.79
3328,2009-03-31,16733.09,0.85
3329,2009-03-30,16592.51,-1.1
3330,2009-03-27,16776.96,-0.3
3331,2009-03-26,16836.54,1.93
3332,2009-03-25,16517.82,0.49
3333,2009-03-24,16437.61,-0.6
3334,2009-03-23,16542.66,1.68
3335,2009-03-20,16270.09,-0.8
3336,2009-03-19,16408.72,0.02
3337,2009-03-18,16406.04,1.69
3338,2009-03-17,16132.92,1.82
3339,2009-03-16,15845.24,-0.8
3340,2009-03-13,15977.77,-0.0
3341,2009-03-12,15980.15,0.33
3342,2009-03-11,15928.26,-1.3
3343,2009-03-10,16150.11,2.47
3344,2009-03-09,15760.93,-0.4
3345,2009-03-06,15827.16,1.09
3346,2009-03-05,15656.71,-1.2
3347,2009-03-04,15849.29,1.15
3348,2009-03-03,15668.82,-0.2
3349,2009-03-02,15712.04,-2.8
3350,2009-02-27,16164.01,0.8
3351,2009-02-26,16035.02,0.22
3352,2009-02-25,15999.56,0.04
3353,2009-02-20,15992.83,-0.7
3354,2009-02-19,16120.82,1.1
3355,2009-02-18,15945.51,0.83
3356,2009-02-17,15814.58,-0.7
3357,2009-02-16,15935.42,0.27
3358,2009-02-13,15892.96,1.14
3359,2009-02-12,15713.97,-0.0
3360,2009-02-11,15725.28,0.64
3361,2009-02-10,15625.81,0.38
3362,2009-02-09,15566.12,-0.4
3363,2009-02-06,15631.87,1.79
3364,2009-02-05,15357.18,1.98
3365,2009-02-04,15059.31,-0.5
3366,2009-02-03,15135.19,0.6
3367,2009-02-02,15044.99,-0.8
3368,2009-01-30,15180.22,-0.7
3369,2009-01-29,15287.59,0.27
3370,2009-01-28,15246.4,0.47
3371,2009-01-27,15175.2,-0.9
3372,2009-01-26,15323.07,0.43
3373,2009-01-23,15257.08,1.42
3374,2009-01-22,15043.95,-1.3
3375,2009-01-21,15242.88,1.82
3376,2009-01-20,14970.04,-2.6
3377,2009-01-19,15380.56,-0.6
3378,2009-01-16,15482.53,-0.1
3379,2009-01-15,15503.51,1.49
3380,2009-01-14,15276.12,-1.4
3381,2009-01-13,15494.74,1.5
3382,2009-01-12,15265.69,-1.0
3383,2009-01-09,15422.06,0.51
3384,2009-01-08,15343.37,0.72
3385,2009-01-07,15233.23,-1.3
3386,2009-01-06,15445.83,-1.3
3387,2009-01-05,15662.34,-0.9
3388,2009-01-02,15812.72,3.41
3389,2008-12-30,15291.33,0.68
3390,2008-12-29,15188.37,0.1
3391,2008-12-26,15173.54,0.78
3392,2008-12-23,15056.53,-1.6
3393,2008-12-22,15309.0,-1.7
3394,2008-12-19,15587.47,0.09
3395,2008-12-18,15574.06,2.23
3396,2008-12-17,15233.67,-2.3
3397,2008-12-16,15603.48,2.93
3398,2008-12-15,15158.71,-2.8
3399,2008-12-12,15608.88,2.05
3400,2008-12-11,15295.39,-2.0
3401,2008-12-10,15618.06,-1.6
3402,2008-12-09,15873.87,-1.2
3403,2008-12-08,16065.94,1.16
3404,2008-12-05,15880.94,0.35
3405,2008-12-04,15825.4,0.46
3406,2008-12-03,15753.21,0.9
3407,2008-12-02,15612.87,2.01
3408,2008-12-01,15304.9,-3.0
3409,2008-11-28,15785.5,-0.1
3410,2008-11-27,15805.31,0.7
3411,2008-11-26,15696.02,0.64
3412,2008-11-25,15595.75,-0.5
3413,2008-11-24,15688.6,2.21
3414,2008-11-21,15349.61,-1.7
3415,2008-11-19,15620.43,1.28
3416,2008-11-18,15422.45,-0.3
3417,2008-11-17,15483.16,3.92
3418,2008-11-14,14899.18,-0.7
3419,2008-11-13,15007.52,4.05
3420,2008-11-12,14423.14,-1.7
