ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2017;7;1;1/7/2017;7/7/2017;233,32;233,32;233,32;233,32
2017;7;2;8/7/2017;14/7/2017;253,45;253,45;253,45;253,45
2017;7;3;15/7/2017;21/7/2017;266,98;266,98;266,98;266,98
2017;7;4;22/7/2017;28/7/2017;269,76;269,76;269,76;269,76
2017;7;5;29/7/2017;4/8/2017;514,66;514,66;514,66;514,66
2017;8;6;5/8/2017;11/8/2017;533,82;533,82;533,82;533,82
2017;8;7;12/8/2017;18/8/2017;521,83;521,83;521,83;521,83
2017;8;8;19/8/2017;25/8/2017;505,61;505,61;505,61;505,61
2017;8;9;26/8/2017;1/9/2017;449,04;449,04;449,04;449,04
2017;9;10;2/9/2017;8/9/2017;494,46;494,46;494,46;494,46
2017;9;11;9/9/2017;15/9/2017;533,82;533,82;533,82;533,82
2017;9;12;16/9/2017;22/9/2017;533,82;533,82;533,82;533,82
2017;9;13;23/9/2017;29/9/2017;533,82;533,82;533,82;533,82
2017;9;14;30/9/2017;6/10/2017;533,82;533,82;533,82;533,82
2017;10;15;7/10/2017;13/10/2017;533,82;533,82;533,82;533,82
2017;10;16;14/10/2017;20/10/2017;533,82;533,82;533,82;533,82
2017;10;17;21/10/2017;27/10/2017;533,82;533,82;533,82;533,82
2017;10;18;28/10/2017;3/11/2017;533,82;533,82;533,82;533,82
2017;11;19;4/11/2017;10/11/2017;483,21;483,21;483,21;483,21
2017;11;20;11/11/2017;17/11/2017;481,66;481,66;481,66;481,66
2017;11;21;18/11/2017;24/11/2017;449,83;449,83;449,83;449,83
2017;11;22;25/11/2017;1/12/2017;208,53;208,52;208,53;208,53
2017;12;23;2/12/2017;8/12/2017;220,16;220,16;220,16;220,16
2017;12;24;9/12/2017;15/12/2017;214,51;214,51;214,51;214,51
2017;12;25;16/12/2017;22/12/2017;274,98;274,98;274,98;274,98
2017;12;26;23/12/2017;29/12/2017;245,63;245,63;245,63;245,63
2017;12;27;30/12/2017;5/1/2018;196,1;199,55;182,49;168,14
