ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2006;7;1;1/7/2006;7/7/2006;92,72;93,9;28,72;92,72
2006;7;2;8/7/2006;14/7/2006;88,16;89,15;28,57;88,16
2006;7;3;15/7/2006;21/7/2006;85,43;85,43;28,42;85,43
2006;7;4;22/7/2006;28/7/2006;91,25;91,25;28,83;91,26
2006;7;5;29/7/2006;4/8/2006;105,25;105,71;49,03;105,25
2006;8;6;5/8/2006;11/8/2006;99,86;100,58;47,76;99,86
2006;8;7;12/8/2006;18/8/2006;99,09;99,09;48,85;99,09
2006;8;8;19/8/2006;25/8/2006;97,04;97,04;49,76;97,04
2006;8;9;26/8/2006;1/9/2006;126,82;126,82;64,89;126,82
2006;9;10;2/9/2006;8/9/2006;124,44;124,44;66,75;124,44
2006;9;11;9/9/2006;15/9/2006;116,71;116,71;66,48;116,71
2006;9;12;16/9/2006;22/9/2006;126,73;126,73;69,83;126,73
2006;9;13;23/9/2006;29/9/2006;129,42;129,42;74,03;129,42
2006;9;14;30/9/2006;6/10/2006;107,89;107,89;52,23;107,89
2006;10;15;7/10/2006;13/10/2006;113,51;113,51;52,62;113,51
2006;10;16;14/10/2006;20/10/2006;82,01;82,01;48,13;82,01
2006;10;17;21/10/2006;27/10/2006;81,32;81,32;45,52;81,32
2006;10;18;28/10/2006;3/11/2006;70,01;70,01;24,11;70,01
2006;11;19;4/11/2006;10/11/2006;94,81;94,81;33,29;94,81
2006;11;20;11/11/2006;17/11/2006;68,68;68,68;23,56;68,68
2006;11;21;18/11/2006;24/11/2006;79,45;79,45;22,95;79,45
2006;11;22;25/11/2006;1/12/2006;85,79;85,79;16,92;85,79
2006;12;23;2/12/2006;8/12/2006;79,07;79,07;19,64;79,07
2006;12;24;9/12/2006;15/12/2006;70,11;70,11;16,92;70,11
2006;12;25;16/12/2006;22/12/2006;52,1;52,1;16,92;16,92
2006;12;26;23/12/2006;29/12/2006;36,44;36,79;16,92;16,92
2006;12;27;30/12/2006;5/1/2007;36,14;42,84;17,59;17,59
