ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2013;6;1;29/6/2013;5/7/2013;97,15;55,54;99,43;97,58
2013;7;2;6/7/2013;12/7/2013;106,35;73,76;106,35;106,35
2013;7;3;13/7/2013;19/7/2013;123,73;100,14;123,73;123,73
2013;7;4;20/7/2013;26/7/2013;128,18;128,18;128,18;128,18
2013;7;5;27/7/2013;2/8/2013;153,04;153,04;153,04;153,04
2013;8;6;3/8/2013;9/8/2013;165,67;165,67;165,67;165,67
2013;8;7;10/8/2013;16/8/2013;147,27;96,7;149,1;147,27
2013;8;8;17/8/2013;23/8/2013;172,59;162,66;174,37;172,59
2013;8;9;24/8/2013;30/8/2013;157,3;139,82;159,49;157,3
2013;8;10;31/8/2013;6/9/2013;258,13;251,28;258,13;258,13
2013;9;11;7/9/2013;13/9/2013;270,23;260,95;270,23;270,23
2013;9;12;14/9/2013;20/9/2013;274,92;274,92;274,92;274,92
2013;9;13;21/9/2013;27/9/2013;260,92;247,45;272,51;272,51
2013;9;14;28/9/2013;4/10/2013;265,42;175,7;267,3;267,3
2013;10;15;5/10/2013;11/10/2013;242;93,11;254,75;242
2013;10;16;12/10/2013;18/10/2013;247,56;235,66;253,27;253,27
2013;10;17;19/10/2013;25/10/2013;249,21;243,87;270,87;249,21
2013;10;18;26/10/2013;1/11/2013;309,23;309,23;309,23;309,23
2013;11;19;2/11/2013;8/11/2013;316,38;316,38;316,38;316,38
2013;11;20;9/11/2013;15/11/2013;317,87;317,87;317,87;317,87
2013;11;21;16/11/2013;22/11/2013;336,58;336,58;336,58;336,58
2013;11;22;23/11/2013;29/11/2013;359,46;359,46;359,46;359,46
2013;11;23;30/11/2013;6/12/2013;309,62;309,62;309,62;309,62
2013;12;24;7/12/2013;13/12/2013;276,99;276,99;280,78;276,99
2013;12;25;14/12/2013;20/12/2013;308,1;308,1;309,33;308,1
2013;12;26;21/12/2013;27/12/2013;294,31;294,31;294,31;294,31
2013;12;27;28/12/2013;3/1/2014;249,92;249,92;249,92;249,92
