ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2020;12;1;26/12/2020;1/1/2021;220,89;220,89;220,89;220,89
2021;1;2;2/1/2021;8/1/2021;297,43;297,43;291,83;297,43
2021;1;3;9/1/2021;15/1/2021;306,12;306,12;306,11;306,11
2021;1;4;16/1/2021;22/1/2021;215,56;214,3;214,19;214,29
2021;1;5;23/1/2021;29/1/2021;184,35;178,85;178,41;178,81
2021;1;6;30/1/2021;5/2/2021;152,1;141,53;146,43;146,43
2021;2;7;6/2/2021;12/2/2021;170,45;169,7;170,42;170,42
2021;2;8;13/2/2021;19/2/2021;173,37;173,36;173,51;173,37
2021;2;9;20/2/2021;26/2/2021;184,15;184,44;184,05;184,03
2021;2;10;27/2/2021;5/3/2021;119,64;123,01;63,42;61,47
2021;3;11;6/3/2021;12/3/2021;70,71;71,37;60,03;52,49
2021;3;12;13/3/2021;19/3/2021;117,4;118,38;85,41;54,41
2021;3;13;20/3/2021;26/3/2021;126,23;127,56;83,98;49,77
2021;3;14;27/3/2021;2/4/2021;99,96;100,28;88,19;56,42
2021;4;15;3/4/2021;9/4/2021;125,43;126,8;50,03;49,77
2021;4;16;10/4/2021;16/4/2021;108,77;115,38;66,47;49,77
2021;4;17;17/4/2021;23/4/2021;161,94;165,53;133,06;115,01
2021;4;18;24/4/2021;30/4/2021;146,95;153,74;109,19;102,38
2021;5;19;1/5/2021;7/5/2021;207,05;239,8;149,74;146,5
2021;5;20;8/5/2021;14/5/2021;191,8;192,04;151,85;153,01
2021;5;21;15/5/2021;21/5/2021;230,39;230,41;207,93;207,96
2021;5;22;22/5/2021;28/5/2021;231,73;231,73;221,99;222,99
2021;5;23;29/5/2021;4/6/2021;252,82;252,82;250,52;250,77
2021;6;24;5/6/2021;11/6/2021;276,15;276,15;271,74;273,07
2021;6;25;12/6/2021;18/6/2021;284,47;284,47;282,85;284,28
2021;6;26;19/6/2021;25/6/2021;321,3;321,3;293,7;320,69
2021;6;27;26/6/2021;2/7/2021;583,88;583,88;583,88;583,88
