ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2012;6;1;30/6/2012;6/7/2012;56,3;56,29;56,3;56,3
2012;7;2;7/7/2012;13/7/2012;95;95;95;95
2012;7;3;14/7/2012;20/7/2012;106,43;106,43;106,43;106,43
2012;7;4;21/7/2012;27/7/2012;103,86;103,86;103,86;103,86
2012;7;5;28/7/2012;3/8/2012;88,35;88,35;88,35;88,35
2012;8;6;4/8/2012;10/8/2012;106,59;106,59;106,59;106,59
2012;8;7;11/8/2012;17/8/2012;116,3;116,3;116,3;116,3
2012;8;8;18/8/2012;24/8/2012;128,76;128,64;128,76;128,76
2012;8;9;25/8/2012;31/8/2012;137,76;137,76;137,76;137,76
2012;9;10;1/9/2012;7/9/2012;173,95;173,95;173,95;173,95
2012;9;11;8/9/2012;14/9/2012;181,4;181,4;181,4;181,4
2012;9;12;15/9/2012;21/9/2012;190,19;190,19;190,19;190,19
2012;9;13;22/9/2012;28/9/2012;187,45;187,45;187,45;187,45
2012;9;14;29/9/2012;5/10/2012;180,51;180,51;184,15;184,15
2012;10;15;6/10/2012;12/10/2012;243,09;243,09;256,3;256,3
2012;10;16;13/10/2012;19/10/2012;322,49;322,49;329,04;329,04
2012;10;17;20/10/2012;26/10/2012;288,17;288,17;330,39;330,39
2012;10;18;27/10/2012;2/11/2012;361,89;361,89;361,89;361,89
2012;11;19;3/11/2012;9/11/2012;429,01;429,01;429,01;429,01
2012;11;20;10/11/2012;16/11/2012;451,82;451,82;451,82;451,82
2012;11;21;17/11/2012;23/11/2012;315,12;315,12;315,12;315,12
2012;11;22;24/11/2012;30/11/2012;310,18;310,18;310,18;310,18
2012;12;23;1/12/2012;7/12/2012;203,27;203,27;203,27;203,27
2012;12;24;8/12/2012;14/12/2012;271,65;271,65;271,65;271,65
2012;12;25;15/12/2012;21/12/2012;184,86;184,86;184,69;184,69
2012;12;26;22/12/2012;28/12/2012;343,4;343,4;315,53;315,53
2012;12;27;29/12/2012;4/1/2013;341,66;341,66;341,66;341,66
