ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2019;12;1;28/12/2019;3/1/2020;290,33;290,33;290,33;290,33
2020;1;2;4/1/2020;10/1/2020;368,51;368,51;368,51;368,51
2020;1;3;11/1/2020;17/1/2020;268,32;268,32;268,32;268,32
2020;1;4;18/1/2020;24/1/2020;355,42;355,42;355,42;355,42
2020;1;5;25/1/2020;31/1/2020;333;333;332,28;332,28
2020;2;6;1/2/2020;7/2/2020;190,96;191,01;190,96;190,96
2020;2;7;8/2/2020;14/2/2020;150,67;174,24;150,67;149,89
2020;2;8;15/2/2020;21/2/2020;146,13;171,14;144,93;132,63
2020;2;9;22/2/2020;28/2/2020;143,85;180,77;125,8;39,68
2020;2;10;29/2/2020;6/3/2020;58,6;66,78;58,6;57,34
2020;3;11;7/3/2020;13/3/2020;86,62;158,2;84,67;39,68
2020;3;12;14/3/2020;20/3/2020;100,86;224,12;98,97;39,68
2020;3;13;21/3/2020;27/3/2020;101,98;201,83;39,68;39,68
2020;3;14;28/3/2020;3/4/2020;39,68;39,68;39,68;39,68
2020;4;15;4/4/2020;10/4/2020;39,68;39,68;39,68;39,68
2020;4;16;11/4/2020;17/4/2020;39,68;39,68;39,68;39,68
2020;4;17;18/4/2020;24/4/2020;39,68;39,68;39,68;39,68
2020;4;18;25/4/2020;1/5/2020;39,68;39,68;39,68;39,68
2020;5;19;2/5/2020;8/5/2020;53,85;53,85;39,68;39,68
2020;5;20;9/5/2020;15/5/2020;61,33;61,33;39,68;39,68
2020;5;21;16/5/2020;22/5/2020;78,88;78,88;39,68;39,68
2020;5;22;23/5/2020;29/5/2020;91,41;91,41;39,68;39,68
2020;5;23;30/5/2020;5/6/2020;104,09;104,09;39,68;39,68
2020;6;24;6/6/2020;12/6/2020;114,92;114,92;39,68;39,68
2020;6;25;13/6/2020;19/6/2020;127,68;127,68;86,21;86,21
2020;6;26;20/6/2020;26/6/2020;117,82;117,82;89,07;89,07
2020;6;27;27/6/2020;3/7/2020;96,57;96,57;90,69;94,82
