ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2019;6;1;29/6/2019;5/7/2019;170,94;170,94;170,94;170,94
2019;7;2;6/7/2019;12/7/2019;177,6;177,6;177,6;177,6
2019;7;3;13/7/2019;19/7/2019;175,04;175,04;175,04;175,04
2019;7;4;20/7/2019;26/7/2019;186,18;186,18;186,18;186,18
2019;7;5;27/7/2019;2/8/2019;225;225;174,61;174,61
2019;8;6;3/8/2019;9/8/2019;236,35;236,35;217,98;217,98
2019;8;7;10/8/2019;16/8/2019;233,3;233,3;217,98;217,98
2019;8;8;17/8/2019;23/8/2019;241,04;241,04;223,39;223,39
2019;8;9;24/8/2019;30/8/2019;247,08;247,08;198,37;198,37
2019;8;10;31/8/2019;6/9/2019;200,69;200,69;200,34;200,34
2019;9;11;7/9/2019;13/9/2019;210,71;210,71;210,71;210,71
2019;9;12;14/9/2019;20/9/2019;225,55;225,55;221,28;221,28
2019;9;13;21/9/2019;27/9/2019;231,12;231,12;231,12;231,12
2019;9;14;28/9/2019;4/10/2019;238,02;238,02;238,02;238,02
2019;10;15;5/10/2019;11/10/2019;270,84;270,84;270,84;270,84
2019;10;16;12/10/2019;18/10/2019;273,52;273,52;273,52;273,52
2019;10;17;19/10/2019;25/10/2019;273,51;273,51;273,51;273,51
2019;10;18;26/10/2019;1/11/2019;301,65;301,65;301,65;301,65
2019;11;19;2/11/2019;8/11/2019;334,73;334,73;334,73;334,73
2019;11;20;9/11/2019;15/11/2019;308,2;308,2;308,2;308,2
2019;11;21;16/11/2019;22/11/2019;322,84;322,84;322,84;322,84
2019;11;22;23/11/2019;29/11/2019;317,33;317,33;317,33;317,33
2019;11;23;30/11/2019;6/12/2019;234,99;234,99;234,99;234,99
2019;12;24;7/12/2019;13/12/2019;217,57;217,57;217,57;217,57
2019;12;25;14/12/2019;20/12/2019;226,59;226,59;226,59;226,59
2019;12;26;21/12/2019;27/12/2019;195,13;195,13;195,13;195,13
2019;12;27;28/12/2019;3/1/2020;290,33;290,33;290,33;290,33
