ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2018;12;1;29/12/2018;4/1/2019;136,43;136,43;53,86;53,86
2019;1;2;5/1/2019;11/1/2019;138,8;138,8;103,89;103,89
2019;1;3;12/1/2019;18/1/2019;166,17;166,17;80,44;80,44
2019;1;4;19/1/2019;25/1/2019;178,76;178,76;42,35;42,35
2019;1;5;26/1/2019;1/2/2019;337,1;337,1;137,55;83,06
2019;2;6;2/2/2019;8/2/2019;451,57;451,57;141,05;42,35
2019;2;7;9/2/2019;15/2/2019;510,81;510,81;178,71;48,14
2019;2;8;16/2/2019;22/2/2019;472,96;472,96;164,36;42,35
2019;2;9;23/2/2019;1/3/2019;339,46;339,46;178,71;42,35
2019;3;10;2/3/2019;8/3/2019;251,81;251,81;164,36;42,35
2019;3;11;9/3/2019;15/3/2019;250,06;250,06;160,22;42,35
2019;3;12;16/3/2019;22/3/2019;199,09;199,09;160,22;42,35
2019;3;13;23/3/2019;29/3/2019;229,74;229,74;160,22;42,35
2019;3;14;30/3/2019;5/4/2019;210,52;210,52;42,35;42,35
2019;4;15;6/4/2019;12/4/2019;181,41;181,41;42,35;42,35
2019;4;16;13/4/2019;19/4/2019;186,94;186,94;42,35;42,35
2019;4;17;20/4/2019;26/4/2019;172,38;172,38;42,35;42,35
2019;4;18;27/4/2019;3/5/2019;142,12;142,12;42,35;42,35
2019;5;19;4/5/2019;10/5/2019;174,86;174,86;42,35;42,35
2019;5;20;11/5/2019;17/5/2019;98,21;98,21;42,35;42,35
2019;5;21;18/5/2019;24/5/2019;136,05;136,05;80,44;80,44
2019;5;22;25/5/2019;31/5/2019;128,33;128,33;42,35;42,35
2019;6;23;1/6/2019;7/6/2019;42,35;42,35;42,35;42,35
2019;6;24;8/6/2019;14/6/2019;42,35;42,35;42,35;42,35
2019;6;25;15/6/2019;21/6/2019;78,42;78,42;78,42;78,42
2019;6;26;22/6/2019;28/6/2019;124,92;124,92;124,92;124,92
2019;6;27;29/6/2019;5/7/2019;170,94;170,94;170,94;170,94
