ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2022;1;1;1/1/2022;7/1/2022;69,7;69,71;61,92;55,73
2022;1;2;8/1/2022;14/1/2022;57,09;57,11;56,22;55,7
2022;1;3;15/1/2022;21/1/2022;62,1;62,13;55,7;55,7
2022;1;4;22/1/2022;28/1/2022;65,82;65,82;55,7;55,7
2022;1;5;29/1/2022;4/2/2022;55,7;55,7;55,7;55,7
2022;2;6;5/2/2022;11/2/2022;55,7;55,7;55,7;55,7
2022;2;7;12/2/2022;18/2/2022;55,7;55,7;55,7;55,7
2022;2;8;19/2/2022;25/2/2022;55,7;55,7;55,7;55,7
2022;2;9;26/2/2022;4/3/2022;55,7;55,7;55,7;55,7
2022;3;10;5/3/2022;11/3/2022;55,7;55,7;55,7;55,7
2022;3;11;12/3/2022;18/3/2022;55,7;55,7;55,7;55,7
2022;3;12;19/3/2022;25/3/2022;55,7;55,7;55,7;55,7
2022;3;13;26/3/2022;1/4/2022;55,7;55,7;55,7;55,7
2022;4;14;2/4/2022;8/4/2022;55,7;55,7;55,7;55,7
2022;4;15;9/4/2022;15/4/2022;55,7;55,7;55,7;55,7
2022;4;16;16/4/2022;22/4/2022;55,7;55,7;55,7;55,7
2022;4;17;23/4/2022;29/4/2022;55,7;55,7;55,7;55,7
2022;4;18;30/4/2022;6/5/2022;55,7;55,7;55,7;55,7
2022;5;19;7/5/2022;13/5/2022;55,7;55,7;55,7;55,7
2022;5;20;14/5/2022;20/5/2022;55,7;55,7;55,7;55,7
2022;5;21;21/5/2022;27/5/2022;55,7;55,7;55,7;55,7
2022;5;22;28/5/2022;3/6/2022;55,7;55,7;55,7;55,7
2022;6;23;4/6/2022;10/6/2022;55,76;55,76;55,76;55,76
2022;6;24;11/6/2022;17/6/2022;55,7;55,7;55,7;55,7
2022;6;25;18/6/2022;24/6/2022;55,7;55,7;55,7;55,7
2022;6;26;25/6/2022;1/7/2022;55,7;55,7;55,7;55,7
