ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2021;6;1;26/6/2021;2/7/2021;583,88;583,88;583,88;583,88
2021;7;2;3/7/2021;9/7/2021;583,88;583,88;583,88;583,88
2021;7;3;10/7/2021;16/7/2021;583,88;583,88;583,88;583,88
2021;7;4;17/7/2021;23/7/2021;583,88;583,88;583,88;583,88
2021;7;5;24/7/2021;30/7/2021;583,88;583,88;583,88;583,88
2021;7;6;31/7/2021;6/8/2021;583,88;583,88;583,88;583,88
2021;8;7;7/8/2021;13/8/2021;583,88;583,88;583,88;583,88
2021;8;8;14/8/2021;20/8/2021;583,88;583,88;583,88;583,88
2021;8;9;21/8/2021;27/8/2021;583,88;583,88;583,88;583,88
2021;8;10;28/8/2021;3/9/2021;583,88;583,88;583,88;583,88
2021;9;11;4/9/2021;10/9/2021;583,88;583,88;583,88;583,88
2021;9;12;11/9/2021;17/9/2021;583,88;583,88;583,88;583,88
2021;9;13;18/9/2021;24/9/2021;583,88;583,88;583,88;583,88
2021;9;14;25/9/2021;1/10/2021;549,01;549,01;518,89;549,01
2021;10;15;2/10/2021;8/10/2021;452,28;452,28;450,72;452,28
2021;10;16;9/10/2021;15/10/2021;209,43;209,43;209,43;209,43
2021;10;17;16/10/2021;22/10/2021;177,38;177,38;177,38;177,38
2021;10;18;23/10/2021;29/10/2021;161,22;161,22;161,22;161,22
2021;10;19;30/10/2021;5/11/2021;101,07;101,07;101,07;101,07
2021;11;20;6/11/2021;12/11/2021;107,09;107,09;107,09;107,09
2021;11;21;13/11/2021;19/11/2021;74,13;74,13;74,01;74,13
2021;11;22;20/11/2021;26/11/2021;94,1;94,1;94,09;94,1
2021;11;23;27/11/2021;3/12/2021;50,79;50,79;50,79;50,79
2021;12;24;4/12/2021;10/12/2021;59,15;59,15;59,15;59,15
2021;12;25;11/12/2021;17/12/2021;82,26;82,26;82,26;82,26
2021;12;26;18/12/2021;24/12/2021;66,34;66,34;66,32;66,32
2021;12;27;25/12/2021;31/12/2021;65,5;65,5;64,59;63,93
2022;1;28;1/1/2022;7/1/2022;69,7;69,71;61,92;55,73
