ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2014;6;1;28/6/2014;4/7/2014;368,53;15,62;368,53;368,53
2014;7;2;5/7/2014;11/7/2014;545,13;355,13;545,13;545,13
2014;7;3;12/7/2014;18/7/2014;651,08;650,1;651,08;651,08
2014;7;4;19/7/2014;25/7/2014;715,19;715,19;715,19;715,19
2014;7;5;26/7/2014;1/8/2014;581,9;581,9;581,9;581,9
2014;8;6;2/8/2014;8/8/2014;809,43;809,43;809,43;809,43
2014;8;7;9/8/2014;15/8/2014;649,96;649,96;649,96;649,96
2014;8;8;16/8/2014;22/8/2014;697,22;697,22;697,22;697,22
2014;8;9;23/8/2014;29/8/2014;695,03;695,03;695,03;695,03
2014;8;10;30/8/2014;5/9/2014;728,81;728,81;728,81;728,81
2014;9;11;6/9/2014;12/9/2014;703,31;703,31;703,31;703,31
2014;9;12;13/9/2014;19/9/2014;770,63;770,63;770,63;770,63
2014;9;13;20/9/2014;26/9/2014;745,91;745,91;745,91;745,91
2014;9;14;27/9/2014;3/10/2014;671,68;671,68;671,68;671,68
2014;10;15;4/10/2014;10/10/2014;697,51;496,95;697,51;697,51
2014;10;16;11/10/2014;17/10/2014;808,68;808,68;808,68;808,68
2014;10;17;18/10/2014;24/10/2014;822,83;822,83;822,83;822,83
2014;10;18;25/10/2014;31/10/2014;822,83;822,83;822,83;822,83
2014;11;19;1/11/2014;7/11/2014;822,83;822,83;822,83;822,83
2014;11;20;8/11/2014;14/11/2014;822,83;822,83;822,83;822,83
2014;11;21;15/11/2014;21/11/2014;822,83;822,83;822,83;822,83
2014;11;22;22/11/2014;28/11/2014;822,83;822,83;822,83;822,83
2014;11;23;29/11/2014;5/12/2014;548,75;548,75;548,75;548,75
2014;12;24;6/12/2014;12/12/2014;676,22;676,22;676,22;676,22
2014;12;25;13/12/2014;19/12/2014;658,05;658,05;658,05;658,05
2014;12;26;20/12/2014;26/12/2014;658,73;658,73;658,73;658,73
2014;12;27;27/12/2014;2/1/2015;388,48;388,48;388,48;388,48
