ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2018;6;1;30/6/2018;6/7/2018;505,18;505,18;505,18;505,18
2018;7;2;7/7/2018;13/7/2018;505,18;505,18;505,18;505,18
2018;7;3;14/7/2018;20/7/2018;505,18;505,18;505,18;505,18
2018;7;4;21/7/2018;27/7/2018;505,18;505,18;505,18;505,18
2018;7;5;28/7/2018;3/8/2018;505,18;505,18;505,18;505,18
2018;8;6;4/8/2018;10/8/2018;505,18;505,18;505,18;505,18
2018;8;7;11/8/2018;17/8/2018;505,18;505,18;505,18;505,18
2018;8;8;18/8/2018;24/8/2018;505,18;505,18;505,18;505,18
2018;8;9;25/8/2018;31/8/2018;505,18;505,18;505,18;505,18
2018;9;10;1/9/2018;7/9/2018;486,25;486,25;486,25;489,78
2018;9;11;8/9/2018;14/9/2018;496,28;496,28;496,28;496,28
2018;9;12;15/9/2018;21/9/2018;491,71;491,71;491,71;491,71
2018;9;13;22/9/2018;28/9/2018;441,87;441,87;441,87;441,87
2018;9;14;29/9/2018;5/10/2018;386,47;386,47;386,47;386,47
2018;10;15;6/10/2018;12/10/2018;325,52;325,52;325,52;325,52
2018;10;16;13/10/2018;19/10/2018;270,28;270,28;270,28;270,28
2018;10;17;20/10/2018;26/10/2018;229,71;229,71;229,71;229,71
2018;10;18;27/10/2018;2/11/2018;142,4;142,4;142,4;142,4
2018;11;19;3/11/2018;9/11/2018;149,95;149,95;149,95;149,95
2018;11;20;10/11/2018;16/11/2018;120,77;120,77;120,77;120,77
2018;11;21;17/11/2018;23/11/2018;119,21;119,21;119,21;119,21
2018;11;22;24/11/2018;30/11/2018;100,72;100,72;100,72;100,72
2018;12;23;1/12/2018;7/12/2018;59,04;59,04;59,16;59,04
2018;12;24;8/12/2018;14/12/2018;66,13;66,13;66,41;66,13
2018;12;25;15/12/2018;21/12/2018;79,16;79,16;79,16;40,16
2018;12;26;22/12/2018;28/12/2018;87,21;87,21;87,21;40,16
2018;12;27;29/12/2018;4/1/2019;136,43;136,43;53,86;53,86
