ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2008;6;1;28/6/2008;4/7/2008;88,21;88,21;88,21;88,21
2008;7;2;5/7/2008;11/7/2008;91,37;91,37;91,37;91,37
2008;7;3;12/7/2008;18/7/2008;102,64;102,64;102,64;102,64
2008;7;4;19/7/2008;25/7/2008;110,35;110,35;110,35;110,35
2008;7;5;26/7/2008;1/8/2008;146,3;146,3;146,3;146,3
2008;8;6;2/8/2008;8/8/2008;138,69;138,69;138,69;138,69
2008;8;7;9/8/2008;15/8/2008;118,13;118,13;118,13;118,13
2008;8;8;16/8/2008;22/8/2008;79,16;77,05;79,16;79,16
2008;8;9;23/8/2008;29/8/2008;71,64;66,79;71,61;71,64
2008;8;10;30/8/2008;5/9/2008;93,55;93,25;93,55;93,55
2008;9;11;6/9/2008;12/9/2008;106,1;105,84;106,08;106,1
2008;9;12;13/9/2008;19/9/2008;119,11;118,04;119,06;119,11
2008;9;13;20/9/2008;26/9/2008;121,65;120,97;121,65;121,65
2008;9;14;27/9/2008;3/10/2008;100,48;100,48;100,48;100,48
2008;10;15;4/10/2008;10/10/2008;97,99;97,99;97,99;97,99
2008;10;16;11/10/2008;17/10/2008;75,46;74,34;75,46;75,46
2008;10;17;18/10/2008;24/10/2008;93,31;93,31;93,31;93,31
2008;10;18;25/10/2008;31/10/2008;99,48;99,48;99,48;99,48
2008;11;19;1/11/2008;7/11/2008;104,79;79,29;104,79;104,79
2008;11;20;8/11/2008;14/11/2008;118,37;104,08;118,37;118,37
2008;11;21;15/11/2008;21/11/2008;111,77;100,21;111,77;111,77
2008;11;22;22/11/2008;28/11/2008;92,69;91,04;92,69;92,69
2008;11;23;29/11/2008;5/12/2008;95,54;95,35;95,54;95,54
2008;12;24;6/12/2008;12/12/2008;103,51;103,51;103,51;103,51
2008;12;25;13/12/2008;19/12/2008;113,15;113,15;113,15;113,15
2008;12;26;20/12/2008;26/12/2008;91,57;91,57;91,57;91,57
2008;12;27;27/12/2008;2/1/2009;74,11;74,11;74,11;74,11
