ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2009;12;1;26/12/2009;1/1/2010;16,31;16,31;16,31;16,31
2010;1;2;2/1/2010;8/1/2010;12,8;12,8;12,8;12,8
2010;1;3;9/1/2010;15/1/2010;12,8;12,8;12,8;12,8
2010;1;4;16/1/2010;22/1/2010;12,8;12,8;12,8;12,8
2010;1;5;23/1/2010;29/1/2010;12,8;12,8;12,8;12,8
2010;1;6;30/1/2010;5/2/2010;12,8;12,8;12,8;12,8
2010;2;7;6/2/2010;12/2/2010;12,8;12,8;12,8;12,8
2010;2;8;13/2/2010;19/2/2010;12,8;12,8;14,84;12,8
2010;2;9;20/2/2010;26/2/2010;12,8;12,8;16,97;12,8
2010;2;10;27/2/2010;5/3/2010;28,62;28,62;34,59;28,62
2010;3;11;6/3/2010;12/3/2010;15,85;15,85;20,89;15,85
2010;3;12;13/3/2010;19/3/2010;21,05;21,05;25,68;21,05
2010;3;13;20/3/2010;26/3/2010;35,82;35,82;35,94;35,82
2010;3;14;27/3/2010;2/4/2010;37,88;37,88;38,26;37,88
2010;4;15;3/4/2010;9/4/2010;21,34;21,34;26,6;21,34
2010;4;16;10/4/2010;16/4/2010;12,8;12,8;20,63;12,8
2010;4;17;17/4/2010;23/4/2010;23,97;23,97;24,05;23,96
2010;4;18;24/4/2010;30/4/2010;23,13;23,13;23,32;23,1
2010;5;19;1/5/2010;7/5/2010;23,8;19,94;25,02;23,8
2010;5;20;8/5/2010;14/5/2010;27,28;23,62;30,6;27,28
2010;5;21;15/5/2010;21/5/2010;32,9;32,9;34,48;32,9
2010;5;22;22/5/2010;28/5/2010;35,07;32,67;36,25;35,09
2010;5;23;29/5/2010;4/6/2010;56,48;56,48;56,48;56,48
2010;6;24;5/6/2010;11/6/2010;60,57;60,57;60,57;60,57
2010;6;25;12/6/2010;18/6/2010;59,8;59,8;59,8;59,8
2010;6;26;19/6/2010;25/6/2010;65,73;65,73;65,73;65,73
2010;6;27;26/6/2010;2/7/2010;100,56;100,56;110,68;110,68
