ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2020;6;1;27/6/2020;3/7/2020;96,57;96,57;90,69;94,82
2020;7;2;4/7/2020;10/7/2020;83,69;83,69;83,69;83,69
2020;7;3;11/7/2020;17/7/2020;85,45;85,45;85,35;85,45
2020;7;4;18/7/2020;24/7/2020;90,32;90,32;89,9;90,32
2020;7;5;25/7/2020;31/7/2020;93,25;93,25;80,93;93,25
2020;8;6;1/8/2020;7/8/2020;92,98;92,98;73,03;92,98
2020;8;7;8/8/2020;14/8/2020;103,18;103,18;76,71;103,18
2020;8;8;15/8/2020;21/8/2020;94,16;94,16;73,86;94,16
2020;8;9;22/8/2020;28/8/2020;58,27;58,27;56,82;58,27
2020;8;10;29/8/2020;4/9/2020;66,89;66,89;51,88;66,89
2020;9;11;5/9/2020;11/9/2020;76,24;76,24;55,23;76,24
2020;9;12;12/9/2020;18/9/2020;88,98;88,98;63,42;88,98
2020;9;13;19/9/2020;25/9/2020;105,54;105,54;68,71;105,54
2020;9;14;26/9/2020;2/10/2020;172,67;172,67;160,33;172,67
2020;10;15;3/10/2020;9/10/2020;261,89;261,89;164,86;261,89
2020;10;16;10/10/2020;16/10/2020;281,43;281,43;170,66;281,43
2020;10;17;17/10/2020;23/10/2020;315,94;315,94;219,01;315,94
2020;10;18;24/10/2020;30/10/2020;317,03;317,03;185,11;317,03
2020;10;19;31/10/2020;6/11/2020;370,77;370,77;150,6;370,77
2020;11;20;7/11/2020;13/11/2020;559,75;559,75;196,76;559,75
2020;11;21;14/11/2020;20/11/2020;476,59;476,59;276,71;476,59
2020;11;22;21/11/2020;27/11/2020;559,75;559,75;196,29;559,75
2020;11;23;28/11/2020;4/12/2020;559,75;559,75;559,75;559,75
2020;12;24;5/12/2020;11/12/2020;210,74;210,74;200,33;210,74
2020;12;25;12/12/2020;18/12/2020;264,24;264,24;264,24;264,24
2020;12;26;19/12/2020;25/12/2020;198,36;198,36;197,79;198,36
2020;12;27;26/12/2020;1/1/2021;220,89;220,89;220,89;220,89
